"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"TFZ";"NUM_TFZ";"T10"
954;42;"G";80;0,95;0,95;1;1;0,9;1000;"G";"211-1";1;21131,1505812671
963;42;"G";80;0,95;0,95;1;1;0,9;1000;"P";"211-1";1;21131,1505812671
1333;42;"G";80;0,95;0,95;1;1;0,9;1900;"G";"260-2";1;21186,2761180768
1348;42;"G";80;0,95;0,95;1;1;0,9;1900;"P";"260-2";1;21186,2761180768
1358;42;"G";80;0,95;0,95;1;1;0,9;1400;"G";"261-1";1;21185,7943480154
1370;42;"G";80;0,95;0,95;1;1;0,9;1400;"P";"261-1";1;21185,7943480154
1628;42;"G";80;0,95;0,95;1;1;0,9;1400;"G";"294-3";1;21164,0962428287
1640;42;"G";80;0,95;0,95;1;1;0,9;1400;"P";"294-3";1;21164,0962428287
1881;42;"G";80;0,95;0,95;1;1;0,9;3500;"G";"66-1";1;21101,6803099129
1912;42;"G";80;0,95;0,95;1;1;0,9;3500;"P";"66-1";1;21101,6803099129
1933;42;"G";80;0,95;0,95;1;1;0,9;3500;"G";"66-2";1;21101,6803099129
1954;42;"G";80;0,95;0,95;1;1;0,9;3500;"P";"66-2";1;21101,6803099129
2024;42;"G";80;0,95;0,95;1;1;0,9;2200;"G";"DE1002-1";1;21202,6678483381
2025;42;"G";80;0,95;0,95;1;1;0,9;2300;"G";"DE1002-1";1;21211,0881636946
2055;42;"G";80;0,95;0,95;1;1;0,9;2200;"P";"DE1002-1";1;21202,6678483381
2056;42;"G";80;0,95;0,95;1;1;0,9;2300;"P";"DE1002-1";1;21211,0881636946
2209;42;"G";80;0,95;0,95;1;1;0,9;1300;"G";"G1000-1";1;21064,808233992
2210;42;"G";80;0,95;0,95;1;1;0,9;1400;"G";"G1000-1";1;21129,2432746744
2211;42;"G";80;0,95;0,95;1;1;0,9;1500;"G";"G1000-1";1;21204,0498961375
2220;42;"G";80;0,95;0,95;1;1;0,9;1300;"P";"G1000-1";1;21064,808233992
2221;42;"G";80;0,95;0,95;1;1;0,9;1400;"P";"G1000-1";1;21129,2432746744
2222;42;"G";80;0,95;0,95;1;1;0,9;1500;"P";"G1000-1";1;21204,0498961375
2247;42;"G";80;0,95;0,95;1;1;0,9;2100;"G";"G1206-1";1;21117,0681653091
2248;42;"G";80;0,95;0,95;1;1;0,9;2200;"G";"G1206-1";1;21134,256650405
2249;42;"G";80;0,95;0,95;1;1;0,9;2300;"G";"G1206-1";1;21174,0826385134
2250;42;"G";80;0,95;0,95;1;1;0,9;2400;"G";"G1206-1";1;21215,9048401666
2271;42;"G";80;0,95;0,95;1;1;0,9;2100;"P";"G1206-1";1;21117,0681653091
2272;42;"G";80;0,95;0,95;1;1;0,9;2200;"P";"G1206-1";1;21134,256650405
2273;42;"G";80;0,95;0,95;1;1;0,9;2300;"P";"G1206-1";1;21174,0826385134
2274;42;"G";80;0,95;0,95;1;1;0,9;2400;"P";"G1206-1";1;21215,9048401666
2321;42;"G";80;0,95;0,95;1;1;0,9;1900;"G";"G1206-3";1;21143,5773069503
