"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"TFZ";"NUM_TFZ";"T10"
97;50;"P";90;0,92;1;0,96;1;0,92;1700;"G";"1265-1";1;883,116607505248
107;50;"P";90;0,92;1;0,96;1;0,92;1700;"P";"1265-1";1;883,116607505248
498;50;"P";90;0,96;1;0,96;1;0,92;2800;"G";"155-1";1;803,195102763282
526;50;"P";90;0,96;1;0,96;1;0,92;2800;"P";"155-1";1;803,195102763282
903;50;"P";90;0,96;1;0,96;1;0,92;1100;"G";"203-1";1;743,317909227765
904;50;"P";90;0,96;1;0,96;1;0,92;1200;"G";"203-1";1;789,686052626849
905;50;"P";90;0,96;1;0,96;1;0,92;1300;"G";"203-1";1;849,597788067087
919;50;"P";90;0,96;1;0,96;1;0,92;1100;"P";"203-1";1;743,317909227765
920;50;"P";90;0,96;1;0,96;1;0,92;1200;"P";"203-1";1;789,686052626849
921;50;"P";90;0,96;1;0,96;1;0,92;1300;"P";"203-1";1;849,597788067087
1090;50;"P";90;0,92;1;0,96;1;0,92;2000;"G";"232-2";1;818,279719887837
1091;50;"P";90;0,96;1;0,96;1;0,92;2100;"G";"232-2";1;856,479147272973
1092;50;"P";90;0,96;1;0,96;1;0,92;2200;"G";"232-2";1;890,328781367294
1115;50;"P";90;0,92;1;0,96;1;0,92;2000;"P";"232-2";1;818,279719887837
1116;50;"P";90;0,96;1;0,96;1;0,92;2100;"P";"232-2";1;856,479147272973
1117;50;"P";90;0,96;1;0,96;1;0,92;2200;"P";"232-2";1;890,328781367294
1170;50;"P";90;0,92;1;0,96;1;0,92;1700;"G";"246-1";1;833,684433887707
1171;50;"P";90;0,96;1;0,96;1;0,92;1800;"G";"246-1";1;853,425461200439
1189;50;"P";90;0,92;1;0,96;1;0,92;1700;"P";"246-1";1;833,684433887707
1190;50;"P";90;0,96;1;0,96;1;0,92;1800;"P";"246-1";1;853,425461200439
1269;50;"P";90;0,92;1;0,96;1;0,92;2600;"G";"250-1";1;877,702824854845
1297;50;"P";90;0,92;1;0,96;1;0,92;2600;"P";"250-1";1;877,702824854845
1426;50;"P";90;0,92;1;0,96;1;0,92;2600;"G";"264-1";1;744,835837321864
1427;50;"P";90;0,96;1;0,96;1;0,92;2700;"G";"264-1";1;763,956305738188
1428;50;"P";90;0,96;1;0,96;1;0,92;2800;"G";"264-1";1;774,86362391989
1429;50;"P";90;0,96;1;0,96;1;0,92;2900;"G";"264-1";1;811,798867839971
1430;50;"P";90;0,96;1;0,96;1;0,92;3000;"G";"264-1";1;829,375239049074
1431;50;"P";90;0,96;1;0,96;1;0,92;3100;"G";"264-1";1;851,228264522034
1432;50;"P";90;0,96;1;0,96;1;0,92;3200;"G";"264-1";1;879,118016169843
1457;50;"P";90;0,92;1;0,96;1;0,92;2600;"P";"264-1";1;744,835837321864
1458;50;"P";90;0,96;1;0,96;1;0,92;2700;"P";"264-1";1;763,956305738188
1459;50;"P";90;0,96;1;0,96;1;0,92;2800;"P";"264-1";1;774,86362391989
1460;50;"P";90;0,96;1;0,96;1;0,92;2900;"P";"264-1";1;811,798867839971
1461;50;"P";90;0,96;1;0,96;1;0,92;3000;"P";"264-1";1;829,375239049074
1462;50;"P";90;0,96;1;0,96;1;0,92;3100;"P";"264-1";1;851,228264522034
1463;50;"P";90;0,96;1;0,96;1;0,92;3200;"P";"264-1";1;879,118016169843
1525;50;"P";90;0,92;1;0,96;1;0,92;1700;"G";"285-2";1;716,002185473342
1526;50;"P";90;0,96;1;0,96;1;0,92;1800;"G";"285-2";1;739,643734859458
1527;50;"P";90;0,96;1;0,96;1;0,92;1900;"G";"285-2";1;771,61663439615
1528;50;"P";90;0,96;1;0,96;1;0,92;2000;"G";"285-2";1;805,395642275987
1529;50;"P";90;0,96;1;0,96;1;0,92;2100;"G";"285-2";1;839,504697525486
1530;50;"P";90;0,96;1;0,96;1;0,92;2200;"G";"285-2";1;857,125626085666
1531;50;"P";90;0,96;1;0,96;1;0,92;2300;"G";"285-2";1;887,174918547861
1548;50;"P";90;0,92;1;0,96;1;0,92;1700;"P";"285-2";1;716,002185473342
1549;50;"P";90;0,96;1;0,96;1;0,92;1800;"P";"285-2";1;739,643734859458
1550;50;"P";90;0,96;1;0,96;1;0,92;1900;"P";"285-2";1;771,61663439615
1551;50;"P";90;0,96;1;0,96;1;0,92;2000;"P";"285-2";1;805,395642275987
1552;50;"P";90;0,96;1;0,96;1;0,92;2100;"P";"285-2";1;839,504697525486
1553;50;"P";90;0,96;1;0,96;1;0,92;2200;"P";"285-2";1;857,125626085666
1554;50;"P";90;0,96;1;0,96;1;0,92;2300;"P";"285-2";1;887,174918547861
1740;50;"P";90;0,96;1;0,96;1;0,92;1600;"G";"371-1";1;783,074885134421
1758;50;"P";90;0,96;1;0,96;1;0,92;1600;"P";"371-1";1;783,074885134421
2132;50;"P";90;0,92;1;0,96;1;0,92;1600;"G";"ER 20D-2";1;758,74179736398
2133;50;"P";90;0,96;1;0,96;1;0,92;1700;"G";"ER 20D-2";1;796,602037276533
2134;50;"P";90;0,96;1;0,96;1;0,92;1800;"G";"ER 20D-2";1;825,321513664296
2135;50;"P";90;0,96;1;0,96;1;0,92;1900;"G";"ER 20D-2";1;853,805386444292
2136;50;"P";90;0,96;1;0,96;1;0,92;2000;"G";"ER 20D-2";1;903,001948201694
