"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"TFZ";"NUM_TFZ";"T10"
905;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;1300;"G";"203-1";1;982,788289402488
921;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;1300;"P";"203-1";1;982,788289402488
1430;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;3000;"G";"264-1";1;964,7085588716
1431;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;3100;"G";"264-1";1;983,719976859349
1432;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;3200;"G";"264-1";1;1010,03946068275
1461;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;3000;"P";"264-1";1;964,7085588716
1462;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;3100;"P";"264-1";1;983,719976859349
1463;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;3200;"P";"264-1";1;1010,03946068275
1529;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;2100;"G";"285-2";1;974,927506749284
1530;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;2200;"G";"285-2";1;988,772517967139
1531;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;2300;"G";"285-2";1;1015,36859820541
1552;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;2100;"P";"285-2";1;974,927506749284
1553;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;2200;"P";"285-2";1;988,772517967139
1554;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;2300;"P";"285-2";1;1015,36859820541
2134;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;1800;"G";"ER 20D-2";1;960,344112592115
2135;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;1900;"G";"ER 20D-2";1;984,870114347988
2136;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;2000;"G";"ER 20D-2";1;1030,54377092455
2151;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;1800;"P";"ER 20D-2";1;960,344112592115
2152;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;1900;"P";"ER 20D-2";1;984,870114347988
2153;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;2000;"P";"ER 20D-2";1;1030,54377092455
2404;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;1600;"G";"G1700-2";1;1041,50197726696
2408;53;"G";40;0,907407407407407;0,962962962962963;1;1;0,907407407407407;1600;"P";"G1700-2";1;1041,50197726696
905;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;1300;"G";"203-1";1;982,788289402488
921;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;1300;"P";"203-1";1;982,788289402488
1430;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;3000;"G";"264-1";1;964,7085588716
1431;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;3100;"G";"264-1";1;983,719976859349
1432;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;3200;"G";"264-1";1;1010,03946068275
1461;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;3000;"P";"264-1";1;964,7085588716
1462;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;3100;"P";"264-1";1;983,719976859349
1463;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;3200;"P";"264-1";1;1010,03946068275
1529;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;2100;"G";"285-2";1;974,927506749284
1530;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;2200;"G";"285-2";1;988,772517967139
1531;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;2300;"G";"285-2";1;1015,36859820541
1552;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;2100;"P";"285-2";1;974,927506749284
1553;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;2200;"P";"285-2";1;988,772517967139
1554;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;2300;"P";"285-2";1;1015,36859820541
2134;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;1800;"G";"ER 20D-2";1;960,344112592115
2135;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;1900;"G";"ER 20D-2";1;984,870114347988
2136;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;2000;"G";"ER 20D-2";1;1030,54377092455
2151;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;1800;"P";"ER 20D-2";1;960,344112592115
2152;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;1900;"P";"ER 20D-2";1;984,870114347988
2153;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;2000;"P";"ER 20D-2";1;1030,54377092455
2404;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;1600;"G";"G1700-2";1;1041,50197726696
2408;40;"G";40;0,907407407407407;0,981481481481482;1;1;0,907407407407407;1600;"P";"G1700-2";1;1041,50197726696
905;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;1300;"G";"203-1";1;982,788289402488
921;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;1300;"P";"203-1";1;982,788289402488
1430;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;3000;"G";"264-1";1;964,7085588716
1431;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;3100;"G";"264-1";1;983,719976859349
1432;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;3200;"G";"264-1";1;1010,03946068275
1461;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;3000;"P";"264-1";1;964,7085588716
1462;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;3100;"P";"264-1";1;983,719976859349
1463;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;3200;"P";"264-1";1;1010,03946068275
1529;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;2100;"G";"285-2";1;974,927506749284
1530;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;2200;"G";"285-2";1;988,772517967139
1531;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;2300;"G";"285-2";1;1015,36859820541
1552;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;2100;"P";"285-2";1;974,927506749284
1553;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;2200;"P";"285-2";1;988,772517967139
1554;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;2300;"P";"285-2";1;1015,36859820541
2134;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;1800;"G";"ER 20D-2";1;960,344112592115
2135;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;1900;"G";"ER 20D-2";1;984,870114347988
2136;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;2000;"G";"ER 20D-2";1;1030,54377092455
2151;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;1800;"P";"ER 20D-2";1;960,344112592115
2152;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;1900;"P";"ER 20D-2";1;984,870114347988
2153;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;2000;"P";"ER 20D-2";1;1030,54377092455
2404;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;1600;"G";"G1700-2";1;1041,50197726696
2408;36;"G";40;0,907407407407407;1;1;1;0,907407407407407;1600;"P";"G1700-2";1;1041,50197726696
