"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"TFZ";"NUM_TFZ";"T10"
907;54;"G";70;0,96;0,96;1;1;0,92;1500;"G";"203-1";1;20889,905760838
908;54;"G";70;1;0,96;1;1;0,96;1600;"G";"203-1";1;20975,3456352156
909;54;"G";70;1;0,96;1;1;0,96;1700;"G";"203-1";1;21042,8333325617
923;54;"G";70;0,96;0,96;1;1;0,92;1500;"P";"203-1";1;20889,905760838
924;54;"G";70;1;0,96;1;1;0,96;1600;"P";"203-1";1;20975,3456352156
925;54;"G";70;1;0,96;1;1;0,96;1700;"P";"203-1";1;21042,8333325617
1099;54;"G";70;1;0,96;1;1;0,96;2900;"G";"232-2";1;21047,3140154804
1124;54;"G";70;1;0,96;1;1;0,96;2900;"P";"232-2";1;21047,3140154804
1178;54;"G";70;1;0,96;1;1;0,96;2500;"G";"246-1";1;21031,8122203916
1179;54;"G";70;1;0,96;1;1;0,96;2600;"G";"246-1";1;21058,8076124565
1197;54;"G";70;1;0,96;1;1;0,96;2500;"P";"246-1";1;21031,8122203916
1198;54;"G";70;1;0,96;1;1;0,96;2600;"P";"246-1";1;21058,8076124565
1533;54;"G";70;0,96;0,96;1;1;0,92;2500;"G";"285-2";1;20877,4240062808
1534;54;"G";70;1;0,96;1;1;0,96;2600;"G";"285-2";1;20916,2240318009
1535;54;"G";70;1;0,96;1;1;0,96;2700;"G";"285-2";1;20973,094596901
1556;54;"G";70;0,96;0,96;1;1;0,92;2500;"P";"285-2";1;20877,4240062808
1557;54;"G";70;1;0,96;1;1;0,96;2600;"P";"285-2";1;20916,2240318009
1558;54;"G";70;1;0,96;1;1;0,96;2700;"P";"285-2";1;20973,094596901
2090;54;"G";70;0,96;0,96;1;1;0,92;1200;"G";"DH1004-1";1;21119,3033964743
2098;54;"G";70;0,96;0,96;1;1;0,92;1200;"P";"DH1004-1";1;21119,3033964743
2320;54;"G";70;0,96;0,96;1;1;0,92;1800;"G";"G1206-3";1;21066,7781961318
2321;54;"G";70;1;0,96;1;1;0,96;1900;"G";"G1206-3";1;21143,5773069503
2339;54;"G";70;0,96;0,96;1;1;0,92;1800;"P";"G1206-3";1;21066,7781961318
2340;54;"G";70;1;0,96;1;1;0,96;1900;"P";"G1206-3";1;21143,5773069503
2357;54;"G";70;0,96;0,96;1;1;0,92;1800;"G";"G1206-4";1;21057,7490009631
2358;54;"G";70;1;0,96;1;1;0,96;1900;"G";"G1206-4";1;21078,2221377406
2359;54;"G";70;1;0,96;1;1;0,96;2000;"G";"G1206-4";1;21112,9406770869
2372;54;"G";70;0,96;0,96;1;1;0,92;1800;"P";"G1206-4";1;21057,7490009631
2373;54;"G";70;1;0,96;1;1;0,96;1900;"P";"G1206-4";1;21078,2221377406
2374;54;"G";70;1;0,96;1;1;0,96;2000;"P";"G1206-4";1;21112,9406770869
907;52;"G";70;0,96;1;1;1;0,96;1500;"G";"203-1";1;20889,905760838
908;52;"G";70;1;1;1;1;1;1600;"G";"203-1";1;20975,3456352156
909;52;"G";70;1;1;1;1;1;1700;"G";"203-1";1;21042,8333325617
923;52;"G";70;0,96;1;1;1;0,96;1500;"P";"203-1";1;20889,905760838
924;52;"G";70;1;1;1;1;1;1600;"P";"203-1";1;20975,3456352156
925;52;"G";70;1;1;1;1;1;1700;"P";"203-1";1;21042,8333325617
1032;52;"G";70;0,92;1;1;1;0,92;1400;"G";"225-1";1;21078,1274515291
1036;52;"G";70;0,92;1;1;1;0,92;1400;"P";"225-1";1;21078,1274515291
1098;52;"G";70;0,92;1;1;1;0,92;2800;"G";"232-2";1;21023,0807199065
1099;52;"G";70;1;1;1;1;1;2900;"G";"232-2";1;21047,3140154804
1123;52;"G";70;0,92;1;1;1;0,92;2800;"P";"232-2";1;21023,0807199065
1124;52;"G";70;1;1;1;1;1;2900;"P";"232-2";1;21047,3140154804
1177;52;"G";70;0,92;1;1;1;0,92;2400;"G";"246-1";1;21008,1507400771
1178;52;"G";70;1;1;1;1;1;2500;"G";"246-1";1;21031,8122203916
1179;52;"G";70;1;1;1;1;1;2600;"G";"246-1";1;21058,8076124565
1196;52;"G";70;0,92;1;1;1;0,92;2400;"P";"246-1";1;21008,1507400771
1197;52;"G";70;1;1;1;1;1;2500;"P";"246-1";1;21031,8122203916
1198;52;"G";70;1;1;1;1;1;2600;"P";"246-1";1;21058,8076124565
1434;52;"G";70;0,92;1;1;1;0,92;3400;"G";"264-1";1;20879,5392191909
1435;52;"G";70;0,92;1;1;1;0,92;3500;"G";"264-1";1;20885,5936198238
1465;52;"G";70;0,92;1;1;1;0,92;3400;"P";"264-1";1;20879,5392191909
1466;52;"G";70;0,92;1;1;1;0,92;3500;"P";"264-1";1;20885,5936198238
1533;52;"G";70;0,96;1;1;1;0,96;2500;"G";"285-2";1;20877,4240062808
1534;52;"G";70;1;1;1;1;1;2600;"G";"285-2";1;20916,2240318009
1535;52;"G";70;1;1;1;1;1;2700;"G";"285-2";1;20973,094596901
1556;52;"G";70;0,96;1;1;1;0,96;2500;"P";"285-2";1;20877,4240062808
1557;52;"G";70;1;1;1;1;1;2600;"P";"285-2";1;20916,2240318009
1558;52;"G";70;1;1;1;1;1;2700;"P";"285-2";1;20973,094596901
2090;52;"G";70;0,96;1;1;1;0,96;1200;"G";"DH1004-1";1;21119,3033964743
2098;52;"G";70;0,96;1;1;1;0,96;1200;"P";"DH1004-1";1;21119,3033964743
2320;52;"G";70;0,96;1;1;1;0,96;1800;"G";"G1206-3";1;21066,7781961318
2321;52;"G";70;1;1;1;1;1;1900;"G";"G1206-3";1;21143,5773069503
2339;52;"G";70;0,96;1;1;1;0,96;1800;"P";"G1206-3";1;21066,7781961318
2340;52;"G";70;1;1;1;1;1;1900;"P";"G1206-3";1;21143,5773069503
2357;52;"G";70;0,96;1;1;1;0,96;1800;"G";"G1206-4";1;21057,7490009631
2358;52;"G";70;1;1;1;1;1;1900;"G";"G1206-4";1;21078,2221377406
2359;52;"G";70;1;1;1;1;1;2000;"G";"G1206-4";1;21112,9406770869
2372;52;"G";70;0,96;1;1;1;0,96;1800;"P";"G1206-4";1;21057,7490009631
2373;52;"G";70;1;1;1;1;1;1900;"P";"G1206-4";1;21078,2221377406
2374;52;"G";70;1;1;1;1;1;2000;"P";"G1206-4";1;21112,9406770869
