"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"TFZ";"NUM_TFZ";"T10"
2353;56;"P";80;0,962962962962963;0,962962962962963;1;1;0,925925925925926;1400;"G";"G1206-4";1;906,746021856669
2368;56;"P";80;0,962962962962963;0,962962962962963;1;1;0,925925925925926;1400;"P";"G1206-4";1;906,746021856669
95;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1500;"G";"1265-1";1;797,861877661693
96;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1600;"G";"1265-1";1;833,090380772918
97;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1700;"G";"1265-1";1;883,116607505248
105;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1500;"P";"1265-1";1;797,861877661693
106;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1600;"P";"1265-1";1;833,090380772918
107;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1700;"P";"1265-1";1;883,116607505248
497;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;2700;"G";"155-1";1;765,813166319466
498;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;2800;"G";"155-1";1;803,195102763282
525;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;2700;"P";"155-1";1;765,813166319466
526;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;2800;"P";"155-1";1;803,195102763282
614;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1600;"G";"181-2";1;768,214712204291
618;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1600;"P";"181-2";1;768,214712204291
901;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;900;"G";"203-1";1;673,86723794578
902;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1000;"G";"203-1";1;706,336277481382
903;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1100;"G";"203-1";1;743,317909227765
904;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1200;"G";"203-1";1;789,686052626849
905;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1300;"G";"203-1";1;849,597788067087
917;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;900;"P";"203-1";1;673,86723794578
918;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1000;"P";"203-1";1;706,336277481382
919;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1100;"P";"203-1";1;743,317909227765
920;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1200;"P";"203-1";1;789,686052626849
921;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1300;"P";"203-1";1;849,597788067087
1013;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1000;"G";"218-2";1;709,484858192891
1014;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1100;"G";"218-2";1;766,311233423213
1017;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1000;"P";"218-2";1;709,484858192891
1018;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1100;"P";"218-2";1;766,311233423213
1058;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1700;"G";"232-1";1;830,298750229392
1059;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1800;"G";"232-1";1;880,359355601941
1072;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1700;"P";"232-1";1;830,298750229392
1073;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1800;"P";"232-1";1;880,359355601941
1088;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1800;"G";"232-2";1;754,664019448874
1089;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1900;"G";"232-2";1;804,749081104135
1090;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;2000;"G";"232-2";1;818,279719887837
1091;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;2100;"G";"232-2";1;856,479147272973
1092;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;2200;"G";"232-2";1;890,328781367294
1113;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1800;"P";"232-2";1;754,664019448874
1114;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1900;"P";"232-2";1;804,749081104135
1115;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;2000;"P";"232-2";1;818,279719887837
1116;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;2100;"P";"232-2";1;856,479147272973
1117;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;2200;"P";"232-2";1;890,328781367294
1168;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1500;"G";"246-1";1;749,938215516545
1169;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1600;"G";"246-1";1;796,381838002371
1170;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1700;"G";"246-1";1;833,684433887707
1171;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1800;"G";"246-1";1;853,425461200439
1187;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1500;"P";"246-1";1;749,938215516545
1188;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1600;"P";"246-1";1;796,381838002371
1189;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1700;"P";"246-1";1;833,684433887707
1190;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1800;"P";"246-1";1;853,425461200439
1267;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;2400;"G";"250-1";1;813,0326915952
