"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"TFZ";"NUM_TFZ";"T10"
259;60;"G";90;1;0,935483870967742;1;0,967741935483871;0,903225806451613;2700;"G";"145-2";1;736,758218235227
282;60;"G";90;1;0,935483870967742;1;0,967741935483871;0,903225806451613;2700;"P";"145-2";1;736,758218235227
1530;60;"G";90;1;0,935483870967742;1;0,967741935483871;0,903225806451613;2200;"G";"285-2";1;870,444529404569
1531;60;"G";90;1;0,935483870967742;1;0,967741935483871;0,903225806451613;2300;"G";"285-2";1;900,374323309766
1553;60;"G";90;1;0,935483870967742;1;0,967741935483871;0,903225806451613;2200;"P";"285-2";1;870,444529404569
1554;60;"G";90;1;0,935483870967742;1;0,967741935483871;0,903225806451613;2300;"P";"285-2";1;900,374323309766
2136;60;"G";90;1;0,935483870967742;1;0,967741935483871;0,903225806451613;2000;"G";"ER 20D-2";1;915,962265662011
2153;60;"G";90;1;0,935483870967742;1;0,967741935483871;0,903225806451613;2000;"P";"ER 20D-2";1;915,962265662011
97;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;1700;"G";"1265-1";1;896,196484617383
107;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;1700;"P";"1265-1";1;896,196484617383
130;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;1900;"G";"139-1";1;786,260801626734
147;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;1900;"P";"139-1";1;786,260801626734
165;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;1900;"G";"140-1";1;784,800234470127
185;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;1900;"P";"140-1";1;784,800234470127
202;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;1600;"G";"142-1";1;714,22174876893
214;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;1600;"P";"142-1";1;714,22174876893
258;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;2600;"G";"145-2";1;705,900420435657
259;56;"G";90;1;1;1;0,967741935483871;0,967741935483871;2700;"G";"145-2";1;736,758218235227
281;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;2600;"P";"145-2";1;705,900420435657
282;56;"G";90;1;1;1;0,967741935483871;0,967741935483871;2700;"P";"145-2";1;736,758218235227
347;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;2900;"G";"151-1";1;805,686712874635
374;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;2900;"P";"151-1";1;805,686712874635
582;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;1800;"G";"180-1";1;786,579493951811
602;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;1800;"P";"180-1";1;786,579493951811
904;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;1200;"G";"203-1";1;804,748278856866
905;56;"G";90;0,967741935483871;1;1;0,967741935483871;0,935483870967742;1300;"G";"203-1";1;862,916691385991
920;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;1200;"P";"203-1";1;804,748278856866
921;56;"G";90;0,967741935483871;1;1;0,967741935483871;0,935483870967742;1300;"P";"203-1";1;862,916691385991
1092;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;2200;"G";"232-2";1;903,408658479429
1117;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;2200;"P";"232-2";1;903,408658479429
1426;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;2600;"G";"264-1";1;760,23997266021
1427;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;2700;"G";"264-1";1;779,241054772937
1428;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;2800;"G";"264-1";1;790,148372954639
1429;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;2900;"G";"264-1";1;825,476116517219
1430;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;3000;"G";"264-1";1;842,933062178326
1431;56;"G";90;0,967741935483871;1;1;0,967741935483871;0,935483870967742;3100;"G";"264-1";1;865,098642474435
1432;56;"G";90;0,967741935483871;1;1;0,967741935483871;0,935483870967742;3200;"G";"264-1";1;893,02756852517
1457;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;2600;"P";"264-1";1;760,23997266021
1458;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;2700;"P";"264-1";1;779,241054772937
1459;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;2800;"P";"264-1";1;790,148372954639
1460;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;2900;"P";"264-1";1;825,476116517219
1461;56;"G";90;0,935483870967742;1;1;0,967741935483871;0,903225806451613;3000;"P";"264-1";1;842,933062178326
