"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"TFZ";"NUM_TFZ";"T10"
169;52;"G";90;0,932203389830508;0,966101694915254;1;0,932203389830508;0,932203389830508;2300;"G";"140-1";1;20967,9331914759
189;52;"G";90;0,932203389830508;0,966101694915254;1;0,932203389830508;0,932203389830508;2300;"P";"140-1";1;20967,9331914759
584;52;"G";90;0,915254237288136;0,966101694915254;1;0,932203389830508;0,915254237288136;2000;"G";"180-1";1;20800,002468197
585;52;"G";90;0,932203389830508;0,966101694915254;1;0,932203389830508;0,932203389830508;2100;"G";"180-1";1;20871,1246473307
586;52;"G";90;0,932203389830508;0,966101694915254;1;0,932203389830508;0,932203389830508;2200;"G";"180-1";1;20994,3194980103
604;52;"G";90;0,915254237288136;0,966101694915254;1;0,932203389830508;0,915254237288136;2000;"P";"180-1";1;20800,002468197
605;52;"G";90;0,932203389830508;0,966101694915254;1;0,932203389830508;0,932203389830508;2100;"P";"180-1";1;20871,1246473307
606;52;"G";90;0,932203389830508;0,966101694915254;1;0,932203389830508;0,932203389830508;2200;"P";"180-1";1;20994,3194980103
724;52;"G";90;0,915254237288136;0,966101694915254;1;0,932203389830508;0,915254237288136;3200;"G";"185-2";1;20816,4718116479
752;52;"G";90;0,915254237288136;0,966101694915254;1;0,932203389830508;0,915254237288136;3200;"P";"185-2";1;20816,4718116479
907;52;"G";90;0,966101694915254;0,966101694915254;1;0,932203389830508;0,932203389830508;1500;"G";"203-1";1;20889,905760838
908;52;"G";90;0,966101694915254;0,966101694915254;1;0,932203389830508;0,932203389830508;1600;"G";"203-1";1;20975,3456352156
909;52;"G";90;0,966101694915254;0,966101694915254;1;0,932203389830508;0,932203389830508;1700;"G";"203-1";1;21042,8333325617
923;52;"G";90;0,966101694915254;0,966101694915254;1;0,932203389830508;0,932203389830508;1500;"P";"203-1";1;20889,905760838
924;52;"G";90;0,966101694915254;0,966101694915254;1;0,932203389830508;0,932203389830508;1600;"P";"203-1";1;20975,3456352156
925;52;"G";90;0,966101694915254;0,966101694915254;1;0,932203389830508;0,932203389830508;1700;"P";"203-1";1;21042,8333325617
1099;52;"G";90;0,983050847457627;0,966101694915254;1;0,932203389830508;0,932203389830508;2900;"G";"232-2";1;21047,3140154804
