"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"TFZ";"NUM_TFZ";"T10"
258;65;"G";90;0,979899497487437;0,934673366834171;1;0,969849246231156;0,909547738693467;2600;"G";"145-2";1;705,900420435657
259;65;"G";90;0,979899497487437;0,934673366834171;1;0,969849246231156;0,909547738693467;2700;"G";"145-2";1;736,758218235227
281;65;"G";90;0,979899497487437;0,934673366834171;1;0,969849246231156;0,909547738693467;2600;"P";"145-2";1;705,900420435657
282;65;"G";90;0,979899497487437;0,934673366834171;1;0,969849246231156;0,909547738693467;2700;"P";"145-2";1;736,758218235227
496;65;"G";90;0,974874371859296;0,934673366834171;1;0,969849246231156;0,904522613065327;2600;"G";"155-1";1;752,082060793914
497;65;"G";90;0,974874371859296;0,934673366834171;1;0,969849246231156;0,904522613065327;2700;"G";"155-1";1;782,466605472905
498;65;"G";90;0,974874371859296;0,934673366834171;1;0,969849246231156;0,904522613065327;2800;"G";"155-1";1;819,609668589612
524;65;"G";90;0,974874371859296;0,934673366834171;1;0,969849246231156;0,904522613065327;2600;"P";"155-1";1;752,082060793914
525;65;"G";90;0,974874371859296;0,934673366834171;1;0,969849246231156;0,904522613065327;2700;"P";"155-1";1;782,466605472905
526;65;"G";90;0,974874371859296;0,934673366834171;1;0,969849246231156;0,904522613065327;2800;"P";"155-1";1;819,609668589612
582;65;"G";90;0,979899497487437;0,934673366834171;1;0,969849246231156;0,909547738693467;1800;"G";"180-1";1;786,579493951811
602;65;"G";90;0,979899497487437;0,934673366834171;1;0,969849246231156;0,909547738693467;1800;"P";"180-1";1;786,579493951811
905;65;"G";90;0,984924623115578;0,934673366834171;1;0,969849246231156;0,904522613065327;1300;"G";"203-1";1;862,916691385991
921;65;"G";90;0,984924623115578;0,934673366834171;1;0,969849246231156;0,904522613065327;1300;"P";"203-1";1;862,916691385991
1430;65;"G";90;0,979899497487437;0,934673366834171;1;0,969849246231156;0,904522613065327;3000;"G";"264-1";1;842,933062178326
1431;65;"G";90;0,979899497487437;0,934673366834171;1;0,969849246231156;0,904522613065327;3100;"G";"264-1";1;865,098642474435
1432;65;"G";90;0,984924623115578;0,934673366834171;1;0,969849246231156;0,904522613065327;3200;"G";"264-1";1;893,02756852517
1461;65;"G";90;0,979899497487437;0,934673366834171;1;0,969849246231156;0,904522613065327;3000;"P";"264-1";1;842,933062178326
1462;65;"G";90;0,979899497487437;0,934673366834171;1;0,969849246231156;0,904522613065327;3100;"P";"264-1";1;865,098642474435
1463;65;"G";90;0,984924623115578;0,934673366834171;1;0,969849246231156;0,904522613065327;3200;"P";"264-1";1;893,02756852517
1530;65;"G";90;0,984924623115578;0,934673366834171;1;0,969849246231156;0,904522613065327;2200;"G";"285-2";1;870,444529404569
1531;65;"G";90;0,994974874371859;0,934673366834171;1;0,969849246231156;0,914572864321608;2300;"G";"285-2";1;900,374323309766
1553;65;"G";90;0,984924623115578;0,934673366834171;1;0,969849246231156;0,904522613065327;2200;"P";"285-2";1;870,444529404569
1554;65;"G";90;0,994974874371859;0,934673366834171;1;0,969849246231156;0,914572864321608;2300;"P";"285-2";1;900,374323309766
2404;65;"G";90;0,984924623115578;0,934673366834171;1;0,969849246231156;0,904522613065327;1600;"G";"G1700-2";1;927,918729751354
2408;65;"G";90;0,984924623115578;0,934673366834171;1;0,969849246231156;0,904522613065327;1600;"P";"G1700-2";1;927,918729751354
130;64;"G";90;0,969849246231156;0,939698492462312;1;0,969849246231156;0,904522613065327;1900;"G";"139-1";1;786,260801626734
147;64;"G";90;0,969849246231156;0,939698492462312;1;0,969849246231156;0,904522613065327;1900;"P";"139-1";1;786,260801626734
165;64;"G";90;0,969849246231156;0,939698492462312;1;0,969849246231156;0,904522613065327;1900;"G";"140-1";1;784,800234470127
185;64;"G";90;0,969849246231156;0,939698492462312;1;0,969849246231156;0,904522613065327;1900;"P";"140-1";1;784,800234470127
257;64;"G";90;0,969849246231156;0,939698492462312;1;0,969849246231156;0,904522613065327;2500;"G";"145-2";1;680,538293946535
258;64;"G";90;0,979899497487437;0,939698492462312;1;0,969849246231156;0,914572864321608;2600;"G";"145-2";1;705,900420435657
259;64;"G";90;0,979899497487437;0,939698492462312;1;0,969849246231156;0,914572864321608;2700;"G";"145-2";1;736,758218235227
280;64;"G";90;0,969849246231156;0,939698492462312;1;0,969849246231156;0,904522613065327;2500;"P";"145-2";1;680,538293946535
281;64;"G";90;0,979899497487437;0,939698492462312;1;0,969849246231156;0,914572864321608;2600;"P";"145-2";1;705,900420435657
282;64;"G";90;0,979899497487437;0,939698492462312;1;0,969849246231156;0,914572864321608;2700;"P";"145-2";1;736,758218235227
496;64;"G";90;0,974874371859296;0,939698492462312;1;0,969849246231156;0,909547738693467;2600;"G";"155-1";1;752,082060793914
497;64;"G";90;0,974874371859296;0,939698492462312;1;0,969849246231156;0,909547738693467;2700;"G";"155-1";1;782,466605472905
498;64;"G";90;0,974874371859296;0,939698492462312;1;0,969849246231156;0,909547738693467;2800;"G";"155-1";1;819,609668589612
524;64;"G";90;0,974874371859296;0,939698492462312;1;0,969849246231156;0,909547738693467;2600;"P";"155-1";1;752,082060793914
525;64;"G";90;0,974874371859296;0,939698492462312;1;0,969849246231156;0,909547738693467;2700;"P";"155-1";1;782,466605472905
526;64;"G";90;0,974874371859296;0,939698492462312;1;0,969849246231156;0,909547738693467;2800;"P";"155-1";1;819,609668589612
581;64;"G";90;0,969849246231156;0,939698492462312;1;0,969849246231156;0,904522613065327;1700;"G";"180-1";1;724,41610517647
582;64;"G";90;0,979899497487437;0,939698492462312;1;0,969849246231156;0,914572864321608;1800;"G";"180-1";1;786,579493951811
601;64;"G";90;0,969849246231156;0,939698492462312;1;0,969849246231156;0,904522613065327;1700;"P";"180-1";1;724,41610517647
602;64;"G";90;0,979899497487437;0,939698492462312;1;0,969849246231156;0,914572864321608;1800;"P";"180-1";1;786,579493951811
903;64;"G";90;0,974874371859296;0,939698492462312;1;0,969849246231156;0,904522613065327;1100;"G";"203-1";1;758,841413501269
904;64;"G";90;0,974874371859296;0,939698492462312;1;0,969849246231156;0,904522613065327;1200;"G";"203-1";1;804,748278856866
905;64;"G";90;0,984924623115578;0,939698492462312;1;0,969849246231156;0,909547738693467;1300;"G";"203-1";1;862,916691385991
