"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
865;50;"P";100;1;1;0,96;0,92;0,92;1500;"G";30;"1293-2";1;993,009419366702
866;50;"P";100;1;1;0,96;0,92;0,92;1600;"G";30;"1293-2";1;907,048745660469
867;50;"P";100;1;1;0,96;0,92;0,92;1700;"G";30;"1293-2";1;929,189075164833
868;50;"P";100;1;1;0,96;0,92;0,92;1800;"G";30;"1293-2";1;1014,59717301012
869;50;"P";100;1;1;0,96;0,92;0,92;1500;"P";30;"1293-2";1;993,009419366702
870;50;"P";100;1;1;0,96;0,92;0,92;1600;"P";30;"1293-2";1;907,048745660469
871;50;"P";100;1;1;0,96;0,92;0,92;1700;"P";30;"1293-2";1;929,189075164833
872;50;"P";100;1;1;0,96;0,92;0,92;1800;"P";30;"1293-2";1;1014,59717301012
873;50;"P";100;1;1;0,96;0,92;0,92;1500;"G";40;"1293-2";1;993,009419366702
874;50;"P";100;1;1;0,96;0,92;0,92;1600;"G";40;"1293-2";1;907,048745660469
875;50;"P";100;1;1;0,96;0,92;0,92;1700;"G";40;"1293-2";1;929,189075164833
876;50;"P";100;1;1;0,96;0,92;0,92;1800;"G";40;"1293-2";1;1014,59717301012
877;50;"P";100;1;1;0,96;0,92;0,92;1500;"P";40;"1293-2";1;993,009419366702
878;50;"P";100;1;1;0,96;0,92;0,92;1600;"P";40;"1293-2";1;907,048745660469
879;50;"P";100;1;1;0,96;0,92;0,92;1700;"P";40;"1293-2";1;929,189075164833
880;50;"P";100;1;1;0,96;0,92;0,92;1800;"P";40;"1293-2";1;1014,59717301012
881;50;"P";100;1;1;0,96;0,92;0,92;1500;"G";50;"1293-2";1;993,009419366702
882;50;"P";100;1;1;0,96;0,92;0,92;1600;"G";50;"1293-2";1;907,048745660469
883;50;"P";100;1;1;0,96;0,92;0,92;1700;"G";50;"1293-2";1;929,189075164833
884;50;"P";100;1;1;0,96;0,92;0,92;1800;"G";50;"1293-2";1;1014,59717301012
885;50;"P";100;1;1;0,96;0,92;0,92;1500;"P";50;"1293-2";1;993,009419366702
886;50;"P";100;1;1;0,96;0,92;0,92;1600;"P";50;"1293-2";1;907,048745660469
887;50;"P";100;1;1;0,96;0,92;0,92;1700;"P";50;"1293-2";1;929,189075164833
888;50;"P";100;1;1;0,96;0,92;0,92;1800;"P";50;"1293-2";1;1014,59717301012
889;50;"P";100;1;1;0,96;0,92;0,92;1500;"G";60;"1293-2";1;993,009419366702
890;50;"P";100;1;1;0,96;0,92;0,92;1600;"G";60;"1293-2";1;907,048745660469
891;50;"P";100;1;1;0,96;0,92;0,92;1700;"G";60;"1293-2";1;929,189075164833
892;50;"P";100;1;1;0,96;0,92;0,92;1800;"G";60;"1293-2";1;1014,59717301012
893;50;"P";100;1;1;0,96;0,92;0,92;1500;"P";60;"1293-2";1;993,009419366702
894;50;"P";100;1;1;0,96;0,92;0,92;1600;"P";60;"1293-2";1;907,048745660469
895;50;"P";100;1;1;0,96;0,92;0,92;1700;"P";60;"1293-2";1;929,189075164833
896;50;"P";100;1;1;0,96;0,92;0,92;1800;"P";60;"1293-2";1;1014,59717301012
897;50;"P";100;1;1;0,96;0,92;0,92;1500;"G";70;"1293-2";1;993,009419366702
898;50;"P";100;1;1;0,96;0,92;0,92;1600;"G";70;"1293-2";1;907,048745660469
899;50;"P";100;1;1;0,96;0,92;0,92;1700;"G";70;"1293-2";1;929,189075164833
900;50;"P";100;1;1;0,96;0,92;0,92;1800;"G";70;"1293-2";1;1014,59717301012
901;50;"P";100;1;1;0,96;0,92;0,92;1500;"P";70;"1293-2";1;993,009419366702
902;50;"P";100;1;1;0,96;0,92;0,92;1600;"P";70;"1293-2";1;907,048745660469
903;50;"P";100;1;1;0,96;0,92;0,92;1700;"P";70;"1293-2";1;929,189075164833
904;50;"P";100;1;1;0,96;0,92;0,92;1800;"P";70;"1293-2";1;1014,59717301012
1195;50;"P";100;1;1;0,96;0,92;0,92;2300;"G";30;"140-1";1;685,839750883069
1196;50;"P";100;1;1;0,96;0,92;0,92;2400;"G";30;"140-1";1;713,070889414411
1215;50;"P";100;1;1;0,96;0,92;0,92;2300;"P";30;"140-1";1;685,839750883069
1216;50;"P";100;1;1;0,96;0,92;0,92;2400;"P";30;"140-1";1;713,070889414411
3795;50;"P";100;1;1;0,96;0,92;0,92;3100;"G";30;"155-1";1;690,9947693238
3796;50;"P";100;1;1;0,96;0,92;0,92;3200;"G";30;"155-1";1;697,904344615311
3823;50;"P";100;1;1;0,96;0,92;0,92;3100;"P";30;"155-1";1;690,9947693238
3824;50;"P";100;1;1;0,96;0,92;0,92;3200;"P";30;"155-1";1;697,904344615311
4552;50;"P";100;1;1;0,96;0,92;0,92;2200;"G";30;"180-1";1;686,50413472304
4553;50;"P";100;1;1;0,96;0,92;0,92;2300;"G";30;"180-1";1;701,130640975191
4554;50;"P";100;1;1;0,96;0,92;0,92;2400;"G";30;"180-1";1;730,152625358008
4555;50;"P";100;1;1;0,96;0,92;0,92;2500;"G";30;"180-1";1;741,834910175172
4556;50;"P";100;1;1;0,96;0,92;0,92;2600;"G";30;"180-1";1;754,126350349628
4572;50;"P";100;1;1;0,96;0,92;0,92;2200;"P";30;"180-1";1;686,50413472304
4573;50;"P";100;1;1;0,96;0,92;0,92;2300;"P";30;"180-1";1;701,130640975191
4574;50;"P";100;1;1;0,96;0,92;0,92;2400;"P";30;"180-1";1;730,152625358008
4575;50;"P";100;1;1;0,96;0,92;0,92;2500;"P";30;"180-1";1;741,834910175172
4576;50;"P";100;1;1;0,96;0,92;0,92;2600;"P";30;"180-1";1;754,126350349628
7054;50;"P";100;0,96;1;0,96;0,92;0,92;1000;"G";30;"202-1";1;828,438936058901
7060;50;"P";100;0,96;1;0,96;0,92;0,92;1000;"P";30;"202-1";1;828,438936058901
7066;50;"P";100;0,96;1;0,96;0,92;0,92;1000;"G";40;"202-1";1;828,438936058901
7072;50;"P";100;0,96;1;0,96;0,92;0,92;1000;"P";40;"202-1";1;828,438936058901
7078;50;"P";100;0,96;1;0,96;0,92;0,92;1000;"G";50;"202-1";1;828,438936058901
7084;50;"P";100;0,96;1;0,96;0,92;0,92;1000;"P";50;"202-1";1;828,438936058901
7090;50;"P";100;0,96;1;0,96;0,92;0,92;1000;"G";60;"202-1";1;828,438936058901
7096;50;"P";100;0,96;1;0,96;0,92;0,92;1000;"P";60;"202-1";1;828,438936058901
7102;50;"P";100;0,96;1;0,96;0,92;0,92;1000;"G";70;"202-1";1;828,438936058901
7108;50;"P";100;0,96;1;0,96;0,92;0,92;1000;"P";70;"202-1";1;828,438936058901
7114;50;"P";100;0,96;1;0,96;0,92;0,92;1000;"G";80;"202-1";1;828,438936058901
7120;50;"P";100;0,96;1;0,96;0,92;0,92;1000;"P";80;"202-1";1;828,438936058901
7133;50;"P";100;1;1;0,96;0,92;0,92;1700;"G";30;"203-1";1;791,326112400949
7134;50;"P";100;1;1;0,96;0,92;0,92;1800;"G";30;"203-1";1;862,062828356663
7135;50;"P";100;1;1;0,96;0,92;0,92;1900;"G";30;"203-1";1;871,601696689483
