"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
14;55;"G";100;1;1;1;1;1;1800;"G";30;"1016-1";1;542,599196868886
28;55;"G";100;1;1;1;1;1;1800;"P";30;"1016-1";1;542,599196868886
42;55;"G";100;1;1;1;1;1;1800;"G";40;"1016-1";1;542,599196868886
56;55;"G";100;1;1;1;1;1;1800;"P";40;"1016-1";1;542,599196868886
70;55;"G";100;1;1;1;1;1;1800;"G";50;"1016-1";1;542,599196868886
84;55;"G";100;1;1;1;1;1;1800;"P";50;"1016-1";1;542,599196868886
98;55;"G";100;1;1;1;1;1;1800;"G";60;"1016-1";1;542,599196868886
112;55;"G";100;1;1;1;1;1;1800;"P";60;"1016-1";1;542,599196868886
126;55;"G";100;1;1;1;1;1;1800;"G";70;"1016-1";1;542,599196868886
140;55;"G";100;1;1;1;1;1;1800;"P";70;"1016-1";1;542,599196868886
154;55;"G";100;1;1;1;1;1;1800;"G";80;"1016-1";1;542,599196868886
168;55;"G";100;1;1;1;1;1;1800;"P";80;"1016-1";1;542,599196868886
182;55;"G";100;1;1;1;1;1;1800;"G";90;"1016-1";1;542,599196868886
196;55;"G";100;1;1;1;1;1;1800;"P";90;"1016-1";1;542,599196868886
238;55;"G";100;1;1;1;1;1;1800;"G";30;"1116-1";1;542,599196868886
239;55;"G";100;1;1;1;1;1;1900;"G";30;"1116-1";1;550,239133521278
240;55;"G";100;1;1;1;1;1;2000;"G";30;"1116-1";1;558,132264101857
241;55;"G";100;1;1;1;1;1;2100;"G";30;"1116-1";1;566,302824504387
242;55;"G";100;1;1;1;1;1;2200;"G";30;"1116-1";1;574,780606186507
243;55;"G";100;1;1;1;1;1;2300;"G";30;"1116-1";1;583,603322044179
244;55;"G";100;1;1;1;1;1;2400;"G";30;"1116-1";1;592,820597912853
245;55;"G";100;1;1;1;1;1;2500;"G";30;"1116-1";1;609,293993073185
246;55;"G";100;1;1;1;1;1;2600;"G";30;"1116-1";1;616,982087577796
247;55;"G";100;1;1;1;1;1;2700;"G";30;"1116-1";1;624,908239936142
261;55;"G";100;1;1;1;1;1;1800;"P";30;"1116-1";1;542,599196868886
262;55;"G";100;1;1;1;1;1;1900;"P";30;"1116-1";1;550,239133521278
263;55;"G";100;1;1;1;1;1;2000;"P";30;"1116-1";1;558,132264101857
264;55;"G";100;1;1;1;1;1;2100;"P";30;"1116-1";1;566,302824504387
265;55;"G";100;1;1;1;1;1;2200;"P";30;"1116-1";1;574,780606186507
266;55;"G";100;1;1;1;1;1;2300;"P";30;"1116-1";1;583,603322044179
267;55;"G";100;1;1;1;1;1;2400;"P";30;"1116-1";1;592,820597912853
268;55;"G";100;1;1;1;1;1;2500;"P";30;"1116-1";1;609,293993073185
269;55;"G";100;1;1;1;1;1;2600;"P";30;"1116-1";1;616,982087577796
270;55;"G";100;1;1;1;1;1;2700;"P";30;"1116-1";1;624,908239936142
284;55;"G";100;1;1;1;1;1;1800;"G";40;"1116-1";1;542,599196868886
285;55;"G";100;1;1;1;1;1;1900;"G";40;"1116-1";1;550,239133521278
286;55;"G";100;1;1;1;1;1;2000;"G";40;"1116-1";1;558,132264101857
287;55;"G";100;1;1;1;1;1;2100;"G";40;"1116-1";1;566,302824504387
288;55;"G";100;1;1;1;1;1;2200;"G";40;"1116-1";1;574,780606186507
289;55;"G";100;1;1;1;1;1;2300;"G";40;"1116-1";1;583,603322044179
290;55;"G";100;1;1;1;1;1;2400;"G";40;"1116-1";1;592,820597912853
291;55;"G";100;1;1;1;1;1;2500;"G";40;"1116-1";1;609,293993073185
292;55;"G";100;1;1;1;1;1;2600;"G";40;"1116-1";1;616,982087577796
293;55;"G";100;1;1;1;1;1;2700;"G";40;"1116-1";1;624,908239936142
307;55;"G";100;1;1;1;1;1;1800;"P";40;"1116-1";1;542,599196868886
308;55;"G";100;1;1;1;1;1;1900;"P";40;"1116-1";1;550,239133521278
309;55;"G";100;1;1;1;1;1;2000;"P";40;"1116-1";1;558,132264101857
310;55;"G";100;1;1;1;1;1;2100;"P";40;"1116-1";1;566,302824504387
311;55;"G";100;1;1;1;1;1;2200;"P";40;"1116-1";1;574,780606186507
312;55;"G";100;1;1;1;1;1;2300;"P";40;"1116-1";1;583,603322044179
313;55;"G";100;1;1;1;1;1;2400;"P";40;"1116-1";1;592,820597912853
314;55;"G";100;1;1;1;1;1;2500;"P";40;"1116-1";1;609,293993073185
315;55;"G";100;1;1;1;1;1;2600;"P";40;"1116-1";1;616,982087577796
316;55;"G";100;1;1;1;1;1;2700;"P";40;"1116-1";1;624,908239936142
330;55;"G";100;1;1;1;1;1;1800;"G";50;"1116-1";1;542,599196868886
331;55;"G";100;1;1;1;1;1;1900;"G";50;"1116-1";1;550,239133521278
332;55;"G";100;1;1;1;1;1;2000;"G";50;"1116-1";1;558,132264101857
333;55;"G";100;1;1;1;1;1;2100;"G";50;"1116-1";1;566,302824504387
334;55;"G";100;1;1;1;1;1;2200;"G";50;"1116-1";1;574,780606186507
335;55;"G";100;1;1;1;1;1;2300;"G";50;"1116-1";1;583,603322044179
336;55;"G";100;1;1;1;1;1;2400;"G";50;"1116-1";1;592,820597912853
337;55;"G";100;1;1;1;1;1;2500;"G";50;"1116-1";1;609,293993073185
338;55;"G";100;1;1;1;1;1;2600;"G";50;"1116-1";1;616,982087577796
339;55;"G";100;1;1;1;1;1;2700;"G";50;"1116-1";1;624,908239936142
353;55;"G";100;1;1;1;1;1;1800;"P";50;"1116-1";1;542,599196868886
354;55;"G";100;1;1;1;1;1;1900;"P";50;"1116-1";1;550,239133521278
355;55;"G";100;1;1;1;1;1;2000;"P";50;"1116-1";1;558,132264101857
356;55;"G";100;1;1;1;1;1;2100;"P";50;"1116-1";1;566,302824504387
357;55;"G";100;1;1;1;1;1;2200;"P";50;"1116-1";1;574,780606186507
358;55;"G";100;1;1;1;1;1;2300;"P";50;"1116-1";1;583,603322044179
359;55;"G";100;1;1;1;1;1;2400;"P";50;"1116-1";1;592,820597912853
360;55;"G";100;1;1;1;1;1;2500;"P";50;"1116-1";1;609,293993073185
361;55;"G";100;1;1;1;1;1;2600;"P";50;"1116-1";1;616,982087577796
362;55;"G";100;1;1;1;1;1;2700;"P";50;"1116-1";1;624,908239936142
