"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
866;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"G";30;"1293-2";1;921,334459946183
867;54;"G";70;0,989795918367347;0,918367346938776;1;0,948979591836735;0,908163265306122;1700;"G";30;"1293-2";1;943,177170402928
868;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1800;"G";30;"1293-2";1;1026,50193491488
870;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"P";30;"1293-2";1;921,334459946183
871;54;"G";70;0,989795918367347;0,918367346938776;1;0,948979591836735;0,908163265306122;1700;"P";30;"1293-2";1;943,177170402928
872;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1800;"P";30;"1293-2";1;1026,50193491488
874;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"G";40;"1293-2";1;921,334459946183
875;54;"G";70;0,989795918367347;0,918367346938776;1;0,948979591836735;0,908163265306122;1700;"G";40;"1293-2";1;943,177170402928
876;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1800;"G";40;"1293-2";1;1026,50193491488
878;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"P";40;"1293-2";1;921,334459946183
879;54;"G";70;0,989795918367347;0,918367346938776;1;0,948979591836735;0,908163265306122;1700;"P";40;"1293-2";1;943,177170402928
880;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1800;"P";40;"1293-2";1;1026,50193491488
882;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"G";50;"1293-2";1;921,334459946183
883;54;"G";70;0,989795918367347;0,918367346938776;1;0,948979591836735;0,908163265306122;1700;"G";50;"1293-2";1;943,177170402928
884;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1800;"G";50;"1293-2";1;1026,50193491488
886;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"P";50;"1293-2";1;921,334459946183
887;54;"G";70;0,989795918367347;0,918367346938776;1;0,948979591836735;0,908163265306122;1700;"P";50;"1293-2";1;943,177170402928
888;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1800;"P";50;"1293-2";1;1026,50193491488
890;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"G";60;"1293-2";1;921,334459946183
891;54;"G";70;0,989795918367347;0,918367346938776;1;0,948979591836735;0,908163265306122;1700;"G";60;"1293-2";1;943,177170402928
892;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1800;"G";60;"1293-2";1;1026,50193491488
894;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"P";60;"1293-2";1;921,334459946183
895;54;"G";70;0,989795918367347;0,918367346938776;1;0,948979591836735;0,908163265306122;1700;"P";60;"1293-2";1;943,177170402928
896;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1800;"P";60;"1293-2";1;1026,50193491488
898;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"G";70;"1293-2";1;921,334459946183
899;54;"G";70;0,989795918367347;0,918367346938776;1;0,948979591836735;0,908163265306122;1700;"G";70;"1293-2";1;943,177170402928
900;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1800;"G";70;"1293-2";1;1026,50193491488
902;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"P";70;"1293-2";1;921,334459946183
903;54;"G";70;0,989795918367347;0,918367346938776;1;0,948979591836735;0,908163265306122;1700;"P";70;"1293-2";1;943,177170402928
904;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1800;"P";70;"1293-2";1;1026,50193491488
7536;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1200;"G";30;"211-1";1;1021,37566784118
7537;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1300;"G";30;"211-1";1;952,701564398851
7545;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1200;"P";30;"211-1";1;1021,37566784118
7546;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1300;"P";30;"211-1";1;952,701564398851
7554;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1200;"G";40;"211-1";1;1021,37566784118
7555;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1300;"G";40;"211-1";1;952,701564398851
7563;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1200;"P";40;"211-1";1;1021,37566784118
7564;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1300;"P";40;"211-1";1;952,701564398851
7572;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1200;"G";50;"211-1";1;1021,37566784118
7573;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1300;"G";50;"211-1";1;952,701564398851
7581;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1200;"P";50;"211-1";1;1021,37566784118
7582;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1300;"P";50;"211-1";1;952,701564398851
7590;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1200;"G";60;"211-1";1;1021,37566784118
7591;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1300;"G";60;"211-1";1;952,701564398851
7599;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1200;"P";60;"211-1";1;1021,37566784118
7600;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1300;"P";60;"211-1";1;952,701564398851
7608;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1200;"G";70;"211-1";1;1021,37566784118
7609;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1300;"G";70;"211-1";1;952,701564398851
7617;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1200;"P";70;"211-1";1;1021,37566784118
7618;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1300;"P";70;"211-1";1;952,701564398851
7626;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1200;"G";80;"211-1";1;1021,37566784118
7627;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1300;"G";80;"211-1";1;952,701564398851
7635;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1200;"P";80;"211-1";1;1021,37566784118
7636;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1300;"P";80;"211-1";1;952,701564398851
8220;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1600;"G";30;"225-1";1;879,822824223351
8224;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;1600;"P";30;"225-1";1;879,822824223351
10467;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1900;"G";30;"260-2";1;875,922522844149
10482;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1900;"P";30;"260-2";1;875,922522844149
10497;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1900;"G";40;"260-2";1;875,922522844149
10512;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1900;"P";40;"260-2";1;875,922522844149
10704;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"G";30;"261-1";1;1020,56235287156
10716;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"P";30;"261-1";1;1020,56235287156
10728;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"G";40;"261-1";1;1020,56235287156
10740;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"P";40;"261-1";1;1020,56235287156
10752;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"G";50;"261-1";1;1020,56235287156
10764;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"P";50;"261-1";1;1020,56235287156
10776;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"G";60;"261-1";1;1020,56235287156
10788;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"P";60;"261-1";1;1020,56235287156
10800;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"G";70;"261-1";1;1020,56235287156
10812;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"P";70;"261-1";1;1020,56235287156
10824;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"G";80;"261-1";1;1020,56235287156
10836;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"P";80;"261-1";1;1020,56235287156
10848;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"G";90;"261-1";1;1020,56235287156
10860;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"P";90;"261-1";1;1020,56235287156
10872;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"G";100;"261-1";1;1020,56235287156
10884;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;1600;"P";100;"261-1";1;1020,56235287156
10889;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;2100;"G";30;"261-2";1;1050,22182189737
10894;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;2100;"P";30;"261-2";1;1050,22182189737
10899;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;2100;"G";40;"261-2";1;1050,22182189737
10904;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;2100;"P";40;"261-2";1;1050,22182189737
10909;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;2100;"G";50;"261-2";1;1050,22182189737
