"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
714;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1800;"G";30;"1265-1";1;745,664511623771
724;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1800;"P";30;"1265-1";1;745,664511623771
734;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1800;"G";40;"1265-1";1;745,664511623771
744;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1800;"P";40;"1265-1";1;745,664511623771
865;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1500;"G";30;"1293-2";1;993,009419366702
866;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1600;"G";30;"1293-2";1;907,048745660469
867;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1700;"G";30;"1293-2";1;929,189075164833
868;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1800;"G";30;"1293-2";1;1014,59717301012
869;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1500;"P";30;"1293-2";1;993,009419366702
870;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1600;"P";30;"1293-2";1;907,048745660469
871;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1700;"P";30;"1293-2";1;929,189075164833
872;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1800;"P";30;"1293-2";1;1014,59717301012
873;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1500;"G";40;"1293-2";1;993,009419366702
874;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1600;"G";40;"1293-2";1;907,048745660469
875;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1700;"G";40;"1293-2";1;929,189075164833
876;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1800;"G";40;"1293-2";1;1014,59717301012
877;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1500;"P";40;"1293-2";1;993,009419366702
878;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1600;"P";40;"1293-2";1;907,048745660469
879;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1700;"P";40;"1293-2";1;929,189075164833
880;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1800;"P";40;"1293-2";1;1014,59717301012
881;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1500;"G";50;"1293-2";1;993,009419366702
882;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1600;"G";50;"1293-2";1;907,048745660469
883;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1700;"G";50;"1293-2";1;929,189075164833
884;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1800;"G";50;"1293-2";1;1014,59717301012
885;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1500;"P";50;"1293-2";1;993,009419366702
886;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1600;"P";50;"1293-2";1;907,048745660469
887;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;1700;"P";50;"1293-2";1;929,189075164833
