"TFZ";"NUM_TFZ";"VMAX";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"T10km";"T10kmRound";"COVERAGE";"STA";"GAIN";"NAME"
"185-2";1;90;2185;"G";54;FALSE;1;585,221746667392;586;0,622641509433962;"133B";12741,4214578108;"G1"
"285-2";1;80;2560;"G";54;FALSE;1;778,273586937253;779;0,9057;"133B";0;"S90"
"185-2";1;100;1675;"P";55;FALSE;1;502,506316794503;503;0,8125;"137";2213,6140710994;"G3"
"203-1";1;90;1068;"G";55;FALSE;1;672,784322263688;673;1;"137";0;"S90"
"185-2";1;100;1675;"P";64;FALSE;1;502,506316794503;503;0,432432432432432;"139A";8697,15759547431;"G3"
"180-1";1;80;2084;"G";54;FALSE;1;683,697100033551;684;0,9099;"139A";0;"S90"
"185-2";1;80;2665;"G";47;FALSE;1;640,148770642023;641;0,673469387755102;"139B";16052,4340536035;"G11"
"G1206-3";1;60;2087;"G";54;FALSE;1;883,367468423894;884;0,9184;"139B";0;"S90"
"185-2";1;100;1675;"P";62;FALSE;1;502,506316794503;503;0,666666666666667;"143B";5876,45765993843;"G3"
"143-6";2;90;2265;"P";54;TRUE;1;529,001886409318;530;0,743589743589744;"143B";2820,32760649787;"G4"
"294-2";1;40;1789;"P";55;FALSE;1;826,673062120555;827;0,9231;"143B";0;"S90"
"143-6";2;90;2265;"P";54;TRUE;1;529,001886409318;530;0,471698113207547;"143";3867,38034060583;"G4"
"180-1";1;80;2084;"G";50;FALSE;1;683,697100033551;684;0,9245;"143";0;"S90"
"156-1";1;90;2370;"G";52;FALSE;1;597,493577786885;598;0,6;"145B";2711,70013725552;"G7"
"285-2";1;70;2560;"G";54;FALSE;1;778,273586937253;779;0,92;"145B";0;"S90"
"189-2";1;100;1836;"P";69;TRUE;1;508,905744122891;509;0,45;"147";4625,67310010852;"G10"
"264-1";1;80;3456;"G";60;FALSE;1;765,887583017809;766;0,9;"147";0;"S90"
"185-2";1;90;2185;"G";54;FALSE;1;585,221746667392;586;0,696969696969697;"149";12465,9427081788;"G1"
"264-1";1;80;3456;"G";53;FALSE;1;765,887583017809;766;0,9293;"149";0;"S90"
"185-2";1;100;1675;"P";64;FALSE;1;502,506316794503;503;0,444444444444444;"151";738,967007611802;"G3"
"185-2";1;90;2185;"G";54;FALSE;1;585,221746667392;586;0,5;"151";2023,07554718905;"G1"
"294-2";1;40;1789;"G";40;FALSE;1;850,482585930078;851;1;"151";0;"S90"
"180-1";1;100;1184;"P";60;FALSE;1;517,643876549045;518;0,642045454545455;"153";16069,049875236;"G8"
"180-1";1;90;1884;"G";64;FALSE;1;659,847857745824;660;0,9034;"153";0;"S90"
"4370-1";1;90;1975;"P";66;FALSE;1;549,743140885997;550;0,662650602409639;"155B";6055,75942729048;"G9"
"180-1";1;90;1884;"G";63;FALSE;1;659,847857745824;660;0,9008;"155B";0;"S90"
"180-1";1;100;1184;"P";65;FALSE;1;517,643876549045;518;0,682352941176471;"157A";8247,83090941318;"G8"
"180-1";1;90;1884;"G";62;FALSE;1;659,847857745824;660;0,9059;"157A";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,576923076923077;"157B";9440,49245707926;"G3"
"180-1";1;90;1884;"G";50;FALSE;1;659,847857745824;660;0,9135;"157B";0;"S90"
"180-1";1;100;1184;"P";64;FALSE;1;517,643876549045;518;0,670886075949367;"157";7536,81100342928;"G8"
"180-1";1;90;1884;"G";64;FALSE;1;659,847857745824;660;0,9114;"157";0;"S90"
"180-1";1;90;1584;"P";56;FALSE;1;581,626095415237;582;0,352941176470588;"15";1105,56892561543;"G6"
"264-1";1;80;3456;"G";44;FALSE;1;765,887583017809;766;0,9412;"15";0;"S90"
"185-2";1;90;2185;"G";60;FALSE;1;585,221746667392;586;0,694444444444444;"161";6254,59559325855;"G1"
"180-1";1;80;2284;"G";54;FALSE;1;710,313658532563;711;0,9167;"161";0;"S90"
"185-2";1;100;1675;"P";62;FALSE;1;502,506316794503;503;0,740740740740741;"163A";2419,71785997465;"G3"
"180-1";1;90;1584;"P";62;FALSE;1;581,626095415237;582;0,888888888888889;"163A";4073,80654271915;"G6"
"294-2";1;40;1789;"P";62;FALSE;1;826,673062120555;827;0,9259;"163A";0;"S90"
"185-2";1;100;1675;"P";54;FALSE;1;502,506316794503;503;0,67948717948718;"163B";3314,79560113382;"G3"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9136;"163B";0;"S90"
"185-2";1;100;1675;"P";70;FALSE;1;502,506316794503;503;0,404255319148936;"165";3948,33949302314;"G3"
"180-1";1;80;2284;"G";53;FALSE;1;710,313658532563;711;0,9574;"165";0;"S90"
"189-2";1;100;1836;"P";64;TRUE;1;508,905744122891;509;0,44;"167A";1922,70491501726;"G10"
"180-1";1;80;2084;"G";56;FALSE;1;683,697100033551;684;0,9077;"167A";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,525;"167";3805,00644802001;"G3"
"180-1";1;80;2084;"G";56;FALSE;1;683,697100033551;684;0,9077;"167";0;"S90"
"Re 482-2";1;100;1884;"P";60;TRUE;1;513,303328065236;514;0,642857142857143;"169";17145,7099726288;"G12"
"180-1";1;90;1884;"G";64;FALSE;1;659,847857745824;660;0,9011;"169";0;"S90"
"156-1";1;90;2370;"G";65;FALSE;1;597,493577786885;598;1;"171A";62,3542799589389;"G7"
"180-1";1;90;1884;"G";58;FALSE;1;659,847857745824;660;0,9026;"171A";0;"S90"
"4370-1";1;90;1975;"P";56;FALSE;1;549,743140885997;550;0,6;"171";660,628301158961;"G9"
"180-1";1;90;1884;"G";58;FALSE;1;659,847857745824;660;0,9026;"171";0;"S90"
"Re 482-2";1;100;1884;"P";60;TRUE;1;513,303328065236;514;0,25;"173A";738,967007611802;"G12"
"185-2";1;90;2185;"G";58;FALSE;1;585,221746667392;586;0,55;"173A";1011,53777359453;"G1"
"294-2";1;40;1789;"G";42;FALSE;1;850,482585930078;851;0,95;"173A";0;"S90"
"Re 482-2";1;100;1884;"P";56;TRUE;1;513,303328065236;514;0,668539325842697;"173B";17438,79903199;"G12"
"180-1";1;90;1884;"G";63;FALSE;1;659,847857745824;660;0,9101;"173B";0;"S90"
"Re 482-2";1;100;1884;"P";56;TRUE;1;513,303328065236;514;0,592964824120603;"173C";17292,2545023094;"G12"
"180-1";1;90;1884;"G";63;FALSE;1;659,847857745824;660;0,9095;"173C";0;"S90"
"180-1";1;100;1184;"P";60;FALSE;1;517,643876549045;518;0,611940298507463;"177A";11660,7264581359;"G8"
"180-1";1;90;1884;"G";58;FALSE;1;659,847857745824;660;0,9026;"177A";0;"S90"
"185-2";1;100;1675;"P";67;FALSE;1;502,506316794503;503;0,64;"177B";5034,92931044227;"G3"
"180-1";1;90;1884;"G";58;FALSE;1;659,847857745824;660;0,9026;"177B";0;"S90"
"1144-1";1;90;1484;"P";46;FALSE;1;553,979947127541;554;0,557377049180328;"17";3599,50896102162;"G5"
"180-1";1;90;1884;"G";46;FALSE;1;659,847857745824;660;0,9016;"17";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,746268656716418;"181";3127,165661447;"G3"
"185-2";1;80;2275;"P";55;FALSE;1;565,049630023443;566;0,9;"181";0;"S90"
"189-2";1;100;1436;"P";69;FALSE;1;480,999082124177;481;0,484848484848485;"183";1344,80876638826;"G13"
"185-2";1;80;2275;"P";55;FALSE;1;565,049630023443;566;0,9;"183";0;"S90"
"189-2";1;100;1436;"P";67;FALSE;1;480,999082124177;481;0,523809523809524;"185";3802,41377996016;"G13"
"143-6";2;90;2265;"P";62;TRUE;1;529,001886409318;530;0,714285714285714;"185";626,739468110638;"G4"
"294-2";1;40;1789;"P";50;FALSE;1;826,673062120555;827;0,9524;"185";0;"S90"
"4370-1";1;90;1975;"P";60;FALSE;1;549,743140885997;550;0,737226277372263;"187A";11120,5764028425;"G9"
"180-1";1;90;1884;"G";54;FALSE;1;659,847857745824;660;0,9073;"187A";0;"S90"
"1144-1";1;90;1484;"P";54;FALSE;1;553,979947127541;554;0,8;"187B";3387,77313978505;"G5"
"180-1";1;90;1884;"G";54;FALSE;1;659,847857745824;660;0,9073;"187B";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,837837837837838;"191";1938,84271009714;"G3"
"185-2";1;80;2275;"P";50;FALSE;1;565,049630023443;566;0,9189;"191";0;"S90"
"185-2";1;100;1675;"P";54;FALSE;1;502,506316794503;503;0,74;"193A";4628,20517894156;"G3"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,906;"193A";0;"S90"
"189-2";1;100;1836;"P";65;TRUE;1;508,905744122891;509;0,769230769230769;"193B";12075,3690898346;"G10"
"180-1";1;90;1884;"G";60;FALSE;1;659,847857745824;660;0,9135;"193B";0;"S90"
"189-2";1;100;1436;"P";61;FALSE;1;480,999082124177;481;0,565217391304348;"195A";4370,62849076183;"G13"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9022;"195A";0;"S90"
"189-2";1;100;1436;"P";61;FALSE;1;480,999082124177;481;0,823529411764706;"195";3530,12301176917;"G13"
"185-2";1;80;2275;"P";61;FALSE;1;565,049630023443;566;0,9216;"195";0;"S90"
"185-2";1;100;1675;"P";54;FALSE;1;502,506316794503;503;0,703703703703704;"197B";5978,9785561502;"G3"
"180-1";1;90;1884;"G";53;FALSE;1;659,847857745824;660;0,9074;"197B";0;"S90"
"1144-1";1;90;1484;"P";56;FALSE;1;553,979947127541;554;0,615384615384615;"19";4150,94889299232;"G5"
"180-1";1;90;2084;"G";56;FALSE;1;683,697100033551;684;0,9038;"19";0;"S90"
"185-2";1;90;2185;"G";60;FALSE;1;585,221746667392;586;0,754385964912281;"1";6683,66013484597;"G1"
"371-1";1;80;2084;"G";58;FALSE;1;740,655703291717;741;0,9123;"1";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,836734693877551;"201";2564,27584238654;"G3"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,906;"201";0;"S90"
"185-2";1;100;1675;"P";63;FALSE;1;502,506316794503;503;0,770642201834862;"203";13216,689439911;"G3"
"180-1";1;90;1884;"G";59;FALSE;1;659,847857745824;660;0,9358;"203";0;"S90"
"189-2";1;100;1836;"P";65;TRUE;1;508,905744122891;509;0,58695652173913;"207A";4075,43706781919;"G10"
"180-1";1;90;1884;"G";53;FALSE;1;659,847857745824;660;0,9348;"207A";0;"S90"
"1144-1";1;90;1484;"P";47;FALSE;1;553,979947127541;554;0,69047619047619;"209";6145,32144081777;"G5"
"264-1";1;80;3456;"G";47;FALSE;1;765,887583017809;766;0,9048;"209";0;"S90"
"185-2";1;100;1675;"P";55;FALSE;1;502,506316794503;503;0,767605633802817;"215A";17150,227963694;"G3"
"180-1";1;90;1884;"G";56;FALSE;1;659,847857745824;660;0,9014;"215A";0;"S90"
"185-2";1;100;1675;"P";55;FALSE;1;502,506316794503;503;0,747967479674797;"215B";14475,4217675215;"G3"
"180-1";1;90;1884;"G";55;FALSE;1;659,847857745824;660;0,9187;"215B";0;"S90"
"4370-1";1;90;1975;"P";65;FALSE;1;549,743140885997;550;0,576271186440678;"21";7770,0351657427;"G9"
"285-2";1;90;2560;"G";50;FALSE;1;778,273586937253;779;0,9153;"21";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,736842105263158;"221";1751,21277041032;"G3"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9048;"221";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,790697674418605;"223";4252,94529956792;"G3"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9048;"223";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,782608695652174;"225";1125,77963812092;"G3"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9048;"225";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,869565217391304;"251";7505,1975874728;"G3"
"185-2";1;80;2275;"P";62;FALSE;1;565,049630023443;566;0,9058;"251";0;"S90"
"185-2";1;100;1675;"P";67;FALSE;1;502,506316794503;503;0,823529411764706;"253";875,60638520516;"G3"
"185-2";1;80;2275;"P";67;FALSE;1;565,049630023443;566;0,9412;"253";0;"S90"
"185-2";1;100;1675;"P";75;FALSE;1;502,506316794503;503;1;"287";157,341540951321;"G3"
"180-1";1;90;1884;"G";54;FALSE;1;659,847857745824;660;0,9073;"287";0;"S90"
"189-2";1;100;1836;"P";65;TRUE;1;508,905744122891;509;0,68;"289";2566,01593158986;"G10"
"180-1";1;90;1884;"G";60;FALSE;1;659,847857745824;660;0,9178;"289";0;"S90"
"185-2";1;90;2185;"G";64;FALSE;1;585,221746667392;586;0,76;"291";1417,89611049021;"G1"
"180-1";1;90;1884;"G";64;FALSE;1;659,847857745824;660;0,96;"291";0;"S90"
"4370-1";1;90;1975;"P";55;FALSE;1;549,743140885997;550;0,572368421052632;"293";18804,5664654676;"G9"
"264-1";1;80;3456;"G";50;FALSE;1;765,887583017809;766;0,9079;"293";0;"S90"
"1144-1";1;90;1484;"P";68;FALSE;1;553,979947127541;554;0,8;"295";846,943284946264;"G5"
"180-1";1;90;1884;"G";54;FALSE;1;659,847857745824;660;0,9073;"295";0;"S90"
"180-1";1;100;1184;"P";66;FALSE;1;517,643876549045;518;0,673913043478261;"297";4408,32341710015;"G8"
"180-1";1;90;1884;"G";54;FALSE;1;659,847857745824;660;0,9073;"297";0;"S90"
"189-2";1;100;1836;"P";68;TRUE;1;508,905744122891;509;0,5;"299";1056,59479536053;"G10"
"180-1";1;90;1884;"G";54;FALSE;1;659,847857745824;660;0,9073;"299";0;"S90"
"185-2";1;90;2185;"G";55;FALSE;1;585,221746667392;586;0,754901960784314;"303";7582,60220919424;"G1"
"180-1";1;80;2084;"G";54;FALSE;1;683,697100033551;684;0,9412;"303";0;"S90"
"185-2";1;100;1675;"P";40;FALSE;1;502,506316794503;503;0,7;"305";1313,40957780774;"G3"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9;"305";0;"S90"
"143-6";2;90;2265;"P";44;TRUE;1;529,001886409318;530;0,657534246575342;"319";11370,5134372076;"G4"
"264-1";1;80;3456;"G";44;FALSE;1;765,887583017809;766;0,9315;"319";0;"S90"
"4370-1";1;90;1975;"P";56;FALSE;1;549,743140885997;550;0,931034482758621;"31";3616,75689698396;"G9"
"180-1";1;80;2084;"G";50;FALSE;1;683,697100033551;684;0,9023;"31";0;"S90"
"4370-1";1;90;1975;"P";56;FALSE;1;549,743140885997;550;0,7;"329";2813,03314209863;"G9"
"180-1";1;80;2084;"G";50;FALSE;1;683,697100033551;684;0,9023;"329";0;"S90"
"1144-1";1;90;1484;"P";56;FALSE;1;553,979947127541;554;0,635294117647059;"33";11443,0123380745;"G5"
"264-1";1;80;3456;"G";37;FALSE;1;765,887583017809;766;0,9059;"33";0;"S90"
"143-6";2;90;2265;"P";65;TRUE;1;529,001886409318;530;0,51219512195122;"35";2747,76539806663;"G4"
"180-1";1;90;1884;"G";56;FALSE;1;659,847857745824;660;0,9268;"35";0;"S90"
"180-1";1;90;1584;"P";56;FALSE;1;581,626095415237;582;0,573529411764706;"37";13210,0693355361;"G6"
"180-1";1;80;2484;"G";54;FALSE;1;750,985958691341;751;0,9044;"37";0;"S90"
"4370-1";1;90;1975;"P";63;FALSE;1;549,743140885997;550;0,650793650793651;"39A";5492,11232504971;"G9"
"180-1";1;80;2084;"G";50;FALSE;1;683,697100033551;684;0,9023;"39A";0;"S90"
"180-1";1;100;1184;"P";65;FALSE;1;517,643876549045;518;0,542372881355932;"39B";5313,70315150419;"G8"
"180-1";1;80;2084;"G";58;FALSE;1;683,697100033551;684;0,9153;"39B";0;"S90"
"180-1";1;90;1584;"P";52;FALSE;1;581,626095415237;582;0,784615384615385;"41";8110,51000170048;"G6"
"371-1";1;80;2084;"G";52;FALSE;1;740,655703291717;741;0,9231;"41";0;"S90"
"143-6";2;90;2265;"P";63;TRUE;1;529,001886409318;530;0,435897435897436;"43";4064,31854186491;"G4"
"185-2";1;80;2665;"G";54;FALSE;1;640,148770642023;641;0,615384615384615;"43";337,179257864842;"G11"
"294-2";1;40;1789;"G";51;FALSE;1;850,482585930078;851;0,9487;"43";0;"S90"
"4370-1";1;90;1975;"P";67;FALSE;1;549,743140885997;550;0,454545454545455;"47";669,76979573777;"G9"
"180-1";1;80;2084;"G";50;FALSE;1;683,697100033551;684;0,9023;"47";0;"S90"
"1144-1";1;90;1484;"P";56;FALSE;1;553,979947127541;554;0,536585365853659;"53";5542,25255708852;"G5"
"185-2";1;80;2665;"G";56;FALSE;1;640,148770642023;641;0,682926829268293;"53";2023,07554718905;"G11"
"294-2";1;40;1789;"G";56;FALSE;1;850,482585930078;851;0,9146;"53";0;"S90"
"1144-1";1;90;1484;"P";60;FALSE;1;553,979947127541;554;0,517241379310345;"55A";1588,01865927424;"G5"
"180-1";1;90;1884;"G";54;FALSE;1;659,847857745824;660;0,9157;"55A";0;"S90"
"1144-1";1;90;1484;"P";56;FALSE;1;553,979947127541;554;0,470588235294118;"55B";5383,04735543309;"G5"
"285-2";1;70;2560;"G";43;FALSE;1;778,273586937253;779;0,902;"55B";0;"S90"
"1144-1";1;90;1484;"P";50;FALSE;1;553,979947127541;554;0,581920903954802;"57A";16102,3722747173;"G5"
"180-1";1;90;2284;"G";52;FALSE;1;710,313658532563;711;0,904;"57A";0;"S90"
"4370-1";1;90;1975;"P";55;FALSE;1;549,743140885997;550;0,641791044776119;"57B";11520,0404866896;"G9"
"180-1";1;90;2084;"G";55;FALSE;1;683,697100033551;684;0,903;"57B";0;"S90"
"4370-1";1;90;1975;"P";56;FALSE;1;549,743140885997;550;0,69047619047619;"5";6627,38293548642;"G9"
"285-2";1;70;2560;"G";50;FALSE;1;778,273586937253;779;0,9048;"5";0;"S90"
"4370-1";1;90;1975;"P";53;FALSE;1;549,743140885997;550;0,842105263157895;"61";3523,35093951446;"G9"
"180-1";1;90;1884;"G";53;FALSE;1;659,847857745824;660;0,9474;"61";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,651515151515151;"63B";6765,6862609068;"G3"
"180-1";1;90;1884;"G";54;FALSE;1;659,847857745824;660;0,9091;"63B";0;"S90"
"1144-1";1;90;1484;"P";53;FALSE;1;553,979947127541;554;0,74;"65";3917,11269287647;"G5"
"180-1";1;90;1884;"G";53;FALSE;1;659,847857745824;660;0,92;"65";0;"S90"
"180-1";1;100;1184;"P";54;FALSE;1;517,643876549045;518;0,836734693877551;"67";1943,63589245032;"G8"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9184;"67";0;"S90"
"189-2";1;100;1436;"P";63;FALSE;1;480,999082124177;481;0,818181818181818;"71";3025,81972437358;"G13"
"185-2";1;80;2275;"P";63;FALSE;1;565,049630023443;566;0,9091;"71";0;"S90"
"1144-1";1;90;1484;"P";56;FALSE;1;553,979947127541;554;0,684210526315789;"73";2752,56567607536;"G5"
"180-1";1;90;1884;"G";64;FALSE;1;659,847857745824;660;0,9211;"73";0;"S90"
"4370-1";1;90;1975;"P";56;FALSE;1;549,743140885997;550;0,571428571428571;"741";3214,8950195413;"G9"
"180-1";1;80;2084;"G";55;FALSE;1;683,697100033551;684;0,9038;"741";0;"S90"
"1144-1";1;90;1484;"P";56;FALSE;1;553,979947127541;554;0,754716981132076;"75";4234,71642473132;"G5"
"180-1";1;90;1884;"G";61;FALSE;1;659,847857745824;660;0,9057;"75";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;1;"777";187,62993968682;"G3"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9136;"777";0;"S90"
"4370-1";1;90;1975;"P";56;FALSE;1;549,743140885997;550;0,645161290322581;"77A";10716,3167318043;"G9"
"180-1";1;80;2084;"G";56;FALSE;1;683,697100033551;684;0,9032;"77A";0;"S90"
"156-1";1;90;2370;"G";56;FALSE;1;597,493577786885;598;0,811764705882353;"77B";9878,18665983341;"G7"
"371-1";1;80;2084;"G";56;FALSE;1;740,655703291717;741;0,9059;"77B";0;"S90"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,614814814814815;"79";15038,835008841;"G3"
"180-1";1;80;2084;"G";56;FALSE;1;683,697100033551;684;0,904;"79";0;"S90"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,607476635514019;"81A";11068,070355497;"G3"
"203-1";1;90;1068;"G";61;FALSE;1;672,784322263688;673;0,9065;"81A";0;"S90"
"1144-1";1;90;1484;"P";60;FALSE;1;553,979947127541;554;0,555555555555556;"81B";2800,13634246264;"G5"
"371-1";1;80;2084;"G";56;FALSE;1;740,655703291717;741;0,9036;"81B";0;"S90"
"4370-1";1;90;1975;"P";56;FALSE;1;549,743140885997;550;0,607142857142857;"87";6491,02712179448;"G9"
"371-1";1;80;2084;"G";56;FALSE;1;740,655703291717;741;0,9036;"87";0;"S90"
"189-2";1;100;1836;"P";60;TRUE;1;508,905744122891;509;0,744525547445255;"89";15396,0955895392;"G10"
"180-1";1;90;1884;"G";54;FALSE;1;659,847857745824;660;0,9157;"89";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,767676767676768;"91";4753,29180539944;"G3"
"185-2";1;80;2275;"P";61;FALSE;1;565,049630023443;566;0,9091;"91";0;"S90"
"189-2";1;100;1836;"P";65;TRUE;1;508,905744122891;509;0,72;"93";2716,95804521279;"G10"
