"";"G8";"s90"
"0:00";0;0
"2:00";4;2
"4:00";6;1
"6:00";3;2
"8:00";5;0
"10:00";4;0
"12:00";6;0
"14:00";3;0
"16:00";4;0
"18:00";3;1
"20:00";8;1
"22:00";5;3
"24:00";5;3
"26:00";4;2
"28:00";0;0
"30:00";0;0
"32:00";0;0
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
