"";"G3";"G7";"s90"
"0:00";0;0;1
"2:00";2;1;0
"4:00";0;1;1
"6:00";0;0;1
"8:00";0;1;0
"10:00";1;0;2
"12:00";1;1;1
"14:00";1;2;1
"16:00";2;2;3
"18:00";2;1;2
"20:00";0;5;0
"22:00";0;0;2
"24:00";1;1;0
"26:00";0;1;0
"28:00";1;0;0
"30:00";0;0;0
"32:00";0;0;0
"34:00";0;0;0
"36:00";0;0;0
"38:00";0;0;0
"40:00";0;0;0
"42:00";0;0;0
"44:00";0;0;0
"46:00";0;0;0
"48:00";0;0;0
