"";"G1";"s90"
"0:00";0;0
"2:00";0;0
"4:00";0;0
"6:00";7;0
"8:00";3;0
"10:00";5;0
"12:00";2;0
"14:00";3;0
"16:00";2;2
"18:00";2;0
"20:00";2;1
"22:00";4;0
"24:00";4;1
"26:00";5;0
"28:00";1;1
"30:00";1;1
"32:00";0;0
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
