"";"G3";"s90"
"0:00";6;1
"2:00";5;0
"4:00";3;0
"6:00";4;0
"8:00";3;0
"10:00";3;0
"12:00";4;0
"14:00";3;3
"16:00";3;0
"18:00";3;2
"20:00";7;3
"22:00";4;1
"24:00";0;0
"26:00";1;0
"28:00";0;0
"30:00";0;0
"32:00";0;0
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
