"";"G9";"s90"
"0:00";0;0
"2:00";1;0
"4:00";0;1
"6:00";0;0
"8:00";1;0
"10:00";2;0
"12:00";1;0
"14:00";1;0
"16:00";3;0
"18:00";0;0
"20:00";1;0
"22:00";2;0
"24:00";1;0
"26:00";0;0
"28:00";0;1
"30:00";0;0
"32:00";1;0
"34:00";1;0
"36:00";1;0
"38:00";1;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
