"";"G3";"G7";"s90"
"0:00";0;0;0
"2:00";0;0;1
"4:00";0;2;0
"6:00";0;2;0
"8:00";1;2;0
"10:00";2;3;1
"12:00";1;0;2
"14:00";1;1;1
"16:00";1;1;0
"18:00";0;1;0
"20:00";0;0;1
"22:00";0;3;0
"24:00";1;1;1
"26:00";1;0;1
"28:00";2;0;0
"30:00";0;0;1
"32:00";0;0;0
"34:00";0;0;1
"36:00";0;0;0
"38:00";0;0;0
"40:00";0;0;0
"42:00";0;0;0
"44:00";0;0;0
"46:00";0;0;0
"48:00";0;0;0
