"";"G5";"s90"
"0:00";0;1
"2:00";2;1
"4:00";2;3
"6:00";1;1
"8:00";1;2
"10:00";1;3
"12:00";4;1
"14:00";1;2
"16:00";0;0
"18:00";6;4
"20:00";5;2
"22:00";3;4
"24:00";4;1
"26:00";3;0
"28:00";1;0
"30:00";1;1
"32:00";0;0
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
