"";"G3";"s90"
"0:00";0;1
"2:00";0;1
"4:00";0;0
"6:00";0;0
"8:00";2;0
"10:00";1;1
"12:00";2;1
"14:00";2;0
"16:00";0;0
"18:00";3;2
"20:00";0;0
"22:00";2;3
"24:00";2;0
"26:00";4;1
"28:00";2;1
"30:00";0;0
"32:00";0;0
"34:00";0;1
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
