"";"G6";"s90"
"0:00";0;0
"2:00";0;0
"4:00";0;0
"6:00";4;0
"8:00";4;2
"10:00";3;0
"12:00";4;0
"14:00";4;0
"16:00";2;1
"18:00";6;2
"20:00";4;1
"22:00";3;1
"24:00";2;2
"26:00";3;0
"28:00";8;0
"30:00";2;0
"32:00";1;1
"34:00";1;0
"36:00";2;0
"38:00";0;0
"40:00";0;0
"42:00";0;1
"44:00";0;0
"46:00";0;0
"48:00";0;0
