"";"G5";"s90"
"0:00";1;1
"2:00";3;1
"4:00";2;0
"6:00";4;2
"8:00";5;2
"10:00";4;1
"12:00";2;3
"14:00";5;1
"16:00";3;2
"18:00";4;0
"20:00";2;1
"22:00";5;3
"24:00";7;3
"26:00";5;1
"28:00";0;2
"30:00";0;0
"32:00";0;2
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
