"";"G3";"s90"
"0:00";0;0
"2:00";1;0
"4:00";3;1
"6:00";4;0
"8:00";4;4
"10:00";4;3
"12:00";2;0
"14:00";6;0
"16:00";5;0
"18:00";2;0
"20:00";5;2
"22:00";9;3
"24:00";7;2
"26:00";6;2
"28:00";2;0
"30:00";0;0
"32:00";0;0
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
