"";"G3"
"0:00";0
"2:00";1
"4:00";1
"6:00";0
"8:00";1
"10:00";1
"12:00";1
"14:00";1
"16:00";2
"18:00";0
"20:00";0
"22:00";0
"24:00";2
"26:00";2
"28:00";4
"30:00";2
"32:00";0
"34:00";0
"36:00";1
"38:00";0
"40:00";0
"42:00";0
"44:00";0
"46:00";0
"48:00";0
