"";"G8";"s90"
"0:00";2;0
"2:00";4;2
"4:00";7;4
"6:00";5;1
"8:00";3;2
"10:00";6;2
"12:00";4;1
"14:00";3;2
"16:00";1;1
"18:00";4;2
"20:00";4;4
"22:00";10;2
"24:00";7;4
"26:00";1;3
"28:00";0;0
"30:00";0;0
"32:00";0;0
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
