"";"G1";"s90"
"0:00";1;1
"2:00";4;2
"4:00";0;4
"6:00";1;0
"8:00";2;2
"10:00";0;0
"12:00";2;0
"14:00";2;0
"16:00";2;1
"18:00";2;6
"20:00";1;0
"22:00";3;0
"24:00";3;1
"26:00";5;0
"28:00";2;1
"30:00";0;0
"32:00";0;0
"34:00";0;0
"36:00";1;1
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
