"";"G3";"s90"
"0:00";1;0
"2:00";0;1
"4:00";2;3
"6:00";0;1
"8:00";3;0
"10:00";3;3
"12:00";3;2
"14:00";4;3
"16:00";3;2
"18:00";0;1
"20:00";4;0
"22:00";2;1
"24:00";3;1
"26:00";2;2
"28:00";2;0
"30:00";4;0
"32:00";0;1
"34:00";1;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
