"";"G3";"s90"
"0:00";1;0
"2:00";4;1
"4:00";2;1
"6:00";8;1
"8:00";8;1
"10:00";7;1
"12:00";3;2
"14:00";3;1
"16:00";1;0
"18:00";5;1
"20:00";4;3
"22:00";12;6
"24:00";4;3
"26:00";5;2
"28:00";1;1
"30:00";0;0
"32:00";0;0
"34:00";1;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
