"";"G3"
"0:00";0
"2:00";0
"4:00";2
"6:00";1
"8:00";3
"10:00";2
"12:00";3
"14:00";3
"16:00";1
"18:00";0
"20:00";2
"22:00";1
"24:00";1
"26:00";0
"28:00";1
"30:00";1
"32:00";0
"34:00";0
"36:00";0
"38:00";0
"40:00";0
"42:00";0
"44:00";0
"46:00";0
"48:00";0
