"";"G9";"s90"
"0:00";1;1
"2:00";3;2
"4:00";4;0
"6:00";4;3
"8:00";3;1
"10:00";4;1
"12:00";6;2
"14:00";4;0
"16:00";3;0
"18:00";3;3
"20:00";4;2
"22:00";6;2
"24:00";8;4
"26:00";2;1
"28:00";0;2
"30:00";0;1
"32:00";0;1
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
