"SYS";"TIME";"DIRECTION";"RELATION"
"G13";"#104:08:06.80#05:38:03.30#09:13:41.64#05:04:01.65#11:27:02.82";"#Ri#GRi#GRi#GRi#GRi";"#0.05#0.59#0.59#0.61#0.87"
"s90";"#103:59:06.75#19:13:58.30#14:17:30.02";"#Ri#GRi#Ri";"#0.74#0.02#0.04"
