"SYS";"TIME";"DIRECTION";"RELATION"
"G12";"#108:37:43.16#07:03:22.61#111:48:43.15#22:52:10.92#16:20:23.41#100:01:44.69#102:14:11.21#18:59:25.41#110:04:27.30#20:24:45.77#07:03:18.60#17:41:04.45#21:16:59.38#104:08:28.26#23:17:48.87#20:50:18.39#04:38:15.10#21:36:47.83";"#GRi#Ri#GRi#Ri#Ri#Ri#GRi#Ri#GRi#Ri#GRi#GRi#Ri#Ri#Ri#Ri#Ri#Ri";"#0.75#0.33#0.2#0.19#0.26#0.21#0.37#0.2#0.17#0.02#0.07#0.45#0.37#0.77#0.39#0.73#0.2#0.74"
"G10";"#17:39:33.02#20:31:32.40#23:53:19.83#13:59:49.35";"#GRi#GRi#GRi#Ri";"#0.17#0.42#0.48#0.72"
"s90";"#20:59:34.79";"#GRi";"#0.08"
