"SYS";"TIME";"DIRECTION";"RELATION"
"G13";"#100:09:40.48#23:29:33.32#03:29:20.79#02:19:11.53#19:12:46.70#01:25:12.79#103:59:20.44#16:13:13.78#09:09:32.44#101:24:35.87#21:40:59.02#16:22:05.89";"#Ri#Ri#GRi#GRi#Ri#GRi#Ri#Ri#Ri#Ri#GRi#GRi";"#0.84#0.87#0.83#0.84#0.07#0.95#0.89#0.89#0.89#0.83#0.11#0.97"
"G10";"#12:57:38.50#16:05:10.63#07:21:54.33#101:02:45.47#07:45:24.04#21:47:54.33#22:49:43.39#19:43:55.47#07:42:40.58#100:40:39.39#13:03:38.08";"#GRi#GRi#GRi#GRi#GRi#GRi#GRi#GRi#Ri#Ri#GRi";"#0.96#0.33#0.83#0.83#0.89#0.9#0.91#0.87#0.91#0.87#0.91"
"s90";"#09:19:21.44";"#GRi";"#0.83"
