"SYS";"TIME";"DIRECTION";"RELATION"
"G13";"#100:27:48.12#20:21:26.23#100:51:14.23#18:29:56.13#09:51:33.34#12:21:13.29#15:08:35.39#14:21:26.49#23:02:24.74#03:29:59.20#18:14:16.76#101:09:54.54#22:49:01.18#23:45:12.00#04:06:04.75#02:01:42.83#04:53:42.55#02:41:41.66#10:52:51.03#21:44:42.60#18:17:30.29#101:38:29.58#15:14:30.23#22:29:59.01#22:18:39.64#05:55:36.00#00:31:42.68#16:48:21.12#21:31:50.89";"#GRi#GRi#Ri#GRi#Ri#GRi#GRi#GRi#Ri#Ri#GRi#GRi#Ri#GRi#GRi#GRi#GRi#GRi#GRi#GRi#Ri#GRi#Ri#Ri#GRi#Ri#GRi#GRi#GRi";"#0.2#0.22#0.2#0.19#0.02#0#0.03#0.03#0.05#0.05#0.01#0.01#0.03#0.01#0.12#0.19#0.01#0.08#0.01#0.1#0.19#0.19#0.03#0.19#0.01#0.07#0.4#0.1#0.16"
"s90";"#08:28:23.40#06:04:41.34";"#Ri#GRi";"#0.12#0.45"
