"SYS";"TIME";"DIRECTION";"RELATION"
"G12";"#18:39:11.53#104:47:30.09#21:19:58.68#103:18:18.74#20:07:39.80#22:50:00.96#18:50:42.51#103:54:10.28#110:30:10.86#15:44:59.73#101:12:31.76#04:37:08.12#20:57:16.61#16:11:52.31#23:52:25.28#106:43:02.75#14:57:02.34#11:39:30.25#22:38:28.99#02:24:06.94#105:34:08.93#118:36:24.53#22:23:41.11#101:02:34.17#01:06:15.78#103:31:41.40#10:17:19.28#13:12:41.92#23:50:55.29#06:57:05.20#07:10:45.53#21:26:38.43#05:31:58.66#22:33:29.97#14:50:37.69#19:51:31.54#15:55:07.51#11:44:43.53#13:18:53.28#07:20:06.07#12:19:48.63";"#GRi#GRi#Ri#GRi#Ri#GRi#Ri#GRi#GRi#Ri#GRi#Ri#Ri#Ri#Ri#GRi#GRi#GRi#Ri#Ri#GRi#GRi#Ri#GRi#Ri#Ri#GRi#Ri#Ri#Ri#Ri#Ri#Ri#Ri#GRi#GRi#Ri#GRi#Ri#GRi#Ri";"#0.25#0.14#0.17#0.19#0#0#0.12#0#0#0#0#0#0#0#0#0#0#0#0.03#0.04#0#0.01#0.03#0#0.11#0.98#0.65#1#1#1#0.99#0.01#1#0.99#0.12#0.11#0.99#0.03#0.05#0.05#0.01"
"s90";"#102:29:01.98#103:04:11.96#02:00:31.42#21:02:30.18#100:55:34.35#15:48:22.75#06:43:09.97#01:23:39.02#12:35:06.00";"#Ri#GRi#Ri#Ri#GRi#GRi#Ri#Ri#Ri";"#0.23#0.24#0.03#0.03#0.01#0.01#0.14#0.12#0.01"
