"SYS";"TIME";"DIRECTION";"RELATION"
"G8";"#08:24:42.96#01:37:38.70#102:52:43.99#105:08:57.81#15:16:56.76#22:22:23.10#05:50:01.81#113:20:04.46#03:47:25.77#04:18:51.65#16:20:33.36#23:20:00.94#102:07:36.32#03:58:34.11#16:52:36.77#14:33:15.76#02:07:26.20#100:08:33.69#16:31:54.00#01:24:56.68#19:58:06.00#00:29:47.27#03:36:54.00#07:18:54.00#19:22:32.76#13:54:34.02#100:20:03.34#19:57:27.27#23:56:33.96#02:37:08.68#14:19:01.70#08:47:36.00#18:35:51.32#04:53:29.90#09:17:55.33#22:35:27.60#07:38:34.05#05:24:19.80#05:59:22.03";"#Ri#GRi#GRi#GRi#Ri#Ri#GRi#GRi#GRi#Ri#Ri#Ri#Ri#Ri#GRi#Ri#GRi#GRi#Ri#GRi#Ri#Ri#Ri#Ri#GRi#Ri#GRi#Ri#Ri#Ri#GRi#Ri#GRi#GRi#Ri#GRi#Ri#Ri#GRi";"#0.46#0.73#0.09#0.16#0.95#0#0.83#0.03#0.24#0.74#0.74#0.16#0.83#0.56#0.07#0.45#0.6#0.6#0.07#0.07#0.07#0.07#0.07#0.07#0.07#0.1#0.41#0.1#0.1#0.1#0.41#0.14#0.14#0.59#0.27#0.23#0.24#0.4#0.03"
"G4";"#00:05:27.70#23:22:53.82#23:27:00.03#104:32:00.08#103:24:27.04#09:35:33.87#103:08:21.16#19:06:56.21#101:17:36.58#17:40:04.93#06:00:13.82#103:40:35.96#06:48:54.00#102:20:42.38#23:50:43.84#104:33:25.09#112:48:16.27#13:24:47.45#02:35:18.00#07:37:11.09#20:09:39.67#09:37:35.43#03:26:28.49#17:21:15.45#17:41:45.11#05:37:56.39#02:30:48.29#15:39:34.35#08:01:04.82#08:16:39.45#18:53:57.02#23:55:17.26#13:10:22.83#22:23:09.63";"#Ri#GRi#Ri#GRi#GRi#GRi#GRi#Ri#GRi#GRi#Ri#GRi#Ri#GRi#GRi#GRi#GRi#GRi#GRi#GRi#GRi#GRi#GRi#Ri#Ri#Ri#GRi#GRi#Ri#Ri#GRi#Ri#GRi#Ri";"#0.01#0.01#0#0.02#0.02#0.02#0.02#0.05#0#0.13#0.01#0.03#0.01#0.03#0.0600000000000001#0.01#0.1#0.7#0.73#0.73#0.73#0.58#0.07#0.8#0.36#0.72#0.26#0.26#0.52#0.18#0.02#0.18#0.24#0.61"
"s90";"#13:27:49.41#21:11:14.17#10:29:59.46#18:05:10.05#04:14:58.59#09:09:27.38#16:37:28.55#100:32:51.78#23:17:26.03#20:29:34.30#17:29:25.35#19:17:19.25#100:07:55.67#04:32:05.03#17:57:02.76#03:09:04.54#09:22:55.55";"#GRi#Ri#Ri#GRi#Ri#GRi#GRi#GRi#Ri#Ri#Ri#GRi#Ri#GRi#Ri#GRi#GRi";"#0.14#0.51#0.51#0.56#0.22#0.2#0.21#0.2#0.43#0.56#0.47#0.45#0.24#0.24#0.5#0.49#0.93"
