"SYS";"TIME";"DIRECTION";"RELATION"
"G7";"#22:16:30.51#103:19:01.90#05:33:33.98#23:11:08.79#101:00:34.49#02:53:13.41#21:33:40.39#100:41:06.34#10:31:04.23#04:43:08.86#13:55:09.83#04:23:17.22#12:02:00.00#10:01:54.30#06:21:59.12#17:31:37.26#21:59:48.55#18:33:06.22#14:20:16.43#19:08:21.43#22:21:22.89#17:20:02.49#05:25:09.70#10:04:20.98#14:32:43.34#18:31:06.96#21:54:03.32#101:29:21.97#23:39:05.67#104:07:21.50#10:02:24.00";"#GRi#GRi#Ri#Ri#GRi#Ri#GRi#GRi#Ri#GRi#GRi#GRi#Ri#GRi#Ri#Ri#Ri#GRi#Ri#Ri#GRi#Ri#GRi#GRi#GRi#Ri#GRi#GRi#Ri#GRi#Ri";"#0.01#0.02#0.01#0.08#0.08#0.07#0.08#0.07#0.07#0.08#0.08#0.21#0.01#0.07#0.08#0.07#0.07#0.07#0.07#0.08#0.23#0.06#0.01#0.01#0.01#0.03#0.01#0.01#0.02#0#0.02"
"s90";"#06:55:08.34#23:08:31.49#21:33:53.09#22:27:22.85#07:42:25.13#12:12:22.24#09:02:06.00#17:53:25.88";"#GRi#GRi#Ri#Ri#GRi#GRi#Ri#GRi";"#0.23#0.01#0.03#0.03#0.02#0.02#0.04#0.02"
