"SYS";"TIME";"DIRECTION";"RELATION"
"G12";"#05:12:06.38#22:16:10.40#16:25:11.12#102:52:49.16#102:36:58.56#12:11:16.92#18:04:12.61#102:32:58.25#06:29:56.86#09:54:38.93#13:16:01.49#101:45:36.70#102:43:14.44#08:34:29.21#02:21:27.72#06:03:06.69#09:18:56.64#23:19:53.92#12:05:15.96#03:58:30.00#09:27:26.84#13:24:36.12#18:42:58.32#11:20:51.30#13:28:39.69#23:24:38.40#21:57:42.00#101:22:07.74#100:27:31.14#11:29:11.60";"#GRi#Ri#Ri#Ri#Ri#Ri#Ri#Ri#Ri#Ri#Ri#Ri#Ri#GRi#GRi#GRi#GRi#GRi#GRi#GRi#GRi#GRi#Ri#GRi#GRi#GRi#GRi#GRi#Ri#Ri";"#0.02#0.01#0.76#0.8#0.8#0.87#0.75#0.87#0.83#0.83#0.83#0.78#0.69#0.84#0.83#0.84#0.83#0.82#0.82#0.85#0.87#0.71#0.57#0.49#0.01#0.77#0.56#0.81#0.82#0.93"
"s90";"#101:20:00.45#04:10:34.05#01:59:16.59#23:00:07.55#10:35:23.31#03:04:04.84#101:01:02.44#03:20:36.16";"#Ri#GRi#GRi#GRi#Ri#GRi#Ri#GRi";"#0.83#0.84#0.75#0.82#0.72#0.84#0.81#0.75"
