"SYS";"TIME";"DIRECTION";"RELATION"
"G9";"#20:32:04.16#18:36:58.28#22:24:58.46#19:07:10.35#22:04:17.72#13:07:45.19#23:33:47.19#22:43:34.43#102:14:04.76#07:31:18.45#19:30:53.68#23:22:15.02#05:40:32.94#23:42:09.75#21:28:15.36#06:50:26.26#11:35:26.37#08:23:14.99#05:17:06.61#100:55:37.38#05:04:20.84#14:33:42.88#07:45:12.26#16:30:23.02#05:49:57.28#07:04:30.00";"#GRi#Ri#Ri#Ri#Ri#GRi#GRi#Ri#Ri#Ri#Ri#Ri#Ri#GRi#Ri#GRi#Ri#Ri#Ri#GRi#Ri#GRi#Ri#Ri#GRi#Ri";"#0.67#0.01#0.49#0.36#0.36#0.36#0.85#0.92#0.92#0.95#0.95#0.88#0.53#0.6#0.59#0.53#0.58#0.43#0.39#0.73#0.39#0.2#0.68#0.68#0.0600000000000001#0.12"
"s90";"#14:40:46.94#22:37:47.08#12:15:49.35#17:24:58.92#23:58:41.32#18:45:21.23#16:50:57.35#20:09:57.72#04:40:18.53#07:09:35.47#12:28:04.12#12:25:00.89#13:39:09.12#09:39:37.74#07:26:27.90#08:37:00.00#23:23:29.23#04:46:00.00#20:35:51.52";"#GRi#GRi#GRi#GRi#GRi#GRi#GRi#GRi#Ri#GRi#GRi#GRi#GRi#GRi#GRi#Ri#GRi#Ri#GRi";"#0.66#0.61#0.91#0.94#0.94#0.58#0.58#0.91#0.9#0.68#0.68#0.65#0.47#0.83#0.14#0.29#0.0600000000000001#0.33#0.14"
