"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
57;61;"G";90;0,990384615384615;0,923076923076923;1;1;0,923076923076923;"264-1";3456;1;80;765,887583017809
79;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"G1206-3";2087;1;80;883,367468423894
175;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"G1206-1";2690;1;80;1021,47582818879
420;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"DE1002-1";3990;1;80;1155,78017715167
430;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"G1206-3";2187;1;80;893,736394836174
432;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"203-1";1868;1;90;876,915924242969
444;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"203-1";1668;1;80;792,24707215649
503;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"G1206-4";1887;1;60;865,712512650703
558;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"225-1";1428;1;80;782,908512801698
649;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"G1206-3";1887;1;100;864,941777996404
711;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"294-1";1764;1;40;1056,52845475141
712;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"294-2";1789;1;40;850,482585930078
723;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"363-1";2376;2;60;1103,09711723805
758;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"203-1";1598;1;100;781,902042638094
894;61;"G";90;0,961538461538462;0,923076923076923;1;1;0,903846153846154;"371-1";2084;1;100;740,655703291717
904;61;"G";90;0,961538461538462;0,923076923076923;1;1;0,903846153846154;"180-1";2484;1;90;750,985958691341
920;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"264-1";4356;1;80;876,87510703218
925;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"285-2";2560;1;90;778,273586937253
1009;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"G1206-3";1937;1;100;869,30840562165
1023;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"247-1";4809;1;90;1032,66786239258
1024;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"66-1";4806;1;90;1038,37163021269
1031;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"295-2";1829;1;40;878,723213651964
1047;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;"295-1";1679;1;40;1045,1418945199
12;60;"G";90;0,961538461538462;0,932692307692308;1;1;0,903846153846154;"ER 20D-2";1880;1;80;746,259039057994
14;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"211-1";2241;2;80;883,736961496171
57;60;"G";90;0,990384615384615;0,932692307692308;1;1;0,932692307692308;"264-1";3456;1;80;765,887583017809
79;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"G1206-3";2087;1;80;883,367468423894
128;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"9274-1";1980;1;80;1021,11895287679
175;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"G1206-1";2690;1;80;1021,47582818879
177;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"G1206-1";2590;1;80;1016,52311609825
184;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"G1206-3";1687;1;80;848,741788622444
206;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"G1700-2";1688;1;90;762,55635926115
283;60;"G";90;0,961538461538462;0,932692307692308;1;1;0,903846153846154;"ER 20D-2";1970;1;90;753,487189198305
415;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"232-2";2422;1;90;763,52993209362
420;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"DE1002-1";3990;1;80;1155,78017715167
429;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"G1206-3";3674;2;80;860,529187374215
430;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"G1206-3";2187;1;80;893,736394836174
432;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"203-1";1868;1;90;876,915924242969
444;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"203-1";1668;1;80;792,24707215649
446;60;"G";90;0,961538461538462;0,932692307692308;1;1;0,903846153846154;"203-1";1368;1;90;752,817898354465
463;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"66-1";3526;1;100;866,352778635464
470;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"66-2";3726;1;90;876,356908242111
503;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"G1206-4";1887;1;60;865,712512650703
558;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"225-1";1428;1;80;782,908512801698
561;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"G1700-1";2087;1;80;859,519887004114
649;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"G1206-3";1887;1;100;864,941777996404
676;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"1293-2";1680;1;65;921,334459946183
711;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"294-1";1764;1;40;1056,52845475141
712;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"294-2";1789;1;40;850,482585930078
723;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"363-1";2376;2;60;1103,09711723805
758;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"203-1";1598;1;100;781,902042638094
779;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"250-1";3476;1;90;855,123388143463
784;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"250-1";3326;1;90;849,100782178489
872;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"232-2";2762;1;100;852,467786771253
883;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"66-1";3726;1;90;876,356908242111
894;60;"G";90;0,961538461538462;0,932692307692308;1;1;0,913461538461538;"371-1";2084;1;100;740,655703291717
904;60;"G";90;0,961538461538462;0,932692307692308;1;1;0,913461538461538;"180-1";2484;1;90;750,985958691341
920;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"264-1";4356;1;80;876,87510703218
923;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"246-1";2482;1;80;861,830255963242
925;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"285-2";2560;1;90;778,273586937253
949;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"232-2";2772;1;90;852,9543578825
950;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"232-2";2662;1;90;785,513332220166
990;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"261-2";1965;1;50;1029,31424656248
1009;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"G1206-3";1937;1;100;869,30840562165
1023;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"247-1";4809;1;90;1032,66786239258
1024;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"66-1";4806;1;90;1038,37163021269
1031;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"295-2";1829;1;40;878,723213651964
1047;60;"G";90;1;0,932692307692308;1;1;0,932692307692308;"295-1";1679;1;40;1045,1418945199
1053;60;"G";90;0,971153846153846;0,932692307692308;1;1;0,903846153846154;"295-1";1479;1;80;1024,27591868554
12;55;"G";90;0,961538461538462;0,942307692307692;1;1;0,913461538461538;"ER 20D-2";1880;1;80;746,259039057994
14;55;"G";90;0,971153846153846;0,942307692307692;1;1;0,913461538461538;"211-1";2241;2;80;883,736961496171
49;55;"G";90;0,942307692307692;0,942307692307692;1;1;0,903846153846154;"140-1";2083;1;100;670,800262981201
57;55;"G";90;0,990384615384615;0,942307692307692;1;1;0,942307692307692;"264-1";3456;1;80;765,887583017809
79;55;"G";90;1;0,942307692307692;1;1;0,942307692307692;"G1206-3";2087;1;80;883,367468423894
128;55;"G";90;0,971153846153846;0,942307692307692;1;1;0,913461538461538;"9274-1";1980;1;80;1021,11895287679
164;55;"G";90;0,961538461538462;0,942307692307692;1;1;0,903846153846154;"294-3";1480;1;80;881,272152419471
167;55;"G";90;0,961538461538462;0,942307692307692;1;1;0,903846153846154;"232-2";2322;1;80;755,6825161526
175;55;"G";90;1;0,942307692307692;1;1;0,942307692307692;"G1206-1";2690;1;80;1021,47582818879
177;55;"G";90;0,971153846153846;0,942307692307692;1;1;0,913461538461538;"G1206-1";2590;1;80;1016,52311609825
184;55;"G";90;0,971153846153846;0,942307692307692;1;1;0,913461538461538;"G1206-3";1687;1;80;848,741788622444
206;55;"G";90;0,971153846153846;0,942307692307692;1;1;0,913461538461538;"G1700-2";1688;1;90;762,55635926115
283;55;"G";90;0,961538461538462;0,942307692307692;1;1;0,913461538461538;"ER 20D-2";1970;1;90;753,487189198305
415;55;"G";90;0,971153846153846;0,942307692307692;1;1;0,913461538461538;"232-2";2422;1;90;763,52993209362
420;55;"G";90;1;0,942307692307692;1;1;0,942307692307692;"DE1002-1";3990;1;80;1155,78017715167
429;55;"G";90;0,971153846153846;0,942307692307692;1;1;0,913461538461538;"G1206-3";3674;2;80;860,529187374215
430;55;"G";90;1;0,942307692307692;1;1;0,942307692307692;"G1206-3";2187;1;80;893,736394836174
432;55;"G";90;1;0,942307692307692;1;1;0,942307692307692;"203-1";1868;1;90;876,915924242969
444;55;"G";90;1;0,942307692307692;1;1;0,942307692307692;"203-1";1668;1;80;792,24707215649
446;55;"G";90;0,961538461538462;0,942307692307692;1;1;0,913461538461538;"203-1";1368;1;90;752,817898354465
463;55;"G";90;0,971153846153846;0,942307692307692;1;1;0,913461538461538;"66-1";3526;1;100;866,352778635464
470;55;"G";90;0,971153846153846;0,942307692307692;1;1;0,913461538461538;"66-2";3726;1;90;876,356908242111
481;55;"G";90;0,951923076923077;0,942307692307692;1;1;0,903846153846154;"203-1";1267;1;80;741,679472634862
503;55;"G";90;1;0,942307692307692;1;1;0,942307692307692;"G1206-4";1887;1;60;865,712512650703
525;55;"G";90;0,942307692307692;0,942307692307692;1;1;0,903846153846154;"139-1";2086;1;100;671,221941191462
533;55;"G";90;0,961538461538462;0,942307692307692;1;1;0,903846153846154;"261-1";1480;1;80;881,837246282889
558;55;"G";90;1;0,942307692307692;1;1;0,942307692307692;"225-1";1428;1;80;782,908512801698
561;55;"G";90;0,971153846153846;0,942307692307692;1;1;0,913461538461538;"G1700-1";2087;1;80;859,519887004114
620;55;"G";90;0,951923076923077;0,942307692307692;1;1;0,903846153846154;"203-1";1268;1;80;741,785959688446
649;55;"G";90;1;0,942307692307692;1;1;0,942307692307692;"G1206-3";1887;1;100;864,941777996404
676;55;"G";90;0,971153846153846;0,942307692307692;1;1;0,913461538461538;"1293-2";1680;1;65;921,334459946183
