"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
14;56;"G";90;0,943548387096774;1;1;0,959677419354839;0,903225806451613;"211-1";2241;2;80;883,736961496171
57;56;"G";90;0,967741935483871;1;1;0,959677419354839;0,92741935483871;"264-1";3456;1;80;765,887583017809
79;56;"G";90;1;1;1;0,959677419354839;0,959677419354839;"G1206-3";2087;1;80;883,367468423894
128;56;"G";90;0,983870967741935;1;1;0,959677419354839;0,943548387096774;"9274-1";1980;1;80;1021,11895287679
175;56;"G";90;0,983870967741935;1;1;0,959677419354839;0,943548387096774;"G1206-1";2690;1;80;1021,47582818879
177;56;"G";90;0,983870967741935;1;1;0,959677419354839;0,943548387096774;"G1206-1";2590;1;80;1016,52311609825
184;56;"G";90;0,959677419354839;1;1;0,959677419354839;0,919354838709677;"G1206-3";1687;1;80;848,741788622444
206;56;"G";90;0,951612903225806;1;1;0,959677419354839;0,911290322580645;"G1700-2";1688;1;90;762,55635926115
283;56;"G";90;0,943548387096774;1;1;0,959677419354839;0,903225806451613;"ER 20D-2";1970;1;90;753,487189198305
415;56;"G";90;0,943548387096774;1;1;0,959677419354839;0,903225806451613;"232-2";2422;1;90;763,52993209362
420;56;"G";90;1;1;1;0,959677419354839;0,959677419354839;"DE1002-1";3990;1;80;1155,78017715167
429;56;"G";90;0,983870967741935;1;1;0,959677419354839;0,943548387096774;"G1206-3";3674;2;80;860,529187374215
430;56;"G";90;1;1;1;0,959677419354839;0,959677419354839;"G1206-3";2187;1;80;893,736394836174
432;56;"G";90;0,991935483870968;1;1;0,959677419354839;0,951612903225806;"203-1";1868;1;90;876,915924242969
444;56;"G";90;0,991935483870968;1;1;0,959677419354839;0,951612903225806;"203-1";1668;1;80;792,24707215649
446;56;"G";90;0,951612903225806;1;1;0,959677419354839;0,911290322580645;"203-1";1368;1;90;752,817898354465
463;56;"G";90;0,983870967741935;1;1;0,959677419354839;0,943548387096774;"66-1";3526;1;100;866,352778635464
470;56;"G";90;0,983870967741935;1;1;0,959677419354839;0,943548387096774;"66-2";3726;1;90;876,356908242111
503;56;"G";90;0,983870967741935;1;1;0,959677419354839;0,943548387096774;"G1206-4";1887;1;60;865,712512650703
