"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
79;42;"G";80;0,970588235294118;0,911764705882353;1;1;0,911764705882353;"G1206-3";2087;1;80;883,367468423894
420;42;"G";80;1;0,911764705882353;1;1;0,911764705882353;"DE1002-1";3990;1;80;1155,78017715167
430;42;"G";80;0,970588235294118;0,911764705882353;1;1;0,911764705882353;"G1206-3";2187;1;80;893,736394836174
711;42;"G";80;1;0,911764705882353;1;1;0,911764705882353;"294-1";1764;1;40;1056,52845475141
712;42;"G";80;1;0,911764705882353;1;1;0,911764705882353;"294-2";1789;1;40;850,482585930078
723;42;"G";80;1;0,911764705882353;1;1;0,911764705882353;"363-1";2376;2;60;1103,09711723805
1009;42;"G";80;0,970588235294118;0,911764705882353;1;1;0,911764705882353;"G1206-3";1937;1;100;869,30840562165
1023;42;"G";80;1;0,911764705882353;1;1;0,911764705882353;"247-1";4809;1;90;1032,66786239258
1024;42;"G";80;1;0,911764705882353;1;1;0,911764705882353;"66-1";4806;1;90;1038,37163021269
1031;42;"G";80;1;0,911764705882353;1;1;0,911764705882353;"295-2";1829;1;40;878,723213651964
14;39;"G";80;0,941176470588235;0,941176470588235;1;1;0,911764705882353;"211-1";2241;2;80;883,736961496171
79;39;"G";80;0,970588235294118;0,941176470588235;1;1;0,941176470588235;"G1206-3";2087;1;80;883,367468423894
128;39;"G";80;0,941176470588235;0,941176470588235;1;1;0,911764705882353;"9274-1";1980;1;80;1021,11895287679
175;39;"G";80;0,970588235294118;0,941176470588235;1;1;0,911764705882353;"G1206-1";2690;1;80;1021,47582818879
177;39;"G";80;0,970588235294118;0,941176470588235;1;1;0,911764705882353;"G1206-1";2590;1;80;1016,52311609825
420;39;"G";80;1;0,941176470588235;1;1;0,941176470588235;"DE1002-1";3990;1;80;1155,78017715167
430;39;"G";80;0,970588235294118;0,941176470588235;1;1;0,941176470588235;"G1206-3";2187;1;80;893,736394836174
432;39;"G";80;0,941176470588235;0,941176470588235;1;1;0,911764705882353;"203-1";1868;1;90;876,915924242969
470;39;"G";80;0,941176470588235;0,941176470588235;1;1;0,911764705882353;"66-2";3726;1;90;876,356908242111
561;39;"G";80;0,941176470588235;0,941176470588235;1;1;0,911764705882353;"G1700-1";2087;1;80;859,519887004114
676;39;"G";80;0,941176470588235;0,941176470588235;1;1;0,911764705882353;"1293-2";1680;1;65;921,334459946183
711;39;"G";80;1;0,941176470588235;1;1;0,941176470588235;"294-1";1764;1;40;1056,52845475141
712;39;"G";80;1;0,941176470588235;1;1;0,941176470588235;"294-2";1789;1;40;850,482585930078
723;39;"G";80;1;0,941176470588235;1;1;0,941176470588235;"363-1";2376;2;60;1103,09711723805
883;39;"G";80;0,941176470588235;0,941176470588235;1;1;0,911764705882353;"66-1";3726;1;90;876,356908242111
920;39;"G";80;0,941176470588235;0,941176470588235;1;1;0,911764705882353;"264-1";4356;1;80;876,87510703218
923;39;"G";80;0,941176470588235;0,941176470588235;1;1;0,911764705882353;"246-1";2482;1;80;861,830255963242
990;39;"G";80;0,941176470588235;0,941176470588235;1;1;0,911764705882353;"261-2";1965;1;50;1029,31424656248
1009;39;"G";80;0,970588235294118;0,941176470588235;1;1;0,941176470588235;"G1206-3";1937;1;100;869,30840562165
1023;39;"G";80;1;0,941176470588235;1;1;0,941176470588235;"247-1";4809;1;90;1032,66786239258
1024;39;"G";80;1;0,941176470588235;1;1;0,941176470588235;"66-1";4806;1;90;1038,37163021269
1031;39;"G";80;1;0,941176470588235;1;1;0,941176470588235;"295-2";1829;1;40;878,723213651964
1047;39;"G";80;0,970588235294118;0,941176470588235;1;1;0,911764705882353;"295-1";1679;1;40;1045,1418945199
1053;39;"G";80;0,970588235294118;0,941176470588235;1;1;0,911764705882353;"295-1";1479;1;80;1024,27591868554
14;35;"G";80;0,941176470588235;0,970588235294118;1;1;0,941176470588235;"211-1";2241;2;80;883,736961496171
79;35;"G";80;0,970588235294118;0,970588235294118;1;1;0,970588235294118;"G1206-3";2087;1;80;883,367468423894
128;35;"G";80;0,941176470588235;0,970588235294118;1;1;0,941176470588235;"9274-1";1980;1;80;1021,11895287679
175;35;"G";80;0,970588235294118;0,970588235294118;1;1;0,941176470588235;"G1206-1";2690;1;80;1021,47582818879
177;35;"G";80;0,970588235294118;0,970588235294118;1;1;0,941176470588235;"G1206-1";2590;1;80;1016,52311609825
184;35;"G";80;0,911764705882353;0,970588235294118;1;1;0,911764705882353;"G1206-3";1687;1;80;848,741788622444
420;35;"G";80;1;0,970588235294118;1;1;0,970588235294118;"DE1002-1";3990;1;80;1155,78017715167
429;35;"G";80;0,911764705882353;0,970588235294118;1;1;0,911764705882353;"G1206-3";3674;2;80;860,529187374215
430;35;"G";80;0,970588235294118;0,970588235294118;1;1;0,970588235294118;"G1206-3";2187;1;80;893,736394836174
432;35;"G";80;0,941176470588235;0,970588235294118;1;1;0,941176470588235;"203-1";1868;1;90;876,915924242969
444;35;"G";80;0,911764705882353;0,970588235294118;1;1;0,911764705882353;"203-1";1668;1;80;792,24707215649
463;35;"G";80;0,911764705882353;0,970588235294118;1;1;0,911764705882353;"66-1";3526;1;100;866,352778635464
470;35;"G";80;0,941176470588235;0,970588235294118;1;1;0,941176470588235;"66-2";3726;1;90;876,356908242111
503;35;"G";80;0,911764705882353;0,970588235294118;1;1;0,911764705882353;"G1206-4";1887;1;60;865,712512650703
561;35;"G";80;0,941176470588235;0,970588235294118;1;1;0,941176470588235;"G1700-1";2087;1;80;859,519887004114
649;35;"G";80;0,911764705882353;0,970588235294118;1;1;0,911764705882353;"G1206-3";1887;1;100;864,941777996404
676;35;"G";80;0,941176470588235;0,970588235294118;1;1;0,941176470588235;"1293-2";1680;1;65;921,334459946183
711;35;"G";80;1;0,970588235294118;1;1;0,970588235294118;"294-1";1764;1;40;1056,52845475141
712;35;"G";80;1;0,970588235294118;1;1;0,970588235294118;"294-2";1789;1;40;850,482585930078
723;35;"G";80;1;0,970588235294118;1;1;0,970588235294118;"363-1";2376;2;60;1103,09711723805
758;35;"G";80;0,911764705882353;0,970588235294118;1;1;0,911764705882353;"203-1";1598;1;100;781,902042638094
779;35;"G";80;0,911764705882353;0,970588235294118;1;1;0,911764705882353;"250-1";3476;1;90;855,123388143463
784;35;"G";80;0,911764705882353;0,970588235294118;1;1;0,911764705882353;"250-1";3326;1;90;849,100782178489
872;35;"G";80;0,911764705882353;0,970588235294118;1;1;0,911764705882353;"232-2";2762;1;100;852,467786771253
883;35;"G";80;0,941176470588235;0,970588235294118;1;1;0,941176470588235;"66-1";3726;1;90;876,356908242111
920;35;"G";80;0,941176470588235;0,970588235294118;1;1;0,941176470588235;"264-1";4356;1;80;876,87510703218
923;35;"G";80;0,941176470588235;0,970588235294118;1;1;0,941176470588235;"246-1";2482;1;80;861,830255963242
925;35;"G";80;0,911764705882353;0,970588235294118;1;1;0,911764705882353;"285-2";2560;1;90;778,273586937253
949;35;"G";80;0,911764705882353;0,970588235294118;1;1;0,911764705882353;"232-2";2772;1;90;852,9543578825
990;35;"G";80;0,941176470588235;0,970588235294118;1;1;0,941176470588235;"261-2";1965;1;50;1029,31424656248
1009;35;"G";80;0,970588235294118;0,970588235294118;1;1;0,970588235294118;"G1206-3";1937;1;100;869,30840562165
1023;35;"G";80;1;0,970588235294118;1;1;0,970588235294118;"247-1";4809;1;90;1032,66786239258
1024;35;"G";80;1;0,970588235294118;1;1;0,970588235294118;"66-1";4806;1;90;1038,37163021269
1031;35;"G";80;1;0,970588235294118;1;1;0,970588235294118;"295-2";1829;1;40;878,723213651964
1047;35;"G";80;0,970588235294118;0,970588235294118;1;1;0,941176470588235;"295-1";1679;1;40;1045,1418945199
1053;35;"G";80;0,970588235294118;0,970588235294118;1;1;0,941176470588235;"295-1";1479;1;80;1024,27591868554
14;33;"G";80;0,941176470588235;1;1;1;0,941176470588235;"211-1";2241;2;80;883,736961496171
79;33;"G";80;0,970588235294118;1;1;1;0,970588235294118;"G1206-3";2087;1;80;883,367468423894
128;33;"G";80;0,941176470588235;1;1;1;0,941176470588235;"9274-1";1980;1;80;1021,11895287679
164;33;"G";80;0,911764705882353;1;1;1;0,911764705882353;"294-3";1480;1;80;881,272152419471
175;33;"G";80;0,970588235294118;1;1;1;0,970588235294118;"G1206-1";2690;1;80;1021,47582818879
177;33;"G";80;0,970588235294118;1;1;1;0,970588235294118;"G1206-1";2590;1;80;1016,52311609825
184;33;"G";80;0,911764705882353;1;1;1;0,911764705882353;"G1206-3";1687;1;80;848,741788622444
420;33;"G";80;1;1;1;1;1;"DE1002-1";3990;1;80;1155,78017715167
429;33;"G";80;0,911764705882353;1;1;1;0,911764705882353;"G1206-3";3674;2;80;860,529187374215
430;33;"G";80;0,970588235294118;1;1;1;0,970588235294118;"G1206-3";2187;1;80;893,736394836174
432;33;"G";80;0,941176470588235;1;1;1;0,941176470588235;"203-1";1868;1;90;876,915924242969
444;33;"G";80;0,911764705882353;1;1;1;0,911764705882353;"203-1";1668;1;80;792,24707215649
463;33;"G";80;0,911764705882353;1;1;1;0,911764705882353;"66-1";3526;1;100;866,352778635464
470;33;"G";80;0,941176470588235;1;1;1;0,941176470588235;"66-2";3726;1;90;876,356908242111
503;33;"G";80;0,911764705882353;1;1;1;0,911764705882353;"G1206-4";1887;1;60;865,712512650703
561;33;"G";80;0,941176470588235;1;1;1;0,941176470588235;"G1700-1";2087;1;80;859,519887004114
