"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
79;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;"G1206-3";2087;1;80;883,367468423894
128;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;"9274-1";1980;1;80;1021,11895287679
175;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;"G1206-1";2690;1;80;1021,47582818879
177;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;"G1206-1";2590;1;80;1016,52311609825
420;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;"DE1002-1";3990;1;80;1155,78017715167
430;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;"G1206-3";2187;1;80;893,736394836174
470;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;"66-2";3726;1;90;876,356908242111
561;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;"G1700-1";2087;1;80;859,519887004114
676;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;"1293-2";1680;1;65;921,334459946183
711;54;"G";70;0,989795918367347;0,918367346938776;1;0,948979591836735;0,908163265306122;"294-1";1764;1;40;1056,52845475141
712;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;"294-2";1789;1;40;860,587065051926
723;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;"363-1";2376;2;60;1103,09711723805
883;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;"66-1";3726;1;90;876,356908242111
1023;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;"247-1";4809;1;90;1032,66786239258
1024;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;"66-1";4806;1;90;1038,37163021269
1031;54;"G";70;1;0,918367346938776;1;0,948979591836735;0,918367346938776;"295-2";1829;1;40;878,723213651964
1047;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;"295-1";1679;1;40;1045,1418945199
79;53;"G";70;1;0,938775510204082;1;0,948979591836735;0,928571428571429;"G1206-3";2087;1;80;883,367468423894
128;53;"G";70;0,969387755102041;0,938775510204082;1;0,948979591836735;0,918367346938776;"9274-1";1980;1;80;1021,11895287679
175;53;"G";70;0,969387755102041;0,938775510204082;1;0,948979591836735;0,918367346938776;"G1206-1";2690;1;80;1021,47582818879
177;53;"G";70;0,969387755102041;0,938775510204082;1;0,948979591836735;0,918367346938776;"G1206-1";2590;1;80;1016,52311609825
420;53;"G";70;1;0,938775510204082;1;0,948979591836735;0,928571428571429;"DE1002-1";3990;1;80;1155,78017715167
430;53;"G";70;1;0,938775510204082;1;0,948979591836735;0,928571428571429;"G1206-3";2187;1;80;893,736394836174
470;53;"G";70;0,969387755102041;0,938775510204082;1;0,948979591836735;0,918367346938776;"66-2";3726;1;90;876,356908242111
561;53;"G";70;0,969387755102041;0,938775510204082;1;0,948979591836735;0,918367346938776;"G1700-1";2087;1;80;859,519887004114
676;53;"G";70;0,969387755102041;0,938775510204082;1;0,948979591836735;0,918367346938776;"1293-2";1680;1;65;921,334459946183
711;53;"G";70;0,989795918367347;0,938775510204082;1;0,948979591836735;0,918367346938776;"294-1";1764;1;40;1056,52845475141
712;53;"G";70;1;0,938775510204082;1;0,948979591836735;0,928571428571429;"294-2";1789;1;40;860,587065051926
723;53;"G";70;1;0,938775510204082;1;0,948979591836735;0,928571428571429;"363-1";2376;2;60;1103,09711723805
883;53;"G";70;0,969387755102041;0,938775510204082;1;0,948979591836735;0,918367346938776;"66-1";3726;1;90;876,356908242111
1023;53;"G";70;1;0,938775510204082;1;0,948979591836735;0,928571428571429;"247-1";4809;1;90;1032,66786239258
1024;53;"G";70;1;0,938775510204082;1;0,948979591836735;0,928571428571429;"66-1";4806;1;90;1038,37163021269
1031;53;"G";70;1;0,938775510204082;1;0,948979591836735;0,928571428571429;"295-2";1829;1;40;878,723213651964
1047;53;"G";70;0,969387755102041;0,938775510204082;1;0,948979591836735;0,918367346938776;"295-1";1679;1;40;1045,1418945199
79;50;"G";70;1;0,948979591836735;1;0,948979591836735;0,928571428571429;"G1206-3";2087;1;80;883,367468423894
128;50;"G";70;0,969387755102041;0,948979591836735;1;0,948979591836735;0,918367346938776;"9274-1";1980;1;80;1021,11895287679
175;50;"G";70;0,969387755102041;0,948979591836735;1;0,948979591836735;0,918367346938776;"G1206-1";2690;1;80;1021,47582818879
177;50;"G";70;0,969387755102041;0,948979591836735;1;0,948979591836735;0,918367346938776;"G1206-1";2590;1;80;1016,52311609825
420;50;"G";70;1;0,948979591836735;1;0,948979591836735;0,928571428571429;"DE1002-1";3990;1;80;1155,78017715167
430;50;"G";70;1;0,948979591836735;1;0,948979591836735;0,928571428571429;"G1206-3";2187;1;80;893,736394836174
470;50;"G";70;0,969387755102041;0,948979591836735;1;0,948979591836735;0,918367346938776;"66-2";3726;1;90;876,356908242111
561;50;"G";70;0,969387755102041;0,948979591836735;1;0,948979591836735;0,918367346938776;"G1700-1";2087;1;80;859,519887004114
676;50;"G";70;0,969387755102041;0,948979591836735;1;0,948979591836735;0,918367346938776;"1293-2";1680;1;65;921,334459946183
711;50;"G";70;0,989795918367347;0,948979591836735;1;0,948979591836735;0,918367346938776;"294-1";1764;1;40;1056,52845475141
712;50;"G";70;1;0,948979591836735;1;0,948979591836735;0,928571428571429;"294-2";1789;1;40;860,587065051926
723;50;"G";70;1;0,948979591836735;1;0,948979591836735;0,928571428571429;"363-1";2376;2;60;1103,09711723805
883;50;"G";70;0,969387755102041;0,948979591836735;1;0,948979591836735;0,918367346938776;"66-1";3726;1;90;876,356908242111
1023;50;"G";70;1;0,948979591836735;1;0,948979591836735;0,928571428571429;"247-1";4809;1;90;1032,66786239258
1024;50;"G";70;1;0,948979591836735;1;0,948979591836735;0,928571428571429;"66-1";4806;1;90;1038,37163021269
1031;50;"G";70;1;0,948979591836735;1;0,948979591836735;0,928571428571429;"295-2";1829;1;40;878,723213651964
1047;50;"G";70;0,969387755102041;0,948979591836735;1;0,948979591836735;0,918367346938776;"295-1";1679;1;40;1045,1418945199
79;47;"G";70;1;0,959183673469388;1;0,948979591836735;0,938775510204082;"G1206-3";2087;1;80;883,367468423894
128;47;"G";70;0,969387755102041;0,959183673469388;1;0,948979591836735;0,928571428571429;"9274-1";1980;1;80;1021,11895287679
175;47;"G";70;0,969387755102041;0,959183673469388;1;0,948979591836735;0,928571428571429;"G1206-1";2690;1;80;1021,47582818879
177;47;"G";70;0,969387755102041;0,959183673469388;1;0,948979591836735;0,928571428571429;"G1206-1";2590;1;80;1016,52311609825
420;47;"G";70;1;0,959183673469388;1;0,948979591836735;0,938775510204082;"DE1002-1";3990;1;80;1155,78017715167
429;47;"G";70;0,948979591836735;0,959183673469388;1;0,948979591836735;0,908163265306122;"G1206-3";3674;2;80;860,529187374215
