"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
14;44;"G";80;0,9625;0,95;1;0,9875;0,9;"211-1";2241;2;80;883,736961496171
32;44;"G";80;0,95;0,95;1;0,9875;0,9;"295-1";1279;1;80;889,006873563089
79;44;"G";80;0,975;0,95;1;0,9875;0,925;"G1206-3";2087;1;80;883,367468423894
128;44;"G";80;0,9625;0,95;1;0,9875;0,9;"9274-1";1980;1;80;1021,11895287679
164;44;"G";80;0,9625;0,95;1;0,9875;0,9;"294-3";1480;1;80;881,272152419471
175;44;"G";80;0,9625;0,95;1;0,9875;0,9;"G1206-1";2690;1;80;1021,47582818879
177;44;"G";80;0,9625;0,95;1;0,9875;0,9;"G1206-1";2590;1;80;1016,52311609825
266;44;"G";80;0,9625;0,95;1;0,9875;0,9;"294-3";1380;1;80;867,193864633555
292;44;"G";80;0,95;0,95;1;0,9875;0,9;"294-1";1279;1;80;891,689169221388
420;44;"G";80;1;0,95;1;0,9875;0,9375;"DE1002-1";3990;1;80;1155,78017715167
430;44;"G";80;1;0,95;1;0,9875;0,9375;"G1206-3";2187;1;80;893,736394836174
432;44;"G";80;0,9625;0,95;1;0,9875;0,925;"203-1";1868;1;90;876,915924242969
444;44;"G";80;0,9375;0,95;1;0,9875;0,9125;"203-1";1668;1;80;792,24707215649
470;44;"G";80;0,95;0,95;1;0,9875;0,9;"66-2";3726;1;90;876,356908242111
533;44;"G";80;0,9625;0,95;1;0,9875;0,9;"261-1";1480;1;80;881,837246282889
561;44;"G";80;0,9625;0,95;1;0,9875;0,9;"G1700-1";2087;1;80;859,519887004114
628;44;"G";80;0,9625;0,95;1;0,9875;0,9;"294-1";1329;1;80;903,290386568296
676;44;"G";80;0,9625;0,95;1;0,9875;0,9;"1293-2";1680;1;65;921,334459946183
703;44;"G";80;0,95;0,95;1;0,9875;0,9;"294-3";1370;1;80;865,891804639891
711;44;"G";80;0,975;0,95;1;0,9875;0,9125;"294-1";1764;1;40;1056,52845475141
712;44;"G";80;0,975;0,95;1;0,9875;0,9125;"294-2";1789;1;40;850,482585930078
723;44;"G";80;1;0,95;1;0,9875;0,9375;"363-1";2376;2;60;1103,09711723805
883;44;"G";80;0,95;0,95;1;0,9875;0,9;"66-1";3726;1;90;876,356908242111
920;44;"G";80;0,9625;0,95;1;0,9875;0,925;"264-1";4356;1;80;876,87510703218
923;44;"G";80;0,9375;0,95;1;0,9875;0,9;"246-1";2482;1;80;861,830255963242
940;44;"G";80;0,95;0,95;1;0,9875;0,9;"298-1";1168;1;80;1004,99701624139
947;44;"G";80;0,95;0,95;1;0,9875;0,9;"261-2";1880;1;50;1022,21376116044
951;44;"G";80;0,9625;0,95;1;0,9875;0,9;"261-1";1400;1;80;870,580423277295
953;44;"G";80;0,95;0,95;1;0,9875;0,9;"261-1";1380;1;100;867,944549836015
974;44;"G";80;0,9625;0,95;1;0,9875;0,9;"295-1";1359;1;80;907,09860687469
990;44;"G";80;0,95;0,95;1;0,9875;0,9;"261-2";1965;1;50;1029,31424656248
1009;44;"G";80;0,9375;0,95;1;0,9875;0,9;"G1206-3";1937;1;100;869,30840562165
1023;44;"G";80;1;0,95;1;0,9875;0,9375;"247-1";4809;1;90;1032,66786239258
1024;44;"G";80;1;0,95;1;0,9875;0,9375;"66-1";4806;1;90;1038,37163021269
1027;44;"G";80;0,95;0,95;1;0,9875;0,9;"G1000-1";1380;1;100;861,097230636314
1031;44;"G";80;0,975;0,95;1;0,9875;0,9125;"295-2";1829;1;40;878,723213651964
1046;44;"G";80;0,9625;0,95;1;0,9875;0,9;"295-1";1379;1;40;912,571717280742
1047;44;"G";80;0,9625;0,95;1;0,9875;0,9;"295-1";1679;1;40;1045,1418945199
1053;44;"G";80;0,9625;0,95;1;0,9875;0,9;"295-1";1479;1;80;1024,27591868554
14;37;"G";80;0,9625;0,9875;1;0,9875;0,9375;"211-1";2241;2;80;883,736961496171
32;37;"G";80;0,95;0,9875;1;0,9875;0,925;"295-1";1279;1;80;889,006873563089
79;37;"G";80;0,975;0,9875;1;0,9875;0,95;"G1206-3";2087;1;80;883,367468423894
102;37;"G";80;0,925;0,9875;1;0,9875;0,9;"G1206-1";2090;1;80;863,229807604932
128;37;"G";80;0,9625;0,9875;1;0,9875;0,9375;"9274-1";1980;1;80;1021,11895287679
164;37;"G";80;0,9625;0,9875;1;0,9875;0,9375;"294-3";1480;1;80;881,272152419471
175;37;"G";80;0,9625;0,9875;1;0,9875;0,9375;"G1206-1";2690;1;80;1021,47582818879
177;37;"G";80;0,9625;0,9875;1;0,9875;0,9375;"G1206-1";2590;1;80;1016,52311609825
184;37;"G";80;0,925;0,9875;1;0,9875;0,9;"G1206-3";1687;1;80;848,741788622444
266;37;"G";80;0,9625;0,9875;1;0,9875;0,9375;"294-3";1380;1;80;867,193864633555
288;37;"G";80;0,925;0,9875;1;0,9875;0,9;"261-1";1280;1;60;824,956462813785
292;37;"G";80;0,95;0,9875;1;0,9875;0,925;"294-1";1279;1;80;891,689169221388
376;37;"G";80;0,925;0,9875;1;0,9875;0,9;"294-3";1280;1;80;854,838160396345
417;37;"G";80;0,925;0,9875;1;0,9875;0,9;"G1206-1";4100;2;80;859,556734209813
420;37;"G";80;1;0,9875;1;0,9875;0,975;"DE1002-1";3990;1;80;1155,78017715167
429;37;"G";80;0,925;0,9875;1;0,9875;0,9;"G1206-3";3674;2;80;860,529187374215
430;37;"G";80;1;0,9875;1;0,9875;0,975;"G1206-3";2187;1;80;893,736394836174
432;37;"G";80;0,9625;0,9875;1;0,9875;0,9375;"203-1";1868;1;90;876,915924242969
444;37;"G";80;0,9375;0,9875;1;0,9875;0,9125;"203-1";1668;1;80;792,24707215649
460;37;"G";80;0,925;0,9875;1;0,9875;0,9;"G1700-1";1687;1;90;844,640229594921
463;37;"G";80;0,925;0,9875;1;0,9875;0,9;"66-1";3526;1;100;866,352778635464
470;37;"G";80;0,95;0,9875;1;0,9875;0,925;"66-2";3726;1;90;876,356908242111
503;37;"G";80;0,925;0,9875;1;0,9875;0,9;"G1206-4";1887;1;60;865,712512650703
