"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
12;55;"G";100;1;1;1;1;1;"ER 20D-2";1880;1;80;746,259039057994
14;55;"G";100;1;1;1;1;1;"211-1";2241;2;80;883,736961496171
16;55;"G";100;1;1;1;1;1;"185-2";1935;1;90;553,313381310596
20;55;"G";100;1;1;1;1;1;"189-2";2786;1;90;624,752739433442
26;55;"G";100;1;1;1;1;1;"28-1";2385;1;90;600,184697353645
32;55;"G";100;1;1;1;1;1;"295-1";1279;1;80;889,006873563089
34;55;"G";100;1;1;1;1;1;"185-2";2635;1;90;620,418864540445
35;55;"G";100;1;1;1;1;1;"185-2";2735;1;90;629,094361966156
36;55;"G";100;1;1;1;1;1;"185-2";2785;1;90;633,58086915067
37;55;"G";100;1;1;1;1;1;"185-2";2235;1;90;588,872803312127
42;55;"G";100;1;1;1;1;1;"185-2";2435;1;90;604,084112081587
43;55;"G";100;1;1;1;1;1;"140-1";1683;1;100;611,116644537155
49;55;"G";100;1;1;1;1;1;"140-1";2083;1;100;670,800262981201
50;55;"G";100;0,9375;1;1;1;0,9375;"140-1";1548;1;100;594,85697223761
57;55;"G";100;1;1;1;1;1;"264-1";3456;1;80;765,887583017809
67;55;"G";100;1;1;1;1;1;"152-3";2487;1;100;592,679897676521
75;55;"G";100;1;1;1;1;1;"185-2";1885;1;90;549,087623545267
77;55;"G";100;1;1;1;1;1;"185CL1-1";2384;1;100;599,915914613198
79;55;"G";100;1;1;1;1;1;"G1206-3";2087;1;80;883,367468423894
80;55;"G";100;1;1;1;1;1;"185-2";2115;1;90;569,404571324873
83;55;"G";100;1;1;1;1;1;"185-2";2085;1;90;566,61520517465
91;55;"G";100;1;1;1;1;1;"185-2";2285;1;90;592,581933502394
93;55;"G";100;1;1;1;1;1;"185CL1-1";2684;1;90;624,36296541038
94;55;"G";100;1;1;1;1;1;"185CL1-1";2984;1;100;662,002218059334
102;55;"G";100;1;1;1;1;1;"G1206-1";2090;1;80;863,229807604932
108;55;"G";100;1;1;1;1;1;"4370-1";2290;1;100;602,45853232996
109;55;"G";100;1;1;1;1;1;"189-2";2286;1;100;574,388268738213
121;55;"G";100;0,9375;1;1;1;0,9375;"4370-1";1990;1;100;577,67839997846
128;55;"G";100;1;1;1;1;1;"9274-1";1980;1;80;1021,11895287679
129;55;"G";100;1;1;1;1;1;"140-1";4086;2;90;665,774164163545
131;55;"G";100;1;1;1;1;1;"189-2";5572;2;80;624,524767439653
139;55;"G";100;1;1;1;1;1;"185-2";2385;1;90;600,184697353645
140;55;"G";100;0,9375;1;1;1;0,9375;"185-2";1820;1;90;543,729415853742
141;55;"G";100;1;1;1;1;1;"185-2";3970;2;90;557,33630967251
142;55;"G";100;1;1;1;1;1;"151-1";2518;1;90;609,360754250216
143;55;"G";100;1;1;1;1;1;"140-1";3966;2;90;659,035294102765
144;55;"G";100;1;1;1;1;1;"185-2";2485;1;90;608,053249570571
146;55;"G";100;1;1;1;1;1;"145-2";2180;1;90;601,45386677602
148;55;"G";100;1;1;1;1;1;"185CL1-1";2084;1;100;566,335416087669
149;55;"G";100;1;1;1;1;1;"185CL1-1";2034;1;100;561,798900858249
154;55;"G";100;1;1;1;1;1;"189-2";3922;2;85;547,879939134154
155;55;"G";100;1;1;1;1;1;"140-1";1873;1;90;636,5743960239
158;55;"G";100;1;1;1;1;1;"6186-1";1884;1;90;549,005471829853
159;55;"G";100;1;1;1;1;1;"189-2";2186;1;90;565,968418659385
161;55;"G";100;1;1;1;1;1;"189-2";2486;1;90;592,263623114325
162;55;"G";100;1;1;1;1;1;"140-1";1883;1;90;638,016549486224
164;55;"G";100;1;1;1;1;1;"294-3";1480;1;80;881,272152419471
166;55;"G";100;0,9375;1;1;1;0,9375;"294-3";1245;1;80;850,819216636849
167;55;"G";100;1;1;1;1;1;"232-2";2322;1;80;755,6825161526
174;55;"G";100;1;1;1;1;1;"260-2";1484;1;90;762,242940439577
175;55;"G";100;1;1;1;1;1;"G1206-1";2690;1;80;1021,47582818879
177;55;"G";100;1;1;1;1;1;"G1206-1";2590;1;80;1016,52311609825
179;55;"G";100;1;1;1;1;1;"185-2";1985;1;90;557,637357829811
181;55;"G";100;1;1;1;1;1;"DH1004-1";1072;1;90;779,181259904269
184;55;"G";100;1;1;1;1;1;"G1206-3";1687;1;80;848,741788622444
188;55;"G";100;1;1;1;1;1;"185-2";1880;1;100;548,670166703351
194;55;"G";100;1;1;1;1;1;"152-2";2952;1;90;640,898967445414
195;55;"G";100;1;1;1;1;1;"182-2";2086;1;100;558,314465613693
202;55;"G";100;1;1;1;1;1;"185-2";3960;2;90;556,901609584567
204;55;"G";100;1;1;1;1;1;"145-2";2430;1;100;633,441992941703
206;55;"G";100;1;1;1;1;1;"G1700-2";1688;1;90;762,55635926115
214;55;"G";100;0,9375;1;1;1;0,9375;"145-2";1879;1;100;574,786903967805
215;55;"G";100;1;1;1;1;1;"151-1";2418;1;90;601,387560973004
218;55;"G";100;1;1;1;1;1;"155-1";2598;1;90;644,643097456303
219;55;"G";100;1;1;1;1;1;"185-2";2935;1;90;658,664144084364
220;55;"G";100;1;1;1;1;1;"155-1";2523;1;100;638,930266158427
222;55;"G";100;1;1;1;1;1;"185-2";2245;1;90;589,609906310484
223;55;"G";100;1;1;1;1;1;"185-2";1955;1;90;555,030748115332
226;55;"G";100;1;1;1;1;1;"185-2";3075;1;90;668,816333078269
227;55;"G";100;1;1;1;1;1;"185-2";2585;1;90;616,216136388036
228;55;"G";100;1;1;1;1;1;"185-2";3035;1;90;665,874322743458
235;55;"G";100;1;1;1;1;1;"185-2";2065;1;90;564,781570241551
242;55;"G";100;1;1;1;1;1;"145-2";2080;1;90;591,990602075961
253;55;"G";100;0,9375;1;1;1;0,9375;"185-2";1845;1;80;545,772923338239
266;55;"G";100;1;1;1;1;1;"294-3";1380;1;80;867,193864633555
273;55;"G";100;1;1;1;1;1;"185-2";2665;1;80;622,982313720013
276;55;"G";100;1;1;1;1;1;"152-3";2587;1;90;602,092320386222
278;55;"G";100;1;1;1;1;1;"185-2";2083;1;100;566,430928853532
280;55;"G";100;1;1;1;1;1;"155-1";2773;1;90;658,748418404251
281;55;"G";100;1;1;1;1;1;"155-1";2663;1;90;649,74807083522
283;55;"G";100;1;1;1;1;1;"ER 20D-2";1970;1;90;753,487189198305
284;55;"G";100;1;1;1;1;1;"6186-1";2484;1;80;607,974073097375
286;55;"G";100;1;1;1;1;1;"140-1";1833;1;90;630,918833400238
288;55;"G";100;1;1;1;1;1;"261-1";1280;1;60;824,956462813785
292;55;"G";100;1;1;1;1;1;"294-1";1279;1;80;891,689169221388
297;55;"G";100;1;1;1;1;1;"ER 20D-5";1530;1;100;733,162500257992
311;55;"G";100;1;1;1;1;1;"185-2";2040;1;90;562,517236248648
322;55;"G";100;0,9375;1;1;1;0,9375;"185-2";1835;1;90;544,952977543852
336;55;"G";100;1;1;1;1;1;"183-1";1917;1;80;544,404429281191
337;55;"G";100;1;1;1;1;1;"185CL1-1";1884;1;90;548,848061860494
340;55;"G";100;1;1;1;1;1;"185-2";1945;1;90;554,170071177781
342;55;"G";100;1;1;1;1;1;"185-2";1970;1;100;556,32938101214
343;55;"G";100;1;1;1;1;1;"146-3";2244;1;90;590,855707767193
360;55;"G";100;1;1;1;1;1;"185-2";1875;1;90;548,253613660829
363;55;"G";100;1;1;1;1;1;"146-3";2064;1;90;566,009400105631
369;55;"G";100;1;1;1;1;1;"185-2";1975;1;90;556,764323499873
376;55;"G";100;1;1;1;1;1;"294-3";1280;1;80;854,838160396345
377;55;"G";100;1;1;1;1;1;"185-2";3940;2;80;556,035287602466
382;55;"G";100;0,9375;1;1;1;0,9375;"4370-1";1975;1;90;576,528855171712
384;55;"G";100;1;1;1;1;1;"185CL1-1";1874;1;90;548,015879313167
392;55;"G";100;1;1;1;1;1;"185-2";2685;1;100;624,709499322396
393;55;"G";100;1;1;1;1;1;"185-2";2275;1;80;591,835344309158
394;55;"G";100;1;1;1;1;1;"ER 20D-2";1580;1;90;679,680272653386
396;55;"G";100;1;1;1;1;1;"6186-1";2284;1;100;592,50685055494
397;55;"G";100;0,9375;1;1;1;0,9375;"182-2";1931;1;100;546,15454133987
415;55;"G";100;1;1;1;1;1;"232-2";2422;1;90;763,52993209362
417;55;"G";100;1;1;1;1;1;"G1206-1";4100;2;80;859,556734209813
419;55;"G";100;1;1;1;1;1;"151-1";2918;1;80;654,653319877115
420;55;"G";100;1;1;1;1;1;"DE1002-1";3990;1;80;1155,78017715167
427;55;"G";100;1;1;1;1;1;"G1206-3";1387;1;80;749,114112518104
429;55;"G";100;1;1;1;1;1;"G1206-3";3674;2;80;860,529187374215
430;55;"G";100;1;1;1;1;1;"G1206-3";2187;1;80;893,736394836174
431;55;"G";100;1;1;1;1;1;"189-2";2066;1;100;556,25367350708
432;55;"G";100;1;1;1;1;1;"203-1";1868;1;90;876,915924242969
433;55;"G";100;0,9375;1;1;1;0,9375;"185-2";3685;2;90;545,324387926639
435;55;"G";100;1;1;1;1;1;"182-1";2186;1;90;566,512735662112
437;55;"G";100;1;1;1;1;1;"185-2";2265;1;90;591,09115692983
438;55;"G";100;1;1;1;1;1;"189-3";4132;2;100;557,625257184726
442;55;"G";100;1;1;1;1;1;"189-2";2386;1;100;583,138732072833
443;55;"G";100;1;1;1;1;1;"189-2";1986;1;90;549,991388571305
444;55;"G";100;1;1;1;1;1;"203-1";1668;1;80;792,24707215649
446;55;"G";100;1;1;1;1;1;"203-1";1368;1;90;752,817898354465
447;55;"G";100;1;1;1;1;1;"140-1";1733;1;90;617,492438602624
448;55;"G";100;1;1;1;1;1;"140-1";1583;1;90;598,948815529943
450;55;"G";100;1;1;1;1;1;"203-1";1068;1;90;672,784322263688
460;55;"G";100;1;1;1;1;1;"G1700-1";1687;1;90;844,640229594921
463;55;"G";100;1;1;1;1;1;"66-1";3526;1;100;866,352778635464
464;55;"G";100;1;1;1;1;1;"189-2";2086;1;90;557,845210536639
466;55;"G";100;1;1;1;1;1;"189-3";2086;1;100;559,50516632501
467;55;"G";100;1;1;1;1;1;"28-1";2085;1;90;566,61520517465
469;55;"G";100;1;1;1;1;1;"189-2";2481;1;90;591,797653836832
470;55;"G";100;1;1;1;1;1;"66-2";3726;1;90;876,356908242111
473;55;"G";100;1;1;1;1;1;"189-2";4172;2;90;557,62975300667
474;55;"G";100;1;1;1;1;1;"189-2";2491;1;90;592,73067129705
475;55;"G";100;1;1;1;1;1;"189-2";4092;2;90;554,466732353591
478;55;"G";100;1;1;1;1;1;"189-2";4132;2;100;556,043021486761
481;55;"G";100;1;1;1;1;1;"203-1";1267;1;80;741,679472634862
489;55;"G";100;1;1;1;1;1;"185-2";2185;1;90;585,221746667392
503;55;"G";100;1;1;1;1;1;"G1206-4";1887;1;60;865,712512650703
518;55;"G";100;1;1;1;1;1;"28-1";1885;1;90;549,087623545267
522;55;"G";100;1;1;1;1;1;"28-1";2705;1;90;626,451749245355
525;55;"G";100;1;1;1;1;1;"139-1";2086;1;100;671,221941191462
527;55;"G";100;0,9375;1;1;1;0,9375;"189-3";1886;1;100;543,625592869865
533;55;"G";100;1;1;1;1;1;"261-1";1480;1;80;881,837246282889
535;55;"G";100;1;1;1;1;1;"185-2";3750;2;90;547,998650363595
546;55;"G";100;0,9375;1;1;1;0,9375;"145-2";1880;1;100;574,867751880662
558;55;"G";100;1;1;1;1;1;"225-1";1428;1;80;782,908512801698
561;55;"G";100;1;1;1;1;1;"G1700-1";2087;1;80;859,519887004114
569;55;"G";100;0,9375;1;1;1;0,9375;"212-1";963;1;80;762,250697782461
581;55;"G";100;1;1;1;1;1;"140-1";1568;1;90;597,18516677592
589;55;"G";100;0,9375;1;1;1;0,9375;"155-1";2403;1;100;630,148606110299
591;55;"G";100;1;1;1;1;1;"Re 482-2";2064;1;90;557,893887110613
593;55;"G";100;1;1;1;1;1;"155-1";2643;1;90;648,161353251597
596;55;"G";100;1;1;1;1;1;"155-1";2723;1;100;654,597939389987
597;55;"G";100;1;1;1;1;1;"4370-1";2090;1;100;585,53710529832
610;55;"G";100;1;1;1;1;1;"185-2";2205;1;90;586,675352183068
620;55;"G";100;1;1;1;1;1;"203-1";1268;1;80;741,785959688446
621;55;"G";100;1;1;1;1;1;"155-1";2623;1;100;646,588964142461
628;55;"G";100;1;1;1;1;1;"294-1";1329;1;80;903,290386568296
639;55;"G";100;1;1;1;1;1;"D 75BB-1";1066;1;80;873,169327005145
644;55;"G";100;1;1;1;1;1;"185-2";2035;1;100;562,067943775109
647;55;"G";100;1;1;1;1;1;"G1206-3";1487;1;100;761,720826760884
649;55;"G";100;1;1;1;1;1;"G1206-3";1887;1;100;864,941777996404
650;55;"G";100;1;1;1;1;1;"185-2";2135;1;90;571,29145337504
652;55;"G";100;1;1;1;1;1;"185-2";2325;1;90;595,592729975235
654;55;"G";100;0,9375;1;1;1;0,9375;"298-1";1068;1;80;879,435879121338
657;55;"G";100;1;1;1;1;1;"185-2";2220;1;90;587,771497124993
659;55;"G";100;1;1;1;1;1;"185CL1-1";2234;1;90;588,633276839229
661;55;"G";100;1;1;1;1;1;"145-2";2580;1;90;644,51326657475
665;55;"G";100;0,9375;1;1;1;0,9375;"145-2";1830;1;90;570,874745099372
669;55;"G";100;0,9375;1;1;1;0,9375;"185CL1-1";1844;1;90;545,540574116547
676;55;"G";100;1;1;1;1;1;"1293-2";1680;1;65;921,334459946183
679;55;"G";100;1;1;1;1;1;"185-2";1925;1;90;552,460616132083
680;55;"G";100;0,9375;1;1;1;0,9375;"185-2";1840;1;90;545,362522869254
681;55;"G";100;0,9375;1;1;1;0,9375;"185-2";1865;1;90;547,423193470418
683;55;"G";100;0,9375;1;1;1;0,9375;"1144-1";1384;1;100;554,899704301152
685;55;"G";100;1;1;1;1;1;"185-2";3084;1;100;669,4829957287
686;55;"G";100;1;1;1;1;1;"185-2";2455;1;90;605,663200039511
687;55;"G";100;1;1;1;1;1;"151-1";2318;1;90;593,703782683695
703;55;"G";100;1;1;1;1;1;"294-3";1370;1;80;865,891804639891
711;55;"G";100;1;1;1;1;1;"294-1";1764;1;40;1056,52845475141
712;55;"G";100;1;1;1;1;1;"294-2";1789;1;40;850,482585930078
718;55;"G";100;1;1;1;1;1;"185-2";4060;2;90;561,296363427064
720;55;"G";100;1;1;1;1;1;"185-2";2470;1;90;606,854972821056
723;55;"G";100;1;1;1;1;1;"363-1";2376;2;60;1103,09711723805
724;55;"G";100;1;1;1;1;1;"EU 43-1";2065;1;90;564,781570241551
744;55;"G";100;1;1;1;1;1;"185-2";2025;1;90;561,172842716271
747;55;"G";100;1;1;1;1;1;"185-2";2430;1;90;603,691091300158
752;55;"G";100;1;1;1;1;1;"1144-1";1484;1;90;566,914883767021
756;55;"G";100;1;1;1;1;1;"185CL1-1";1984;1;80;557,378589092045
758;55;"G";100;1;1;1;1;1;"203-1";1598;1;100;781,902042638094
763;55;"G";100;1;1;1;1;1;"185-2";1910;1;100;551,188695656781
764;55;"G";100;1;1;1;1;1;"185-2";2340;1;90;596,732055080005
772;55;"G";100;1;1;1;1;1;"232-2";2072;1;90;738,144435372518
774;55;"G";100;1;1;1;1;1;"1116-1";2186;1;90;566,302824504387
776;55;"G";100;1;1;1;1;1;"185-2";2885;1;90;655,133638272681
779;55;"G";100;1;1;1;1;1;"250-1";3476;1;90;855,123388143463
780;55;"G";100;1;1;1;1;1;"246-1";1882;1;90;749,605677110588
782;55;"G";100;1;1;1;1;1;"155-1";2823;1;90;663,00561932289
784;55;"G";100;1;1;1;1;1;"250-1";3326;1;90;849,100782178489
799;55;"G";100;1;1;1;1;1;"1144-1";1644;1;100;587,593563537626
803;55;"G";100;1;1;1;1;1;"1144-1";1584;1;100;579,607324551865
805;55;"G";100;1;1;1;1;1;"1116-1";2586;1;90;609,293993073185
808;55;"G";100;1;1;1;1;1;"1144-1";1534;1;90;573,17013877223
824;55;"G";100;1;1;1;1;1;"145-2";2380;1;90;629,892040019016
828;55;"G";100;1;1;1;1;1;"140-1";2283;1;100;695,791805181298
834;55;"G";100;1;1;1;1;1;"185-2";2755;1;90;630,876308577178
835;55;"G";100;1;1;1;1;1;"185-2";2295;1;90;593,330945297152
869;55;"G";100;1;1;1;1;1;"156-1";2370;1;90;597,493577786885
872;55;"G";100;1;1;1;1;1;"232-2";2762;1;100;852,467786771253
874;55;"G";100;1;1;1;1;1;"152-2";2887;1;90;635,297478375083
875;55;"G";100;1;1;1;1;1;"185-2";2605;1;100;617,887045355602
