"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
12;64;"G";90;0,974683544303797;0,949367088607595;1;0,974683544303797;0,924050632911392;"ER 20D-2";1880;1;80;746,259039057994
14;64;"G";90;1;0,949367088607595;1;0,974683544303797;0,924050632911392;"211-1";2241;2;80;883,736961496171
49;64;"G";90;0,962025316455696;0,949367088607595;1;0,974683544303797;0,911392405063291;"140-1";2083;1;100;670,800262981201
57;64;"G";90;0,987341772151899;0,949367088607595;1;0,974683544303797;0,924050632911392;"264-1";3456;1;80;765,887583017809
79;64;"G";90;1;0,949367088607595;1;0,974683544303797;0,924050632911392;"G1206-3";2087;1;80;883,367468423894
94;64;"G";90;0,962025316455696;0,949367088607595;1;0,974683544303797;0,911392405063291;"185CL1-1";2984;1;100;662,002218059334
128;64;"G";90;1;0,949367088607595;1;0,974683544303797;0,924050632911392;"9274-1";1980;1;80;1021,11895287679
129;64;"G";90;0,962025316455696;0,949367088607595;1;0,974683544303797;0,911392405063291;"140-1";4086;2;90;665,774164163545
175;64;"G";90;1;0,949367088607595;1;0,974683544303797;0,924050632911392;"G1206-1";2690;1;80;1021,47582818879
177;64;"G";90;1;0,949367088607595;1;0,974683544303797;0,924050632911392;"G1206-1";2590;1;80;1016,52311609825
184;64;"G";90;0,987341772151899;0,949367088607595;1;0,974683544303797;0,924050632911392;"G1206-3";1687;1;80;848,741788622444
206;64;"G";90;0,987341772151899;0,949367088607595;1;0,974683544303797;0,924050632911392;"G1700-2";1688;1;90;762,55635926115
219;64;"G";90;0,962025316455696;0,949367088607595;1;0,974683544303797;0,911392405063291;"185-2";2935;1;90;658,664144084364
226;64;"G";90;0,962025316455696;0,949367088607595;1;0,974683544303797;0,911392405063291;"185-2";3075;1;90;668,816333078269
228;64;"G";90;0,962025316455696;0,949367088607595;1;0,974683544303797;0,911392405063291;"185-2";3035;1;90;665,874322743458
283;64;"G";90;0,987341772151899;0,949367088607595;1;0,974683544303797;0,924050632911392;"ER 20D-2";1970;1;90;753,487189198305
