"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
12;64;"G";90;0,96;1;1;1;0,96;"ER 20D-2";1880;1;80;746,259039057994
14;64;"G";90;0,96;1;1;1;0,96;"211-1";2241;2;80;883,736961496171
34;64;"G";90;0,92;1;1;1;0,92;"185-2";2635;1;90;620,418864540445
35;64;"G";90;0,96;1;1;1;0,96;"185-2";2735;1;90;629,094361966156
36;64;"G";90;0,96;1;1;1;0,96;"185-2";2785;1;90;633,58086915067
49;64;"G";90;0,96;1;1;1;0,96;"140-1";2083;1;100;670,800262981201
57;64;"G";90;0,96;1;1;1;0,96;"264-1";3456;1;80;765,887583017809
79;64;"G";90;1;1;1;1;1;"G1206-3";2087;1;80;883,367468423894
93;64;"G";90;0,92;1;1;1;0,92;"185CL1-1";2684;1;90;624,36296541038
94;64;"G";90;0,96;1;1;1;0,96;"185CL1-1";2984;1;100;662,002218059334
108;64;"G";90;0,92;1;1;1;0,92;"4370-1";2290;1;100;602,45853232996
128;64;"G";90;0,96;1;1;1;0,96;"9274-1";1980;1;80;1021,11895287679
129;64;"G";90;0,96;1;1;1;0,96;"140-1";4086;2;90;665,774164163545
143;64;"G";90;0,96;1;1;1;0,96;"140-1";3966;2;90;659,035294102765
144;64;"G";90;0,92;1;1;1;0,92;"185-2";2485;1;90;608,053249570571
146;64;"G";90;0,92;1;1;1;0,92;"145-2";2180;1;90;601,45386677602
155;64;"G";90;0,96;1;1;1;0,96;"140-1";1873;1;90;636,5743960239
162;64;"G";90;0,96;1;1;1;0,96;"140-1";1883;1;90;638,016549486224
164;64;"G";90;0,96;1;1;1;0,96;"294-3";1480;1;80;881,272152419471
167;64;"G";90;0,96;1;1;1;0,96;"232-2";2322;1;80;755,6825161526
175;64;"G";90;0,96;1;1;1;0,96;"G1206-1";2690;1;80;1021,47582818879
177;64;"G";90;0,96;1;1;1;0,96;"G1206-1";2590;1;80;1016,52311609825
181;64;"G";90;0,96;1;1;1;0,96;"DH1004-1";1072;1;90;779,181259904269
184;64;"G";90;0,96;1;1;1;0,96;"G1206-3";1687;1;80;848,741788622444
194;64;"G";90;0,92;1;1;1;0,92;"152-2";2952;1;90;640,898967445414
204;64;"G";90;0,96;1;1;1;0,96;"145-2";2430;1;100;633,441992941703
206;64;"G";90;0,96;1;1;1;0,96;"G1700-2";1688;1;90;762,55635926115
219;64;"G";90;0,96;1;1;1;0,96;"185-2";2935;1;90;658,664144084364
226;64;"G";90;0,96;1;1;1;0,96;"185-2";3075;1;90;668,816333078269
227;64;"G";90;0,92;1;1;1;0,92;"185-2";2585;1;90;616,216136388036
228;64;"G";90;0,96;1;1;1;0,96;"185-2";3035;1;90;665,874322743458
273;64;"G";90;0,96;1;1;1;0,96;"185-2";2665;1;80;622,982313720013
280;64;"G";90;0,96;1;1;1;0,96;"155-1";2773;1;90;658,748418404251
283;64;"G";90;0,96;1;1;1;0,96;"ER 20D-2";1970;1;90;753,487189198305
284;64;"G";90;0,92;1;1;1;0,92;"6186-1";2484;1;80;607,974073097375
286;64;"G";90;0,92;1;1;1;0,92;"140-1";1833;1;90;630,918833400238
392;64;"G";90;0,92;1;1;1;0,92;"185-2";2685;1;100;624,709499322396
415;64;"G";90;0,96;1;1;1;0,96;"232-2";2422;1;90;763,52993209362
419;64;"G";90;0,96;1;1;1;0,96;"151-1";2918;1;80;654,653319877115
420;64;"G";90;1;1;1;1;1;"DE1002-1";3990;1;80;1155,78017715167
429;64;"G";90;0,96;1;1;1;0,96;"G1206-3";3674;2;80;860,529187374215
