"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
79;54;"G";70;1;0,96;1;1;0,96;"G1206-3";2087;1;80;883,367468423894
175;54;"G";70;0,96;0,96;1;1;0,92;"G1206-1";2690;1;80;1021,47582818879
420;54;"G";70;1;0,96;1;1;0,96;"DE1002-1";3990;1;80;1155,78017715167
430;54;"G";70;1;0,96;1;1;0,96;"G1206-3";2187;1;80;893,736394836174
432;54;"G";70;1;0,96;1;1;0,96;"203-1";1868;1;90;876,915924242969
444;54;"G";70;1;0,96;1;1;0,96;"203-1";1668;1;80;792,24707215649
503;54;"G";70;0,96;0,96;1;1;0,92;"G1206-4";1887;1;60;865,712512650703
649;54;"G";70;0,96;0,96;1;1;0,92;"G1206-3";1887;1;100;864,941777996404
711;54;"G";70;1;0,96;1;1;0,96;"294-1";1764;1;40;1056,52845475141
712;54;"G";70;1;0,96;1;1;0,96;"294-2";1789;1;40;860,587065051926
723;54;"G";70;1;0,96;1;1;0,96;"363-1";2376;2;60;1103,09711723805
758;54;"G";70;0,96;0,96;1;1;0,92;"203-1";1598;1;100;781,902042638094
920;54;"G";70;1;0,96;1;1;0,96;"264-1";4356;1;80;876,87510703218
925;54;"G";70;0,96;0,96;1;1;0,92;"285-2";2560;1;90;778,273586937253
1009;54;"G";70;1;0,96;1;1;0,96;"G1206-3";1937;1;100;869,30840562165
1023;54;"G";70;1;0,96;1;1;0,96;"247-1";4809;1;90;1032,66786239258
1024;54;"G";70;1;0,96;1;1;0,96;"66-1";4806;1;90;1038,37163021269
1031;54;"G";70;1;0,96;1;1;0,96;"295-2";1829;1;40;878,723213651964
1047;54;"G";70;0,96;0,96;1;1;0,92;"295-1";1679;1;40;1045,1418945199
79;52;"G";70;1;1;1;1;1;"G1206-3";2087;1;80;883,367468423894
175;52;"G";70;0,96;1;1;1;0,96;"G1206-1";2690;1;80;1021,47582818879
420;52;"G";70;1;1;1;1;1;"DE1002-1";3990;1;80;1155,78017715167
430;52;"G";70;1;1;1;1;1;"G1206-3";2187;1;80;893,736394836174
432;52;"G";70;1;1;1;1;1;"203-1";1868;1;90;876,915924242969
444;52;"G";70;1;1;1;1;1;"203-1";1668;1;80;792,24707215649
503;52;"G";70;0,96;1;1;1;0,96;"G1206-4";1887;1;60;865,712512650703
558;52;"G";70;0,92;1;1;1;0,92;"225-1";1428;1;80;782,908512801698
649;52;"G";70;0,96;1;1;1;0,96;"G1206-3";1887;1;100;864,941777996404
711;52;"G";70;1;1;1;1;1;"294-1";1764;1;40;1056,52845475141
712;52;"G";70;1;1;1;1;1;"294-2";1789;1;40;860,587065051926
723;52;"G";70;1;1;1;1;1;"363-1";2376;2;60;1103,09711723805
758;52;"G";70;0,96;1;1;1;0,96;"203-1";1598;1;100;781,902042638094
920;52;"G";70;1;1;1;1;1;"264-1";4356;1;80;876,87510703218
923;52;"G";70;0,92;1;1;1;0,92;"246-1";2482;1;80;861,830255963242
925;52;"G";70;0,96;1;1;1;0,96;"285-2";2560;1;90;778,273586937253
1009;52;"G";70;1;1;1;1;1;"G1206-3";1937;1;100;869,30840562165
1023;52;"G";70;1;1;1;1;1;"247-1";4809;1;90;1032,66786239258
1024;52;"G";70;1;1;1;1;1;"66-1";4806;1;90;1038,37163021269
1031;52;"G";70;1;1;1;1;1;"295-2";1829;1;40;878,723213651964
1047;52;"G";70;0,96;1;1;1;0,96;"295-1";1679;1;40;1045,1418945199
