"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
79;52;"G";90;0,976470588235294;0,952941176470588;1;0,964705882352941;0,905882352941176;"G1206-3";2087;1;80;883,367468423894
420;52;"G";90;1;0,952941176470588;1;0,964705882352941;0,917647058823529;"DE1002-1";3990;1;80;1155,78017715167
430;52;"G";90;0,988235294117647;0,952941176470588;1;0,964705882352941;0,917647058823529;"G1206-3";2187;1;80;893,736394836174
432;52;"G";90;0,976470588235294;0,952941176470588;1;0,964705882352941;0,905882352941176;"203-1";1868;1;90;876,915924242969
444;52;"G";90;0,952941176470588;0,952941176470588;1;0,964705882352941;0,905882352941176;"203-1";1668;1;80;792,24707215649
712;52;"G";90;1;0,952941176470588;1;0,964705882352941;0,917647058823529;"294-2";1789;1;40;850,482585930078
723;52;"G";90;1;0,952941176470588;1;0,964705882352941;0,917647058823529;"363-1";2376;2;60;1103,09711723805
758;52;"G";90;0,952941176470588;0,952941176470588;1;0,964705882352941;0,905882352941176;"203-1";1598;1;100;781,902042638094
920;52;"G";90;0,976470588235294;0,952941176470588;1;0,964705882352941;0,905882352941176;"264-1";4356;1;80;876,87510703218
925;52;"G";90;0,952941176470588;0,952941176470588;1;0,964705882352941;0,905882352941176;"285-2";2560;1;90;778,273586937253
1023;52;"G";90;0,988235294117647;0,952941176470588;1;0,964705882352941;0,917647058823529;"247-1";4809;1;90;1032,66786239258
1024;52;"G";90;0,988235294117647;0,952941176470588;1;0,964705882352941;0,917647058823529;"66-1";4806;1;90;1038,37163021269
1031;52;"G";90;1;0,952941176470588;1;0,964705882352941;0,917647058823529;"295-2";1829;1;40;878,723213651964
79;45;"G";90;0,976470588235294;0,964705882352941;1;0,964705882352941;0,917647058823529;"G1206-3";2087;1;80;883,367468423894
420;45;"G";90;1;0,964705882352941;1;0,964705882352941;0,929411764705882;"DE1002-1";3990;1;80;1155,78017715167
430;45;"G";90;0,988235294117647;0,964705882352941;1;0,964705882352941;0,929411764705882;"G1206-3";2187;1;80;893,736394836174
432;45;"G";90;0,976470588235294;0,964705882352941;1;0,964705882352941;0,917647058823529;"203-1";1868;1;90;876,915924242969
444;45;"G";90;0,952941176470588;0,964705882352941;1;0,964705882352941;0,905882352941176;"203-1";1668;1;80;792,24707215649
470;45;"G";90;0,964705882352941;0,964705882352941;1;0,964705882352941;0,905882352941176;"66-2";3726;1;90;876,356908242111
711;45;"G";90;0,976470588235294;0,964705882352941;1;0,964705882352941;0,905882352941176;"294-1";1764;1;40;1056,52845475141
712;45;"G";90;1;0,964705882352941;1;0,964705882352941;0,929411764705882;"294-2";1789;1;40;850,482585930078
723;45;"G";90;1;0,964705882352941;1;0,964705882352941;0,929411764705882;"363-1";2376;2;60;1103,09711723805
758;45;"G";90;0,952941176470588;0,964705882352941;1;0,964705882352941;0,905882352941176;"203-1";1598;1;100;781,902042638094
883;45;"G";90;0,964705882352941;0,964705882352941;1;0,964705882352941;0,905882352941176;"66-1";3726;1;90;876,356908242111
920;45;"G";90;0,976470588235294;0,964705882352941;1;0,964705882352941;0,917647058823529;"264-1";4356;1;80;876,87510703218
925;45;"G";90;0,952941176470588;0,964705882352941;1;0,964705882352941;0,905882352941176;"285-2";2560;1;90;778,273586937253
1023;45;"G";90;0,988235294117647;0,964705882352941;1;0,964705882352941;0,929411764705882;"247-1";4809;1;90;1032,66786239258
1024;45;"G";90;0,988235294117647;0,964705882352941;1;0,964705882352941;0,929411764705882;"66-1";4806;1;90;1038,37163021269
1031;45;"G";90;1;0,964705882352941;1;0,964705882352941;0,929411764705882;"295-2";1829;1;40;878,723213651964
79;37;"G";90;0,976470588235294;1;1;0,964705882352941;0,952941176470588;"G1206-3";2087;1;80;883,367468423894
128;37;"G";90;0,941176470588235;1;1;0,964705882352941;0,917647058823529;"9274-1";1980;1;80;1021,11895287679
175;37;"G";90;0,941176470588235;1;1;0,964705882352941;0,917647058823529;"G1206-1";2690;1;80;1021,47582818879
177;37;"G";90;0,941176470588235;1;1;0,964705882352941;0,917647058823529;"G1206-1";2590;1;80;1016,52311609825
184;37;"G";90;0,929411764705882;1;1;0,964705882352941;0,905882352941176;"G1206-3";1687;1;80;848,741788622444
420;37;"G";90;1;1;1;0,964705882352941;0,964705882352941;"DE1002-1";3990;1;80;1155,78017715167
429;37;"G";90;0,941176470588235;1;1;0,964705882352941;0,917647058823529;"G1206-3";3674;2;80;860,529187374215
430;37;"G";90;0,988235294117647;1;1;0,964705882352941;0,964705882352941;"G1206-3";2187;1;80;893,736394836174
432;37;"G";90;0,976470588235294;1;1;0,964705882352941;0,952941176470588;"203-1";1868;1;90;876,915924242969
444;37;"G";90;0,952941176470588;1;1;0,964705882352941;0,941176470588235;"203-1";1668;1;80;792,24707215649
463;37;"G";90;0,941176470588235;1;1;0,964705882352941;0,917647058823529;"66-1";3526;1;100;866,352778635464
470;37;"G";90;0,964705882352941;1;1;0,964705882352941;0,941176470588235;"66-2";3726;1;90;876,356908242111
503;37;"G";90;0,952941176470588;1;1;0,964705882352941;0,929411764705882;"G1206-4";1887;1;60;865,712512650703
558;37;"G";90;0,917647058823529;1;1;0,964705882352941;0,905882352941176;"225-1";1428;1;80;782,908512801698
561;37;"G";90;0,941176470588235;1;1;0,964705882352941;0,917647058823529;"G1700-1";2087;1;80;859,519887004114
649;37;"G";90;0,952941176470588;1;1;0,964705882352941;0,929411764705882;"G1206-3";1887;1;100;864,941777996404
676;37;"G";90;0,941176470588235;1;1;0,964705882352941;0,917647058823529;"1293-2";1680;1;65;921,334459946183
711;37;"G";90;0,976470588235294;1;1;0,964705882352941;0,941176470588235;"294-1";1764;1;40;1056,52845475141
712;37;"G";90;1;1;1;0,964705882352941;0,964705882352941;"294-2";1789;1;40;850,482585930078
723;37;"G";90;1;1;1;0,964705882352941;0,964705882352941;"363-1";2376;2;60;1103,09711723805
758;37;"G";90;0,952941176470588;1;1;0,964705882352941;0,941176470588235;"203-1";1598;1;100;781,902042638094
779;37;"G";90;0,941176470588235;1;1;0,964705882352941;0,917647058823529;"250-1";3476;1;90;855,123388143463
872;37;"G";90;0,929411764705882;1;1;0,964705882352941;0,905882352941176;"232-2";2762;1;100;852,467786771253
883;37;"G";90;0,964705882352941;1;1;0,964705882352941;0,941176470588235;"66-1";3726;1;90;876,356908242111
920;37;"G";90;0,976470588235294;1;1;0,964705882352941;0,952941176470588;"264-1";4356;1;80;876,87510703218
923;37;"G";90;0,952941176470588;1;1;0,964705882352941;0,929411764705882;"246-1";2482;1;80;861,830255963242
925;37;"G";90;0,952941176470588;1;1;0,964705882352941;0,941176470588235;"285-2";2560;1;90;778,273586937253
949;37;"G";90;0,929411764705882;1;1;0,964705882352941;0,905882352941176;"232-2";2772;1;90;852,9543578825
950;37;"G";90;0,929411764705882;1;1;0,964705882352941;0,905882352941176;"232-2";2662;1;90;785,513332220166
1009;37;"G";90;0,952941176470588;1;1;0,964705882352941;0,929411764705882;"G1206-3";1937;1;100;869,30840562165
1023;37;"G";90;0,988235294117647;1;1;0,964705882352941;0,964705882352941;"247-1";4809;1;90;1032,66786239258
1024;37;"G";90;0,988235294117647;1;1;0,964705882352941;0,964705882352941;"66-1";4806;1;90;1038,37163021269
1031;37;"G";90;1;1;1;0,964705882352941;0,964705882352941;"295-2";1829;1;40;878,723213651964
1047;37;"G";90;0,964705882352941;1;1;0,964705882352941;0,929411764705882;"295-1";1679;1;40;1045,1418945199
420;37;"P";80;1;1;0,917647058823529;0,988235294117647;0,905882352941176;"DE1002-1";3990;1;80;1144,47065334214
430;37;"P";80;0,988235294117647;1;0,917647058823529;0,988235294117647;0,905882352941176;"G1206-3";2187;1;80;878,855442455221
712;37;"P";80;1;1;0,917647058823529;0,988235294117647;0,905882352941176;"294-2";1789;1;40;826,673062120555
723;37;"P";80;1;1;0,917647058823529;0,988235294117647;0,905882352941176;"363-1";2376;2;60;1091,19235533329
1023;37;"P";80;0,988235294117647;1;0,917647058823529;0,988235294117647;0,905882352941176;"247-1";4809;1;90;1020,76310048782
1024;37;"P";80;0,988235294117647;1;0,917647058823529;0,988235294117647;0,905882352941176;"66-1";4806;1;90;1026,46686830793
1031;37;"P";80;1;1;0,917647058823529;0,988235294117647;0,905882352941176;"295-2";1829;1;40;847,868633633527
79;56;"G";80;0,976470588235294;0,929411764705882;1;0,988235294117647;0,905882352941176;"G1206-3";2087;1;80;883,367468423894
420;56;"G";80;1;0,929411764705882;1;0,988235294117647;0,917647058823529;"DE1002-1";3990;1;80;1155,78017715167
430;56;"G";80;0,988235294117647;0,929411764705882;1;0,988235294117647;0,917647058823529;"G1206-3";2187;1;80;893,736394836174
432;56;"G";80;0,976470588235294;0,929411764705882;1;0,988235294117647;0,905882352941176;"203-1";1868;1;90;876,915924242969
470;56;"G";80;0,964705882352941;0,929411764705882;1;0,988235294117647;0,917647058823529;"66-2";3726;1;90;876,356908242111
503;56;"G";80;0,952941176470588;0,929411764705882;1;0,988235294117647;0,905882352941176;"G1206-4";1887;1;60;865,712512650703
649;56;"G";80;0,952941176470588;0,929411764705882;1;0,988235294117647;0,905882352941176;"G1206-3";1887;1;100;864,941777996404
711;56;"G";80;0,976470588235294;0,929411764705882;1;0,988235294117647;0,917647058823529;"294-1";1764;1;40;1056,52845475141
712;56;"G";80;1;0,929411764705882;1;0,988235294117647;0,917647058823529;"294-2";1789;1;40;850,482585930078
723;56;"G";80;1;0,929411764705882;1;0,988235294117647;0,917647058823529;"363-1";2376;2;60;1103,09711723805
883;56;"G";80;0,964705882352941;0,929411764705882;1;0,988235294117647;0,917647058823529;"66-1";3726;1;90;876,356908242111
920;56;"G";80;0,976470588235294;0,929411764705882;1;0,988235294117647;0,905882352941176;"264-1";4356;1;80;876,87510703218
923;56;"G";80;0,952941176470588;0,929411764705882;1;0,988235294117647;0,905882352941176;"246-1";2482;1;80;861,830255963242
1009;56;"G";80;0,952941176470588;0,929411764705882;1;0,988235294117647;0,905882352941176;"G1206-3";1937;1;100;869,30840562165
1023;56;"G";80;0,988235294117647;0,929411764705882;1;0,988235294117647;0,917647058823529;"247-1";4809;1;90;1032,66786239258
1024;56;"G";80;0,988235294117647;0,929411764705882;1;0,988235294117647;0,917647058823529;"66-1";4806;1;90;1038,37163021269
1031;56;"G";80;1;0,929411764705882;1;0,988235294117647;0,917647058823529;"295-2";1829;1;40;878,723213651964
1047;56;"G";80;0,964705882352941;0,929411764705882;1;0,988235294117647;0,905882352941176;"295-1";1679;1;40;1045,1418945199
79;52;"G";80;0,976470588235294;0,952941176470588;1;0,988235294117647;0,929411764705882;"G1206-3";2087;1;80;883,367468423894
420;52;"G";80;1;0,952941176470588;1;0,988235294117647;0,941176470588235;"DE1002-1";3990;1;80;1155,78017715167
430;52;"G";80;0,988235294117647;0,952941176470588;1;0,988235294117647;0,941176470588235;"G1206-3";2187;1;80;893,736394836174
432;52;"G";80;0,976470588235294;0,952941176470588;1;0,988235294117647;0,929411764705882;"203-1";1868;1;90;876,915924242969
444;52;"G";80;0,952941176470588;0,952941176470588;1;0,988235294117647;0,917647058823529;"203-1";1668;1;80;792,24707215649
470;52;"G";80;0,964705882352941;0,952941176470588;1;0,988235294117647;0,917647058823529;"66-2";3726;1;90;876,356908242111
503;52;"G";80;0,952941176470588;0,952941176470588;1;0,988235294117647;0,905882352941176;"G1206-4";1887;1;60;865,712512650703
649;52;"G";80;0,952941176470588;0,952941176470588;1;0,988235294117647;0,905882352941176;"G1206-3";1887;1;100;864,941777996404
711;52;"G";80;0,976470588235294;0,952941176470588;1;0,988235294117647;0,917647058823529;"294-1";1764;1;40;1056,52845475141
712;52;"G";80;1;0,952941176470588;1;0,988235294117647;0,941176470588235;"294-2";1789;1;40;850,482585930078
723;52;"G";80;1;0,952941176470588;1;0,988235294117647;0,941176470588235;"363-1";2376;2;60;1103,09711723805
758;52;"G";80;0,952941176470588;0,952941176470588;1;0,988235294117647;0,917647058823529;"203-1";1598;1;100;781,902042638094
883;52;"G";80;0,964705882352941;0,952941176470588;1;0,988235294117647;0,917647058823529;"66-1";3726;1;90;876,356908242111
920;52;"G";80;0,976470588235294;0,952941176470588;1;0,988235294117647;0,929411764705882;"264-1";4356;1;80;876,87510703218
923;52;"G";80;0,952941176470588;0,952941176470588;1;0,988235294117647;0,905882352941176;"246-1";2482;1;80;861,830255963242
925;52;"G";80;0,952941176470588;0,952941176470588;1;0,988235294117647;0,917647058823529;"285-2";2560;1;90;778,273586937253
1009;52;"G";80;0,952941176470588;0,952941176470588;1;0,988235294117647;0,905882352941176;"G1206-3";1937;1;100;869,30840562165
1023;52;"G";80;0,988235294117647;0,952941176470588;1;0,988235294117647;0,941176470588235;"247-1";4809;1;90;1032,66786239258
1024;52;"G";80;0,988235294117647;0,952941176470588;1;0,988235294117647;0,941176470588235;"66-1";4806;1;90;1038,37163021269
1031;52;"G";80;1;0,952941176470588;1;0,988235294117647;0,941176470588235;"295-2";1829;1;40;878,723213651964
1047;52;"G";80;0,964705882352941;0,952941176470588;1;0,988235294117647;0,905882352941176;"295-1";1679;1;40;1045,1418945199
79;45;"G";80;0,976470588235294;0,964705882352941;1;0,988235294117647;0,941176470588235;"G1206-3";2087;1;80;883,367468423894
128;45;"G";80;0,941176470588235;0,964705882352941;1;0,988235294117647;0,905882352941176;"9274-1";1980;1;80;1021,11895287679
175;45;"G";80;0,941176470588235;0,964705882352941;1;0,988235294117647;0,905882352941176;"G1206-1";2690;1;80;1021,47582818879
177;45;"G";80;0,941176470588235;0,964705882352941;1;0,988235294117647;0,905882352941176;"G1206-1";2590;1;80;1016,52311609825
420;45;"G";80;1;0,964705882352941;1;0,988235294117647;0,952941176470588;"DE1002-1";3990;1;80;1155,78017715167
429;45;"G";80;0,941176470588235;0,964705882352941;1;0,988235294117647;0,905882352941176;"G1206-3";3674;2;80;860,529187374215
430;45;"G";80;0,988235294117647;0,964705882352941;1;0,988235294117647;0,952941176470588;"G1206-3";2187;1;80;893,736394836174
432;45;"G";80;0,976470588235294;0,964705882352941;1;0,988235294117647;0,941176470588235;"203-1";1868;1;90;876,915924242969
444;45;"G";80;0,952941176470588;0,964705882352941;1;0,988235294117647;0,917647058823529;"203-1";1668;1;80;792,24707215649
463;45;"G";80;0,941176470588235;0,964705882352941;1;0,988235294117647;0,905882352941176;"66-1";3526;1;100;866,352778635464
470;45;"G";80;0,964705882352941;0,964705882352941;1;0,988235294117647;0,929411764705882;"66-2";3726;1;90;876,356908242111
503;45;"G";80;0,952941176470588;0,964705882352941;1;0,988235294117647;0,917647058823529;"G1206-4";1887;1;60;865,712512650703
561;45;"G";80;0,941176470588235;0,964705882352941;1;0,988235294117647;0,905882352941176;"G1700-1";2087;1;80;859,519887004114
649;45;"G";80;0,952941176470588;0,964705882352941;1;0,988235294117647;0,917647058823529;"G1206-3";1887;1;100;864,941777996404
676;45;"G";80;0,941176470588235;0,964705882352941;1;0,988235294117647;0,905882352941176;"1293-2";1680;1;65;921,334459946183
711;45;"G";80;0,976470588235294;0,964705882352941;1;0,988235294117647;0,929411764705882;"294-1";1764;1;40;1056,52845475141
712;45;"G";80;1;0,964705882352941;1;0,988235294117647;0,952941176470588;"294-2";1789;1;40;850,482585930078
723;45;"G";80;1;0,964705882352941;1;0,988235294117647;0,952941176470588;"363-1";2376;2;60;1103,09711723805
