"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
14;42;"G";80;0,95;0,95;1;1;0,9;"211-1";2241;2;80;883,736961496171
79;42;"G";80;0,95;0,95;1;1;0,9;"G1206-3";2087;1;80;883,367468423894
128;42;"G";80;0,95;0,95;1;1;0,9;"9274-1";1980;1;80;1021,11895287679
164;42;"G";80;0,95;0,95;1;1;0,9;"294-3";1480;1;80;881,272152419471
175;42;"G";80;1;0,95;1;1;0,95;"G1206-1";2690;1;80;1021,47582818879
177;42;"G";80;0,95;0,95;1;1;0,9;"G1206-1";2590;1;80;1016,52311609825
420;42;"G";80;1;0,95;1;1;0,95;"DE1002-1";3990;1;80;1155,78017715167
430;42;"G";80;0,95;0,95;1;1;0,9;"G1206-3";2187;1;80;893,736394836174
470;42;"G";80;0,95;0,95;1;1;0,9;"66-2";3726;1;90;876,356908242111
533;42;"G";80;0,95;0,95;1;1;0,9;"261-1";1480;1;80;881,837246282889
561;42;"G";80;0,95;0,95;1;1;0,9;"G1700-1";2087;1;80;859,519887004114
628;42;"G";80;1;0,95;1;1;0,95;"294-1";1329;1;80;903,290386568296
676;42;"G";80;0,95;0,95;1;1;0,9;"1293-2";1680;1;65;921,334459946183
711;42;"G";80;1;0,95;1;1;0,95;"294-1";1764;1;40;1056,52845475141
712;42;"G";80;1;0,95;1;1;0,95;"294-2";1789;1;40;850,482585930078
723;42;"G";80;1;0,95;1;1;0,95;"363-1";2376;2;60;1103,09711723805
883;42;"G";80;0,95;0,95;1;1;0,9;"66-1";3726;1;90;876,356908242111
947;42;"G";80;0,95;0,95;1;1;0,9;"261-2";1880;1;50;1022,21376116044
951;42;"G";80;0,95;0,95;1;1;0,9;"261-1";1400;1;80;870,580423277295
974;42;"G";80;1;0,95;1;1;0,95;"295-1";1359;1;80;907,09860687469
990;42;"G";80;0,95;0,95;1;1;0,9;"261-2";1965;1;50;1029,31424656248
1009;42;"G";80;0,95;0,95;1;1;0,9;"G1206-3";1937;1;100;869,30840562165
1023;42;"G";80;1;0,95;1;1;0,95;"247-1";4809;1;90;1032,66786239258
1024;42;"G";80;1;0,95;1;1;0,95;"66-1";4806;1;90;1038,37163021269
1027;42;"G";80;0,95;0,95;1;1;0,9;"G1000-1";1380;1;100;861,097230636314
1031;42;"G";80;1;0,95;1;1;0,95;"295-2";1829;1;40;878,723213651964
1046;42;"G";80;1;0,95;1;1;0,95;"295-1";1379;1;40;912,571717280742
1047;42;"G";80;1;0,95;1;1;0,95;"295-1";1679;1;40;1045,1418945199
1053;42;"G";80;1;0,95;1;1;0,95;"295-1";1479;1;80;1024,27591868554
14;40;"G";80;0,95;1;1;1;0,95;"211-1";2241;2;80;883,736961496171
79;40;"G";80;0,95;1;1;1;0,95;"G1206-3";2087;1;80;883,367468423894
128;40;"G";80;0,95;1;1;1;0,95;"9274-1";1980;1;80;1021,11895287679
164;40;"G";80;0,95;1;1;1;0,95;"294-3";1480;1;80;881,272152419471
175;40;"G";80;1;1;1;1;1;"G1206-1";2690;1;80;1021,47582818879
177;40;"G";80;0,95;1;1;1;0,95;"G1206-1";2590;1;80;1016,52311609825
420;40;"G";80;1;1;1;1;1;"DE1002-1";3990;1;80;1155,78017715167
430;40;"G";80;0,95;1;1;1;0,95;"G1206-3";2187;1;80;893,736394836174
470;40;"G";80;0,95;1;1;1;0,95;"66-2";3726;1;90;876,356908242111
533;40;"G";80;0,95;1;1;1;0,95;"261-1";1480;1;80;881,837246282889
561;40;"G";80;0,95;1;1;1;0,95;"G1700-1";2087;1;80;859,519887004114
628;40;"G";80;1;1;1;1;1;"294-1";1329;1;80;903,290386568296
676;40;"G";80;0,95;1;1;1;0,95;"1293-2";1680;1;65;921,334459946183
711;40;"G";80;1;1;1;1;1;"294-1";1764;1;40;1056,52845475141
712;40;"G";80;1;1;1;1;1;"294-2";1789;1;40;850,482585930078
723;40;"G";80;1;1;1;1;1;"363-1";2376;2;60;1103,09711723805
883;40;"G";80;0,95;1;1;1;0,95;"66-1";3726;1;90;876,356908242111
947;40;"G";80;0,95;1;1;1;0,95;"261-2";1880;1;50;1022,21376116044
951;40;"G";80;0,95;1;1;1;0,95;"261-1";1400;1;80;870,580423277295
974;40;"G";80;1;1;1;1;1;"295-1";1359;1;80;907,09860687469
990;40;"G";80;0,95;1;1;1;0,95;"261-2";1965;1;50;1029,31424656248
1009;40;"G";80;0,95;1;1;1;0,95;"G1206-3";1937;1;100;869,30840562165
1023;40;"G";80;1;1;1;1;1;"247-1";4809;1;90;1032,66786239258
1024;40;"G";80;1;1;1;1;1;"66-1";4806;1;90;1038,37163021269
1027;40;"G";80;0,95;1;1;1;0,95;"G1000-1";1380;1;100;861,097230636314
1031;40;"G";80;1;1;1;1;1;"295-2";1829;1;40;878,723213651964
1046;40;"G";80;1;1;1;1;1;"295-1";1379;1;40;912,571717280742
1047;40;"G";80;1;1;1;1;1;"295-1";1679;1;40;1045,1418945199
1053;40;"G";80;1;1;1;1;1;"295-1";1479;1;80;1024,27591868554
