"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
420;38;"G";80;1;0,918918918918919;1;1;0,918918918918919;"DE1002-1";3990;1;80;1155,78017715167
712;38;"G";80;1;0,918918918918919;1;1;0,918918918918919;"294-2";1789;1;40;850,482585930078
723;38;"G";80;1;0,918918918918919;1;1;0,918918918918919;"363-1";2376;2;60;1103,09711723805
1023;38;"G";80;1;0,918918918918919;1;1;0,918918918918919;"247-1";4809;1;90;1032,66786239258
1024;38;"G";80;1;0,918918918918919;1;1;0,918918918918919;"66-1";4806;1;90;1038,37163021269
1031;38;"G";80;1;0,918918918918919;1;1;0,918918918918919;"295-2";1829;1;40;878,723213651964
79;37;"G";80;0,945945945945946;1;1;1;0,945945945945946;"G1206-3";2087;1;80;883,367468423894
420;37;"G";80;1;1;1;1;1;"DE1002-1";3990;1;80;1155,78017715167
430;37;"G";80;0,945945945945946;1;1;1;0,945945945945946;"G1206-3";2187;1;80;893,736394836174
711;37;"G";80;0,945945945945946;1;1;1;0,945945945945946;"294-1";1764;1;40;1056,52845475141
712;37;"G";80;1;1;1;1;1;"294-2";1789;1;40;850,482585930078
723;37;"G";80;1;1;1;1;1;"363-1";2376;2;60;1103,09711723805
1023;37;"G";80;1;1;1;1;1;"247-1";4809;1;90;1032,66786239258
1024;37;"G";80;1;1;1;1;1;"66-1";4806;1;90;1038,37163021269
1031;37;"G";80;1;1;1;1;1;"295-2";1829;1;40;878,723213651964
1047;37;"G";80;0,918918918918919;1;1;1;0,918918918918919;"295-1";1679;1;40;1045,1418945199
