"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
79;55;"P";90;1;1;0,9;1;0,9;"G1206-3";2087;1;80;868,486516042941
420;55;"P";90;1;1;0,9;1;0,9;"DE1002-1";3990;1;80;1144,47065334214
430;55;"P";90;1;1;0,9;1;0,9;"G1206-3";2187;1;80;878,855442455221
432;55;"P";90;1;1;0,9;1;0,9;"203-1";1868;1;90;862,034971862017
444;55;"P";90;1;1;0,9;1;0,9;"203-1";1668;1;80;774,389929299347
723;55;"P";90;1;1;0,9;1;0,9;"363-1";2376;2;60;1091,19235533329
890;55;"P";90;1;1;0,9;1;0,9;"180-1";2084;1;100;659,887576224027
894;55;"P";90;1;1;0,9;1;0,9;"371-1";2084;1;100;719,822369958383
897;55;"P";90;1;1;0,9;1;0,9;"180-1";2384;1;90;701,130640975191
902;55;"P";90;1;1;0,9;1;0,9;"180-1";2074;1;100;658,635384028167
904;55;"P";90;1;1;0,9;1;0,9;"180-1";2484;1;90;730,152625358008
909;55;"P";90;1;1;0,9;1;0,9;"180-1";2064;1;90;657,389948857838
914;55;"P";90;1;1;0,9;1;0,9;"180-1";2284;1;90;686,50413472304
920;55;"P";90;1;1;0,9;1;0,9;"264-1";4356;1;80;861,994154651227
1023;55;"P";90;1;1;0,9;1;0,9;"247-1";4809;1;90;1020,76310048782
1024;55;"P";90;1;1;0,9;1;0,9;"66-1";4806;1;90;1026,46686830793
49;60;"G";90;0,957142857142857;0,9;1;1;0,9;"140-1";2083;1;100;670,800262981201
57;60;"G";90;0,957142857142857;0,9;1;1;0,9;"264-1";3456;1;80;765,887583017809
79;60;"G";90;1;0,9;1;1;0,9;"G1206-3";2087;1;80;883,367468423894
128;60;"G";90;0,957142857142857;0,9;1;1;0,9;"9274-1";1980;1;80;1021,11895287679
129;60;"G";90;0,957142857142857;0,9;1;1;0,9;"140-1";4086;2;90;665,774164163545
175;60;"G";90;0,971428571428571;0,9;1;1;0,9;"G1206-1";2690;1;80;1021,47582818879
177;60;"G";90;0,957142857142857;0,9;1;1;0,9;"G1206-1";2590;1;80;1016,52311609825
420;60;"G";90;1;0,9;1;1;0,9;"DE1002-1";3990;1;80;1155,78017715167
429;60;"G";90;0,971428571428571;0,9;1;1;0,9;"G1206-3";3674;2;80;860,529187374215
430;60;"G";90;1;0,9;1;1;0,9;"G1206-3";2187;1;80;893,736394836174
432;60;"G";90;1;0,9;1;1;0,9;"203-1";1868;1;90;876,915924242969
444;60;"G";90;1;0,9;1;1;0,9;"203-1";1668;1;80;792,24707215649
463;60;"G";90;0,957142857142857;0,9;1;1;0,9;"66-1";3526;1;100;866,352778635464
470;60;"G";90;0,971428571428571;0,9;1;1;0,9;"66-2";3726;1;90;876,356908242111
503;60;"G";90;0,971428571428571;0,9;1;1;0,9;"G1206-4";1887;1;60;865,712512650703
525;60;"G";90;0,957142857142857;0,9;1;1;0,9;"139-1";2086;1;100;671,221941191462
