"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
79;57;"G";90;1;0,917910447761194;1;0,970149253731343;0,91044776119403;"G1206-3";2087;1;80;883,367468423894
420;57;"G";90;1;0,917910447761194;1;0,970149253731343;0,91044776119403;"DE1002-1";3990;1;80;1155,78017715167
430;57;"G";90;1;0,917910447761194;1;0,970149253731343;0,91044776119403;"G1206-3";2187;1;80;893,736394836174
432;57;"G";90;0,992537313432836;0,917910447761194;1;0,970149253731343;0,91044776119403;"203-1";1868;1;90;876,915924242969
444;57;"G";90;0,992537313432836;0,917910447761194;1;0,970149253731343;0,91044776119403;"203-1";1668;1;80;792,24707215649
711;57;"G";90;0,977611940298508;0,917910447761194;1;0,970149253731343;0,91044776119403;"294-1";1764;1;40;1056,52845475141
712;57;"G";90;1;0,917910447761194;1;0,970149253731343;0,91044776119403;"294-2";1789;1;40;850,482585930078
723;57;"G";90;1;0,917910447761194;1;0,970149253731343;0,91044776119403;"363-1";2376;2;60;1103,09711723805
758;57;"G";90;0,992537313432836;0,917910447761194;1;0,970149253731343;0,91044776119403;"203-1";1598;1;100;781,902042638094
920;57;"G";90;0,992537313432836;0,917910447761194;1;0,970149253731343;0,91044776119403;"264-1";4356;1;80;876,87510703218
923;57;"G";90;0,955223880597015;0,917910447761194;1;0,970149253731343;0,902985074626866;"246-1";2482;1;80;861,830255963242
925;57;"G";90;0,992537313432836;0,917910447761194;1;0,970149253731343;0,91044776119403;"285-2";2560;1;90;778,273586937253
1009;57;"G";90;0,962686567164179;0,917910447761194;1;0,970149253731343;0,902985074626866;"G1206-3";1937;1;100;869,30840562165
1023;57;"G";90;1;0,917910447761194;1;0,970149253731343;0,91044776119403;"247-1";4809;1;90;1032,66786239258
1024;57;"G";90;1;0,917910447761194;1;0,970149253731343;0,91044776119403;"66-1";4806;1;90;1038,37163021269
1031;57;"G";90;1;0,917910447761194;1;0,970149253731343;0,91044776119403;"295-2";1829;1;40;878,723213651964
57;56;"G";90;0,940298507462687;0,947761194029851;1;0,970149253731343;0,91044776119403;"264-1";3456;1;80;765,887583017809
79;56;"G";90;1;0,947761194029851;1;0,970149253731343;0,940298507462687;"G1206-3";2087;1;80;883,367468423894
128;56;"G";90;0,940298507462687;0,947761194029851;1;0,970149253731343;0,91044776119403;"9274-1";1980;1;80;1021,11895287679
175;56;"G";90;0,947761194029851;0,947761194029851;1;0,970149253731343;0,91044776119403;"G1206-1";2690;1;80;1021,47582818879
177;56;"G";90;0,940298507462687;0,947761194029851;1;0,970149253731343;0,91044776119403;"G1206-1";2590;1;80;1016,52311609825
